file,bug,loc,bf,hcm
org::eclipse::mylyn::internal::sandbox::dev::InterestDecrementAction,0,6,3,3.13741
upload::UsageAnalysis,0,307,6,5.41242
org::eclipse::mylyn::internal::tasks::core::TaskActivityUtil,0,194,15,10.7478
org::eclipse::mylyn::internal::context::ui::actions::TaskContextAction,0,21,9,6.9025
org::eclipse::mylyn::internal::resources::ui::ResourceChangeMonitor,0,70,19,13.1894
org::eclipse::mylyn::wikitext::core::parser::markup::Block,0,15,3,1.49003
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::DefaultResourceHyperlink,0,40,2,1.84703
org::eclipse::mylyn::internal::xplanner::core::Messages,0,2,1,0
org::eclipse::mylyn::internal::jira::core::service::FilterDefinitionConverter,1,461,1,0
org::eclipse::mylyn::internal::team::ui::ContextActiveChangeSetManager,1,199,24,14.7562
org::eclipse::mylyn::internal::trac::core::model::TracSeverity,0,3,4,3.25645
org::eclipse::mylyn::internal::trac::ui::TracHyperlinkDetector,0,9,8,6.94451
org::eclipse::mylyn::internal::context::ui::views::ContextNodeOpenListener,0,39,8,10.9647
org::eclipse::mylyn::internal::xplanner::core::service::XPlannerService,0,10,1,0
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractChangeCompletionAction,0,32,8,6.12708
org::eclipse::mylyn::internal::team::ccvs::Messages,0,3,1,0
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNewCommentPart,0,9,9,6.61308
org::eclipse::mylyn::internal::bugzilla::core::BugzillaRepositoryConnector,0,417,108,32.9492
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTextViewer,1,31,12,12.2241
org::eclipse::mylyn::internal::context::ui::actions::InterestIncrementAction,0,3,5,4.96177
org::eclipse::mylyn::tasks::ui::editors::LayoutHint,0,17,4,1.84703
org::eclipse::mylyn::internal::wikitext::ui::Messages,1,9,1,0
org::eclipse::mylyn::internal::bugs::java::AbstractHyperlinkDetector,0,6,1,0
org::xplanner::soap::XPlanner::XPlannerSoapBindingStub,0,1831,4,6.45512
org::eclipse::mylyn::internal::context::ui::commands::AttachContextHandler,1,13,6,5.41944
org::eclipse::mylyn::internal::trac::core::util::TracXmlRpcClientRequest,0,7,2,1.84703
org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimpleWrappedPhraseModifier,0,44,4,1.49003
org::eclipse::mylyn::internal::monitor::usage::UsageStatisticsSummary,0,12,3,4.46389
org::eclipse::mylyn::zest::layouts::progress::ProgressEvent,0,10,0,1.45219
org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskJob,1,61,15,5.63443
org::eclipse::mylyn::wikitext::core::parser::builder::HtmlDocumentBuilder,1,611,11,3.33706
org::eclipse::mylyn::internal::wikitext::twiki::core::block::HeadingBlock,0,32,2,0
org::eclipse::mylyn::internal::tasks::ui::notifications::Messages,0,3,1,0
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssReader,0,16,4,1.84703
org::eclipse::mylyn::internal::examples::jira::JiraClientExample,0,32,1,0.891381
org::eclipse::mylyn::internal::tasks::ui::actions::DisconnectRepositoryAction,1,28,2,0
org::eclipse::mylyn::internal::tasks::ui::actions::SearchForRepositoryTask,0,9,3,3.13741
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotifier,0,62,7,4.62003
org::eclipse::mylyn::internal::sandbox::dev::InterestDebuggingDecorator,0,44,10,10.453
org::eclipse::mylyn::monitor::ui::AbstractPartTracker,0,6,4,4.57121
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteComponent,0,38,7,5.94514
org::eclipse::mylyn::internal::wikitext::core::Messages,0,9,1,0
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetElementAdapter,0,22,7,6.64072
org::eclipse::mylyn::internal::trac::core::model::TracComment,0,41,4,4.58293
org::eclipse::mylyn::wikitext::ui::viewer::MarkupViewerConfiguration,0,3,3,1.49003
org::eclipse::mylyn::internal::monitor::ui::PerspectiveChangeMonitor,0,42,6,5.86159
org::eclipse::mylyn::internal::jira::core::service::JiraAuthenticationException,0,3,6,5.24655
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupTask,0,76,5,2.38141
org::eclipse::mylyn::zest::layouts::algorithms::internal::CycleChecker,0,55,0,1.45219
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorPlanningPart,2,225,17,9.60419
org::eclipse::mylyn::internal::provisional::commons::ui::WorkbenchActionSupport,0,132,1,0
org::eclipse::mylyn::internal::bugzilla::core::RepositoryReportFactory,0,23,23,15.661
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::EntityReferenceReplacementToken,0,9,3,1.49003
org::eclipse::mylyn::internal::commons::net::PollingOutputStream,0,100,2,1.84703
org::eclipse::mylyn::internal::java::ui::JavaUiBridge,0,98,27,26.7278
org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::ImagePhraseModifier,0,10,3,1.49003
org::eclipse::mylyn::internal::wikitext::ui::editor::help::CheatSheetContent,0,8,3,2.38141
org::eclipse::mylyn::tasks::ui::wizards::AbstractRepositorySettingsPage,0,1144,57,27.1607
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::LineBreakToken,0,9,3,1.49003
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::ImageAnnotation,0,23,3,0
org::eclipse::mylyn::internal::pde::ui::junit::TaskContextPdeJUnitTabGroup,0,9,5,4.71857
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::HyperlinkReplacementToken,0,9,3,1.49003
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaGeneratedCommentBlock,0,20,1,0
org::eclipse::mylyn::internal::java::tasks::JavaStackTraceHyperlinkDetector,0,20,3,0
org::eclipse::mylyn::zest::layouts::algorithms::RadialLayoutAlgorithm,0,74,1,4.37354
org::eclipse::mylyn::internal::tasks::ui::actions::OpenTaskSearchAction,0,11,4,4.61042
org::eclipse::mylyn::zest::core::widgets::GraphConnection,0,308,11,7.41111
org::eclipse::mylyn::internal::trac::core::client::TracXmlRpcClient,3,707,9,3.83471
org::eclipse::mylyn::wikitext::core::parser::Attributes,0,36,4,3.33706
org::eclipse::mylyn::wikitext::ui::annotation::AnchorHrefAnnotation,0,6,4,1.49003
org::eclipse::mylyn::internal::wikitext::twiki::core::block::LiteralBlock,0,33,3,0
org::eclipse::mylyn::internal::wikitext::ui::editor::reconciler::MultiReconcilingStrategy,0,39,2,1.49003
org::eclipse::mylyn::internal::jira::core::WorkLogConverter,1,14,3,0
org::eclipse::mylyn::internal::team::ui::actions::Messages,0,3,1,0
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlineNode,0,148,14,14.3573
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteEntity,0,37,7,5.94514
org::eclipse::mylyn::context::tests::support::DomContextReader,0,104,20,17.4173
org::eclipse::mylyn::internal::tasks::core::WeekDateRange,0,117,7,1.84703
org::eclipse::mylyn::context::tests::support::FileTool,0,129,4,3.40309
org::eclipse::mylyn::internal::commons::net::InfiniteSubProgressMonitor,0,33,1,0
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteComment,0,125,7,5.94514
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaQuoteBlock,0,31,1,0
org::eclipse::mylyn::internal::tasks::ui::CategorizedPresentation,0,6,4,3.13741
org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractNamedRemoteEntity,0,49,7,5.94514
org::eclipse::mylyn::internal::context::ui::AbstractContextLabelProvider,0,15,5,6.25104
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteConfiguration,0,125,7,5.94514
org::eclipse::mylyn::internal::trac::core::client::Messages,0,3,2,0
org::eclipse::mylyn::wikitext::core::parser::markup::token::LineBreakReplacementTokenProcessor,0,3,3,1.49003
org::eclipse::mylyn::wikitext::twiki::core::TWikiLanguage,0,103,3,0
org::eclipse::mylyn::internal::trac::core::model::TracWikiPageInfo,0,35,4,3.13741
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractTaskEditorFactory,0,6,3,3.26838
org::eclipse::mylyn::internal::resources::ui::ResourceUiBridge,0,77,18,16.0551
org::eclipse::mylyn::zest::core::messages::ZestErrorMessages,0,8,1,1.45219
org::eclipse::mylyn::context::ui::AbstractContextUiBridge,0,0,7,5.28932
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSortAction,0,11,5,5.25012
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleWorkingSetAction,0,50,4,5.49768
org::eclipse::mylyn::zest::core::viewers::GraphViewer,0,131,4,4.47481
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryManager,0,274,20,6.99647
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssWhitespaceDetector,0,3,1,0
org::eclipse::mylyn::internal::sandbox::ui::highlighters::TaskHighlighterMenuContributor,0,33,3,3.4091
org::eclipse::mylyn::internal::ide::ui::MarkerViewerInterestSorter,0,23,8,10.3948
org::eclipse::mylyn::internal::context::ui::ContentOutlineManager,0,25,4,6.82726
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaTaskHandler,0,40,2,1.05195
org::eclipse::mylyn::internal::monitor::usage::FileDisplayDialog,0,8,10,11.9319
org::eclipse::mylyn::internal::provisional::tasks::core::RepositoryClientManager,0,102,2,0
org::eclipse::mylyn::internal::provisional::commons::ui::AbstractFilteredTree,3,144,6,4.17741
org::eclipse::mylyn::zest::core::widgets::internal::ExpandGraphLabel,0,58,4,1.28371
org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListPresentation,0,32,4,3.99908
org::eclipse::mylyn::internal::provisional::commons::core::CommonMessages,0,3,1,0
org::eclipse::mylyn::internal::jira::core::AttributeValueConverter,0,16,2,0
org::eclipse::mylyn::internal::provisional::commons::ui::CommonsUiUtil,0,98,3,0
org::eclipse::mylyn::internal::trac::ui::TracConnectorUi,0,63,18,11.4778
org::eclipse::mylyn::internal::monitor::usage::MonitorFileRolloverJob,0,207,17,16.632
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchQuery,0,43,5,2.7212
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnectorUi,0,26,8,5.8908
org::eclipse::mylyn::internal::wikitext::ui::editor::outline::QuickOutlinePopupDialog,3,132,1,0
org::eclipse::mylyn::internal::trac::ui::editor::TracRenderingEngine,0,39,7,7.42138
org::eclipse::mylyn::internal::commons::net::PollingProtocolSocketFactory,0,15,1,0
org::eclipse::mylyn::internal::wikitext::confluence::core::block::TableBlock,0,65,4,1.49003
org::eclipse::mylyn::internal::tasks::ui::editors::TaskRelationHyperlinkDetector,0,64,6,1.84703
org::eclipse::mylyn::internal::tasks::ui::editors::BooleanAttributeEditor,0,35,8,4.88878
org::eclipse::mylyn::internal::web::ui::WebResourceContentProvider,0,54,3,3.17351
org::xplanner::soap::XPlanner::XPlannerProxy,0,255,2,2.57409
org::eclipse::mylyn::internal::team::ui::actions::AddToTaskContextAction,0,55,10,8.95846
org::eclipse::mylyn::internal::jira::core::model::filter::StatusFilter,0,12,5,5.79125
org::eclipse::mylyn::internal::context::ui::actions::InterestDecrementAction,2,3,8,6.32664
org::eclipse::mylyn::internal::tasks::ui::editors::AbstractReplyToCommentAction,0,22,12,4.88878
org::eclipse::mylyn::internal::jira::core::model::Group,0,12,4,3.91697
org::eclipse::mylyn::internal::web::tasks::NamedPattern,0,30,3,3.13741
org::eclipse::mylyn::internal::sandbox::ui::actions::OpenRelatedElementsPopupDialogAction,0,19,3,3.24474
org::eclipse::mylyn::internal::tasks::ui::util::CopyAttachmentToClipboardJob,0,29,3,1.84703
org::eclipse::mylyn::internal::tasks::ui::commands::NewLocalTaskHandler,0,21,4,3.32672
org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::SimpleWrappedPhraseModifier,0,22,3,0
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPart,1,88,6,5.63443
org::eclipse::mylyn::internal::jira::core::service::Messages,0,3,1,0
org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction,0,20,1,0
org::eclipse::mylyn::internal::team::ccvs::CvsContextChangeSet,0,154,3,2.91138
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DitaTopicDocumentBuilder,1,452,1,0
org::eclipse::mylyn::internal::context::ui::ColorMap,0,56,7,8.86173
org::eclipse::mylyn::internal::monitor::usage::wizards::GetNewUserIdPage,0,419,5,5.87331
org::eclipse::mylyn::internal::trac::core::client::TracRemoteException,0,3,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskAttachmentInDefaultEditorHandler,0,36,6,4.10346
org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerTimeTrackingEditorPart,1,179,1,0
org::eclipse::mylyn::internal::sandbox::ui::actions::FindReferencesInContextAction,0,38,2,1.84703
org::eclipse::mylyn::wikitext::core::util::anttask::Messages,0,9,1,0
org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider,0,18,11,11.1611
org::eclipse::mylyn::wikitext::core::parser::markup::PatternBasedElement,0,7,4,1.49003
org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction,1,20,1,0
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPlanningEditorPart,0,120,8,4.0537
org::eclipse::mylyn::internal::context::ui::actions::Messages,0,3,2,0
org::eclipse::mylyn::internal::tasks::ui::actions::RestoreTaskListAction,0,27,14,11.6751
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNotesPart,2,83,1,0
org::eclipse::mylyn::internal::jira::core::InvalidJiraQueryException,0,3,2,1.84703
org::eclipse::mylyn::internal::java::ui::search::JavaActiveSearchResultUpdater,0,114,4,5.83251
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy,0,51,3,1.49003
org::eclipse::mylyn::internal::context::core::AggregateInteractionEvent,0,12,1,0
org::eclipse::mylyn::internal::team::ui::LinkedTaskInfo,0,24,9,8.19288
org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskDataHandler,2,350,66,25.2804
org::eclipse::mylyn::internal::wikitext::textile::core::block::ParagraphBlock,0,74,3,1.49003
org::eclipse::mylyn::internal::tasks::ui::commands::Messages,0,3,1,0
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier,0,23,4,1.49003
org::eclipse::mylyn::internal::tasks::core::externalization::DelegatingTaskExternalizer,1,569,27,5.63443
org::eclipse::mylyn::wikitext::core::parser::QuoteAttributes,0,6,3,1.49003
org::eclipse::mylyn::tasklist::tests::Job,0,46,1,0
org::eclipse::mylyn::internal::bugzilla::ui::actions::DeleteFavoriteAction,0,27,1,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::FontState,0,118,2,2.38141
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFieldValue,0,65,7,5.94514
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnector,2,73,52,24.9674
org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskListFactory,0,43,3,1.84703
org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery,0,44,4,2.02245
org::eclipse::mylyn::wikitext::core::util::FormattingXMLStreamWriter,0,101,4,1.49003
org::eclipse::mylyn::internal::jira::ui::JiraIssueContentOutlinePage,0,81,2,0
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier,0,23,5,1.49003
org::eclipse::mylyn::zest::core::viewers::internal::ZoomManager,0,206,0,1.45219
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchOperation,0,295,19,10.5619
org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditor,0,64,12,10.6456
org::eclipse::mylyn::internal::jira::core::model::filter::VersionFilter,0,40,5,6.61894
org::eclipse::mylyn::internal::trac::core::model::TracAttachment,0,36,3,4.58293
org::eclipse::mylyn::internal::wikitext::ui::WikiTextUiPlugin,1,213,6,0.891381
org::eclipse::mylyn::wikitext::core::parser::markup::DefaultIdGenerationStrategy,0,7,2,0
org::eclipse::mylyn::internal::bugzilla::core::XmlCleaner,0,34,13,13.0751
org::eclipse::mylyn::internal::provisional::tasks::ui::wizards::Messages,0,3,1,0
org::eclipse::mylyn::internal::tasks::ui::TaskWorkingSetFilter,0,79,19,17.7124
org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin,0,19,4,4.67939
org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource,0,16,4,4.78404
org::eclipse::mylyn::context::ui::ContextUi,0,27,7,6.32077
org::eclipse::mylyn::internal::trac::ui::editor::Messages,0,3,1,0
org::eclipse::mylyn::tasks::ui::wizards::AbstractTaskRepositoryPage,1,224,6,0
org::eclipse::mylyn::internal::context::ui::preferences::Messages,0,3,1,0
org::eclipse::mylyn::internal::resources::ui::ResourceStructureBridge,0,147,17,13.2977
org::eclipse::mylyn::internal::xplanner::core::service::ServiceManager,1,31,1,0
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetAdapterFactory,0,29,8,7.41746
org::eclipse::mylyn::internal::trac::core::TracAttachmentHandler,0,70,27,20.1248
org::eclipse::mylyn::wikitext::core::util::LocatorImpl,0,26,3,1.49003
org::eclipse::mylyn::internal::tasks::ui::AbstractTaskListFilter,0,40,20,13.4472
org::eclipse::mylyn::tasks::ui::AbstractTaskRepositoryLinkProvider,0,24,9,11.9205
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::MonospacePhraseModifier,0,9,1,0
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::Messages,0,9,1,0
org::eclipse::mylyn::internal::bugzilla::ui::editor::Messages,0,3,3,0
org::eclipse::mylyn::internal::bugzilla::ui::actions::AbstractFavoritesAction,0,13,1,0
org::eclipse::mylyn::internal::pde::ui::FocusedApiToolsJavadocCompletionProposalComputer,0,10,1,0
org::eclipse::mylyn::internal::jira::core::service::JiraClient,0,197,31,17.2558
org::eclipse::mylyn::internal::jira::core::model::filter::ContentFilter,0,27,5,5.98972
org::eclipse::mylyn::internal::tasks::ui::actions::DeleteAction,0,132,30,15.1266
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemotePermissionException,0,40,7,5.94514
org::eclipse::mylyn::tasks::ui::TasksUiImages,0,47,10,5.59876
org::eclipse::mylyn::wikitext::core::parser::outline::OutlineItem,1,209,10,1.49003
org::eclipse::mylyn::internal::tasks::bugs::actions::NewTaskFromErrorAction,0,78,10,6.35082
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::FastMarkupPartitioner,2,61,6,2.38141
org::eclipse::mylyn::commons::net::WebRequest,0,0,2,1.84703
org::eclipse::mylyn::internal::jira::ui::editor::TimeSpanAttributeEditor,0,33,3,1.84703
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::Messages,1,9,1,0
org::eclipse::mylyn::zest::layouts::algorithms::DirectedGraphLayoutAlgorithm,0,54,3,0.903836
org::eclipse::mylyn::wikitext::core::parser::builder::DocBookDocumentBuilder,1,412,5,1.49003
org::eclipse::mylyn::wikitext::core::validation::Messages,0,9,1,0
org::eclipse::mylyn::internal::commons::ui::WorkbenchUtil,0,18,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::TasksUiFactory,0,9,2,0
org::eclipse::mylyn::bugzilla::deprecated::DummySearchHitProvider,0,8,3,1.84703
org::eclipse::mylyn::internal::context::core::LegacyActivityAdaptor,0,37,10,10.1236
org::eclipse::mylyn::internal::sandbox::dev::views::RepositorySpyView,1,134,8,5.36881
org::eclipse::mylyn::wikitext::ui::commands::Messages,1,9,1,0
org::eclipse::mylyn::internal::sandbox::ui::highlighters::EditHighlightersAction,0,15,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::views::TaskListCellModifier,0,90,26,17.8867
org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleRelationship,0,99,2,5.68119
org::eclipse::mylyn::internal::jira::ui::JiraUiPlugin,0,24,13,10.777
org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskListElementPropertiesHandler,0,5,6,4.88878
org::eclipse::mylyn::team::ui::AbstractTaskReference,0,0,2,1.84703
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaUiPlugin,0,127,44,33.003
org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaWizardPage,0,555,10,4.24764
org::eclipse::mylyn::internal::web::tasks::WebRepositorySettingsPage,0,265,12,10.9344
org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::AutoLinkSwitchPhraseModifier,0,9,3,0
org::eclipse::mylyn::monitor::internal::CardinalStatistic,0,27,1,0
org::eclipse::mylyn::internal::pde::ui::PdeStructureBridge,0,258,17,12.5682
org::eclipse::mylyn::internal::tasks::ui::wizards::Messages,1,3,7,0
org::eclipse::mylyn::internal::tasks::ui::actions::NewLocalTaskAction,0,54,16,11.0787
org::eclipse::mylyn::internal::wikitext::ui::editor::Messages,1,19,2,1.49003
org::eclipse::mylyn::internal::trac::ui::editor::TracCcAttributeEditor,0,49,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::TaskLabelDecorator,1,67,23,13.2734
org::eclipse::mylyn::tasks::core::data::AbstractTaskAttachmentHandler,0,0,4,4.81344
org::eclipse::mylyn::internal::bugzilla::core::SaxBugzillaQueryContentHandler,0,55,27,19.3588
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermission,0,59,7,5.94514
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityWrappingReplacementToken,0,18,5,3.33706
org::eclipse::mylyn::internal::commons::net::PollingInputStream,0,105,1,0
org::eclipse::mylyn::internal::web::tasks::WebImages,0,34,2,1.84703
org::eclipse::mylyn::internal::tasks::ui::views::TaskListView,4,1115,197,36.1661
org::eclipse::mylyn::internal::wikitext::core::validation::StandaloneMarkupValidator,0,91,4,0.891381
org::eclipse::mylyn::internal::tasks::core::RepositoryExternalizationParticipant,0,47,8,4.92306
org::eclipse::mylyn::internal::monitor::reports::collectors::FocusedUiUsageDetector,0,16,2,3.7967
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::EditorPreferencePage,2,73,9,2.38141
org::eclipse::mylyn::internal::wikitext::ui::validation::Messages,1,9,1,0
org::eclipse::mylyn::internal::tasks::ui::deprecated::RepositoryTaskEditorInput,0,64,4,4.81344
org::eclipse::mylyn::internal::bugzilla::ui::actions::ViewOfflineReportAction,0,40,2,1.05195
org::eclipse::mylyn::internal::wikitext::twiki::core::token::IconReplacementToken,0,9,3,0
org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskAttachmentJob,1,46,8,4.92306
org::eclipse::mylyn::internal::jira::core::model::filter::UserFilter,0,0,5,5.90237
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::ChangesetLinkReplacementToken,0,9,1,0
org::eclipse::mylyn::internal::tasks::ui::editors::CategoryEditorInput,0,35,17,13.7711
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaImages,0,35,12,12.0486
org::eclipse::mylyn::zest::tests::swt::GraphSnippet7,0,36,1,0
org::eclipse::mylyn::internal::commons::net::Messages,0,0,4,1.84703
org::eclipse::mylyn::internal::bugzilla::core::history::TaskRevision,0,63,7,6.77619
org::eclipse::mylyn::internal::tasks::ui::ScheduledPresentation,0,6,4,3.13741
org::eclipse::mylyn::internal::wikitext::ui::util::css::IdSelector,0,9,1,0
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearch,0,87,4,3.13741
org::eclipse::mylyn::internal::provisional::tasks::bugs::AbstractTaskContributor,0,5,4,3.37801
org::eclipse::mylyn::internal::wikitext::confluence::core::token::AnchorReplacementToken,0,9,3,1.49003
org::eclipse::mylyn::internal::trac::core::util::TracHttpClientTransportFactory,0,19,22,18.8264
org::eclipse::mylyn::zest::layouts::constraints::BasicEntityConstraint,0,11,1,1.45219
org::eclipse::mylyn::internal::wikitext::tasks::ui::preferences::MarkupViewerPreferencePage,1,134,4,0
org::eclipse::mylyn::internal::wikitext::ui::validation::ValidationProjectBuilder,1,117,3,0
org::eclipse::mylyn::internal::xplanner::ui::wizard::AbstractXPlannerQueryWizardPage,0,23,1,0
org::eclipse::mylyn::internal::jira::core::service::JiraInsufficientPermissionException,0,3,6,5.9125
org::eclipse::mylyn::monitor::tests::MockSelectionMonitor,0,3,6,8.09183
org::eclipse::mylyn::zest::tests::swt::HelloWorld,0,20,1,0
org::eclipse::mylyn::internal::wikitext::confluence::core::block::CodeBlock,0,36,4,1.49003
org::eclipse::mylyn::wikitext::ui::annotation::IdAnnotation,0,6,4,1.49003
org::eclipse::mylyn::internal::tasks::core::Messages,0,3,1,0
org::eclipse::mylyn::internal::context::ui::commands::RetrieveContextAttachmentHandler,0,3,5,4.15475
org::eclipse::mylyn::internal::bugzilla::core::BugzillaCustomField,0,39,5,3.39209
org::eclipse::mylyn::internal::team::ui::ContextChangeSet,1,154,22,15.2075
org::eclipse::mylyn::internal::resources::ui::ResourcesUiBridgePlugin,0,108,7,6.32077
org::eclipse::mylyn::internal::sandbox::dev::actions::ShowPropertiesAction,1,18,2,1.84703
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaStructureBridge,0,66,19,17.9521
org::eclipse::mylyn::internal::jira::core::service::JiraException,0,3,4,5.9125
org::eclipse::mylyn::internal::jira::core::service::JiraRemoteMessageException,0,34,6,7.90933
org::eclipse::mylyn::internal::java::ui::search::JavaReferencesProvider,0,23,4,4.46389
org::eclipse::mylyn::internal::monitor::usage::wizards::UsageUploadWizardPage,0,75,9,10.0645
org::eclipse::mylyn::internal::wikitext::ui::editor::operations::Messages,1,9,1,0
org::eclipse::mylyn::internal::xplanner::core::service::exceptions::InsufficientPermissionException,0,3,1,0
org::eclipse::mylyn::internal::tasks::core::AbstractTaskCategory,0,3,4,4.17741
org::eclipse::mylyn::internal::tasks::ui::commands::MarkTaskHandler,0,0,9,4.13774
org::eclipse::mylyn::wikitext::ui::viewer::MarkupViewer,1,50,6,2.38141
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorExtensionSettingsContribution,1,67,4,0
org::eclipse::mylyn::internal::xplanner::core::service::CachedXPlannerClient,0,303,1,0
org::eclipse::mylyn::internal::tasks::bugs::actions::ReportBugAction,1,13,7,4.83045
org::eclipse::mylyn::tasks::core::data::TaskDataModelEvent,0,14,4,4.74807
org::eclipse::mylyn::internal::bugzilla::core::BugzillaClientFactory,0,12,15,16.0226
org::eclipse::mylyn::internal::tasks::ui::actions::ExportAction,0,37,1,0
org::eclipse::mylyn::zest::core::viewers::ZoomContributionViewItem,0,104,3,5.49089
org::eclipse::mylyn::internal::wikitext::ui::WikiTextNature,1,89,1,0
org::eclipse::mylyn::internal::jira::core::model::filter::SpecificUserFilter,0,9,4,4.58293
org::eclipse::mylyn::zest::layouts::constraints::EntityPriorityConstraint,0,3,1,1.45219
org::eclipse::mylyn::internal::pde::ui::junit::Messages,0,3,2,0
org::eclipse::mylyn::internal::jira::core::JiraIssueCollector,0,22,3,1.84703
org::eclipse::mylyn::wikitext::ui::commands::ConvertMarkupToHtml,1,71,5,1.49003
org::eclipse::mylyn::internal::sandbox::ui::planner::CompletedTaskCollector,0,21,4,3.40067
org::eclipse::mylyn::internal::tasks::ui::ActivityExternalizationParticipant,0,55,10,5.59876
org::eclipse::mylyn::internal::xplanner::core::service::soap::SoapXPlannerServiceFactory,0,4,1,0
org::eclipse::mylyn::context::ui::InterestSorter,0,18,9,10.3181
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaReferencesProvider,0,110,19,16.6286
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityWizardPage,0,263,9,4.88878
