"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","bug","loc","bf","hcm"
"267",0,0,0,0,0,2.484906649788,0,0,0,0,0,3.97029191355212,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.07944154167984,0,1.09861228866811,2.99573227355399,1.09861228866811,0,0,0,0,0,1.79175946922805,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.38629436111989,1,0
"268",0,0,0,6.43615036836943,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,2.30258509299405,2.99573227355399,0,0,0,2.99573227355399,1.38629436111989,0,0,0,4.24849524204936,0,0,0,0,0,4.63472898822964,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,4.58496747867057,6.49375383985169,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.38629436111989,5.61312810638807,5.90808293816893,0,5.3890717298165,0,6.59304453414244,0,5.15905529921453,0.693147180559945,3.97029191355212,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,1,6.3456363608286,27,5.63443
"269",0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,4.93447393313069,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,2,4.30406509320417,52,24.9674
"270",0,0,0,0,0,4.18965474202643,0,0,0,0.693147180559945,3.71357206670431,0.693147180559945,0,0,0,0,5.01727983681492,0,0,0,3.46573590279973,0,5.8111409929767,0,0,0,0,0,0,0,0,0.693147180559945,5.89440283426485,0,0,0,1.09861228866811,0,0,0,5.81413053182507,0,0,4.51085950651685,0,4.27666611901606,5.77765232322266,0,0,0,0,0,2.83321334405622,0,2.70805020110221,0,1.79175946922805,0,0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,4.72738781871234,0,0,0,1.09861228866811,0,0,1.38629436111989,2.484906649788,1.38629436111989,0,0,0,0,0,4.17438726989564,12,10.6456
"271",0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.07944154167984,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0.693147180559945,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,2.30258509299405,2.30258509299405,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,3.61091791264422,3,4.58293
"272",1.94591014905531,0,0,1.38629436111989,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,4.66343909411207,0,0,0,0,2.70805020110221,0,0,4.31748811353631,0,0,0,3.55534806148941,13,13.0751
"273",0,0,1.79175946922805,1.09861228866811,0,0,3.09104245335832,0.693147180559945,0,0,0,3.52636052461616,0,0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,2.77258872223978,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.6094379124341,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,1,0
"274",0,0,0,0,0,0,0,0,0,0,0,0,4.38202663467388,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.09861228866811,0,0,0,0.693147180559945,0,0.693147180559945,0,3.80666248977032,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.04452243772342,0,2.77258872223978,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,4.82028156560504,0,4.38202663467388,19,17.7124
"275",0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0.693147180559945,0,0,0,2.63905732961526,0,0,0,2.77258872223978,0,0,0,0,1.09861228866811,0,0,3.13549421592915,3.46573590279973,0,0,0,0,0,0,0.693147180559945,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.99573227355399,4,4.67939
"276",0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.56494935746154,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.49650756146648,0,0,0,0,1.38629436111989,0,4.48863636973214,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,2.83321334405622,4,4.78404
"277",0,0,0,0,0,2.83321334405622,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.11087386417331,0,0,0,0,0,0,0,0,0,0,4.00733318523247,0,0,3.87120101090789,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,3.3322045101752,7,6.32077
"278",0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.63905732961526,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"279",2.83321334405622,0,2.07944154167984,0,0,0,0,0,0,0,1.09861228866811,0,3.8286413964891,0,0.693147180559945,1.94591014905531,4.92725368515721,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,1.38629436111989,0,0,0,3.3322045101752,0,0,5.48479693349065,0.693147180559945,4.33073334028633,4.29045944114839,0,0,0,1.94591014905531,0.693147180559945,0,2.484906649788,1.6094379124341,0,0,0,0,0,0,0,1.09861228866811,5.01727983681492,1.79175946922805,0,0,1.94591014905531,0,4.87519732320115,0,2.30258509299405,4.31748811353631,0,0,0,5.51745289646471,3.25809653802148,0,0,0,0,0,1.6094379124341,0,1,5.41610040220442,6,0
"280",0,0,2.77258872223978,0,0,0,0,0,0,3.3322045101752,0,3.66356164612965,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,2.484906649788,1.38629436111989,2.56494935746154,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,1,0
"281",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,4.66343909411207,0,0,0,0,3.73766961828337,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.2188758248682,0,0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,0,0,5.69035945432406,0,4.99721227376411,17,13.2977
"282",0,0,0,0.693147180559945,2.19722457733622,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,4.18965474202643,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,3.66356164612965,0,3.40119738166216,8,7.41746
"283",0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,4.26267987704132,0,0.693147180559945,0,0,0,0,3.78418963391826,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25227342804663,0,4.34380542185368,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,4.26267987704132,27,20.1248
"284",1.09861228866811,0,0,0,0.693147180559945,0,0,3.52636052461616,0,0,0,0,2.30258509299405,0.693147180559945,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,0.693147180559945,0.693147180559945,0,3.61091791264422,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0.693147180559945,0,0,0,2.07944154167984,0,3.71357206670431,20,13.4472
"285",0.693147180559945,0,0,0,0,0,1.38629436111989,0,1.6094379124341,0,0,0,0,0,0,0,0,0,1.94591014905531,3.46573590279973,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,2.56494935746154,0,0,0,3.17805383034795,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,2.70805020110221,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,1.6094379124341,0,0,0.693147180559945,0,2.56494935746154,0,3.2188758248682,9,11.9205
"286",0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,3.8286413964891,0,0,0,0.693147180559945,0,0,0,0,3.52636052461616,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,3,0
"287",0,0,0,0,0,0,0,3.04452243772342,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,4.69134788222914,0,0,0.693147180559945,0,1.09861228866811,0.693147180559945,0,0,1.79175946922805,0,0,0,0,2.30258509299405,1.09861228866811,0,0,0,0,0,0,0,0,0,2.39789527279837,1,0
"288",0,0,5.40267738187228,0,0,0,0,0,0,0,0.693147180559945,0,5.52545293913178,0,0,0,0,0,3.98898404656427,0,1.38629436111989,0.693147180559945,0,0,3.87120101090789,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,1.09861228866811,0,0,3.68887945411394,0,0.693147180559945,1.6094379124341,3.40119738166216,0,0,0,2.83321334405622,2.63905732961526,0,2.19722457733622,0,0,0,0,0,4.24849524204936,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89034912822175,30,15.1266
"289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,4.51085950651685,0,0,6.66695679242921,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,1.79175946922805,2.63905732961526,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.25809653802148,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87120101090789,10,5.59876
"290",1.38629436111989,0,0,0,0,0,0,3.29583686600433,0.693147180559945,0,0,1.6094379124341,0,4.65396035015752,0,0,0,2.63905732961526,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,3.76120011569356,0,1.6094379124341,1.6094379124341,1.09861228866811,0,0,2.39789527279837,0,1.6094379124341,0,0,0,4.97673374242057,0,0,3.04452243772342,2.19722457733622,0,0,0,1.6094379124341,0,0,0,0,0,4.36944785246702,10,6.35082
"291",0,0,0,0,0.693147180559945,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.84703
"292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64439089914137,0,0,0,0,0,0,0,0,0,0,2.94443897916644,2,1.84703
"293",0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.46573590279973,0,0,0,0,1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0,3.29583686600433,0,2.39789527279837,1.09861228866811,0,0,0,0,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,2,0
"294",0,4.70048036579242,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,2.484906649788,0,0,0,0,0,1.09861228866811,0,0,3.2188758248682,4.0943445622221,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,10,10.1236
"295",5.90808293816893,0.693147180559945,3.78418963391826,0,0,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,3.71357206670431,2.07944154167984,3.73766961828337,2.94443897916644,0,0,5.84932477994686,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.66356164612965,0,0,3.49650756146648,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,2.39789527279837,0,1.09861228866811,0.693147180559945,5.06259503302697,0,0,0,4.27666611901606,0,2.56494935746154,0,0.693147180559945,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,1,4.90527477843843,8,5.36881
"296",0,0,4.07753744390572,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.70805020110221,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,2.77258872223978,2,1.84703
"297",0.693147180559945,0,4.34380542185368,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,4.39444915467244,0,0,0,0,0,0,0,2.89037175789616,0,2.56494935746154,3.2188758248682,3.04452243772342,0,0,0,0,0,0,0.693147180559945,0,2.99573227355399,0,0,0,0,0,0,0,2.484906649788,1.6094379124341,0,0,0,0,2.484906649788,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0.693147180559945,0,2.19722457733622,0,3.87120101090789,0,1.09861228866811,0,0,0,1.94591014905531,0.693147180559945,0,0,4.04305126783455,0,0,0,0,0,0,0,0,0,4.51085950651685,26,17.8867
"298",0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,2.484906649788,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,6,4.88878
"299",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,2.30258509299405,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.84703
"300",0,0,0,1.09861228866811,1.79175946922805,0,2.484906649788,3.09104245335832,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,5.91350300563827,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0,3.93182563272433,0,0,0,0,0,0,0.693147180559945,2.99573227355399,0,0,0,0,2.77258872223978,0,0,0,3.04452243772342,0,0,0,0,0,3.17805383034795,0,0,0,3.66356164612965,0,0,0,0,3.09104245335832,0.693147180559945,3.85014760171006,0,0,0,0,3.58351893845611,4.11087386417331,0,0,1.38629436111989,0,3.25809653802148,0,3.04452243772342,0,0,1.79175946922805,0,0,0,0,4.85203026391962,44,33.003
"301",0,0,0,0,0,0.693147180559945,0.693147180559945,0,5.34710753071747,0,0,0,0,0,0,0,0,0,0,0,4.46590811865458,0,0,1.6094379124341,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.89182029811063,0,0,0,0,0,0,0,4.55387689160054,5.12989871492307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,5.34710753071747,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,3.13549421592915,3.17805383034795,0,0,0.693147180559945,0,0,0,6.94505106372583,0,0.693147180559945,0,0,5.5834963087817,12,10.9344
"302",3.91202300542815,0,0,0,6.39692965521615,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221,2.484906649788,3.17805383034795,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11589212548303,0,2.07944154167984,0,2.30258509299405,0,0.693147180559945,0,0,0,0,0,0,0,0,0,5.55682806169954,17,12.5682
"303",0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,4.06044301054642,0,1.38629436111989,0,0,0,6.42486902390539,1.09861228866811,0,0,2.89037175789616,0,0.693147180559945,0,0,0,4.40671924726425,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.38629436111989,7,0
"304",0,0.693147180559945,1.94591014905531,0,0,2.56494935746154,0,2.07944154167984,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0.693147180559945,0,0,1.94591014905531,2.30258509299405,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,0,4.63472898822964,4.04305126783455,0,0,0,0.693147180559945,0,1.38629436111989,3.2188758248682,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0.693147180559945,0,2.94443897916644,0,0,0,0,1.09861228866811,0,1.38629436111989,0,0,0,0,0,0,2.07944154167984,2.07944154167984,0,0,0,0,3.91202300542815,2,1.84703
"305",0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.63472898822964,0,0,0,3.55534806148941,0,0,0,2.77258872223978,0,0,0,0,0,0,0,2.77258872223978,0,0,3.95124371858143,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,4.81218435537242,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,1,4.21950770517611,23,13.2734
"306",1.38629436111989,0,0,0,0,0,1.94591014905531,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,2.30258509299405,0.693147180559945,0,0,0,4,4.81344
"307",0,0,0,4.43081679884331,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.25809653802148,1.6094379124341,1.38629436111989,0,3.2188758248682,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0.693147180559945,0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,3.73766961828337,0,0.693147180559945,0,0,0,1.94591014905531,0.693147180559945,0,0,0,0,0,0,0,0,0,2.30258509299405,0,1.94591014905531,0.693147180559945,0,0,4.02535169073515,27,19.3588
"308",0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,5.68697535633982,0,1.09861228866811,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.74939298590825,0,0,0,4.66343909411207,1,0
"309",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.00733318523247,0,0,0,0,0,0,0,0,0,0,4.74493212836325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.55534806148941,2,1.84703
"310",0,0,0.693147180559945,3.71357206670431,0,4.4188406077966,0,2.56494935746154,0,2.30258509299405,4.75359019110636,0,5.42934562895444,0,4.74493212836325,0,4.07753744390572,0,0,0,2.83321334405622,0,0,6.99576615630485,7.00940893270864,0,0,2.07944154167984,0,5.33271879326537,5.33753807970132,0,1.09861228866811,4.79579054559674,0,0,4.94875989037817,0,0,0,0,5.33753807970132,7.26262860097424,0,0,4.91265488573605,0,0.693147180559945,2.07944154167984,4.07753744390572,1.09861228866811,5.01063529409626,1.79175946922805,1.94591014905531,2.07944154167984,0,0.693147180559945,0,0,6.82762923450285,3.3322045101752,0,0,2.56494935746154,3.17805383034795,0,5.23110861685459,0,0,0,0,0.693147180559945,0,0,0,4.53259949315326,4.0943445622221,5.67332326717149,0,0,0,0,0,0,3.78418963391826,4,7.01750614294126,197,36.1661
"311",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97673374242057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15888308335967,0,0,0,0,0,0,0,2.19722457733622,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,3.87120101090789,8,4.92306
"312",0,3.58351893845611,2.94443897916644,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,2.83321334405622,2,3.7967
"313",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,5.38449506278909,0,0,0,0,0.693147180559945,0,2.63905732961526,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.60517018598809,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,3.76120011569356,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1,3.85014760171006,8,4.92306
"314",1.09861228866811,0,0,0,0,0.693147180559945,0,3.13549421592915,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.83321334405622,2.99573227355399,0,0,0,0,3.13549421592915,2.39789527279837,0,0,0,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,17,13.7711
"315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,4.38202663467388,0,0,0,0,0,0,0,0,0,0.693147180559945,5.48893772615669,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,12,12.0486
"316",0,0,0,0,0,1.09861228866811,0,0,0,0,0,3.43398720448515,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,4,1.84703
