"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","bug","loc","bf","hcm"
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,1,0
"66",0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,2.56494935746154,3.40119738166216,0,0,0,0,0,0,0,0,0,0,3.78418963391826,1.38629436111989,0,0,0,0,0,0,0,1.94591014905531,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,3.95124371858143,0,2.77258872223978,0,3.46573590279973,5.53338948872752,4.44265125649032,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,3,5.04985600724954,6,3.66794
"67",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,1,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,4.72738781871234,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1,3.61091791264422,2,4.23984
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,2.70805020110221,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,6.55961523749324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.79175946922805,0,0,5.03695260241363,1,0
"72",0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,3.46573590279973,0.693147180559945,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,3.63758615972639,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91202300542815,1,1.5526
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,1.09861228866811,4.21950770517611,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,6.19847871649231,1,4.70953020131233,2,2.66716
"75",0,0,0,0,0,0,0,0,3.63758615972639,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02388052084628,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,3.78418963391826,0,0,0,0,0,0,3.68887945411394,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,4.04305126783455,1,1.80545
"76",2.07944154167984,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0,2.89037175789616,3.76120011569356,0,0,0,0,0,1.09861228866811,0.693147180559945,2.63905732961526,0,0,1.09861228866811,0,1.09861228866811,0,0,4.47733681447821,0,0,0,0,3.61091791264422,0,0,0,0,0,1.6094379124341,0,0,3.97029191355212,0,3.87120101090789,1.6094379124341,1.09861228866811,0,0,0,0,2.70805020110221,0,4.40671924726425,0,0,1.38629436111989,0,3.36729582998647,0,0,0,0,6.42162226780652,0,0,1.6094379124341,0,0,0,0,5.19849703126583,5,8.37205
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,5.50125821054473,0,0,0,0,0,0,0,0,0,0,5.89164421182577,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.46590811865458,2,1.00337
"78",0,2.19722457733622,1.09861228866811,0,0,4.29045944114839,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,2.94443897916644,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,1.38629436111989,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,4.40671924726425,0,0,4.02535169073515,0,0,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,3.91202300542815,2,5.32311
"79",3.17805383034795,0,0,0,0,0,0,1.09861228866811,0,8.46210322509828,0,0,0,0,1.38629436111989,0,0,4.70953020131233,4.24849524204936,1.6094379124341,0,0,0,2.39789527279837,1.6094379124341,3.17805383034795,0,0,0,0,0,7.00760061395185,0,0,7.34407285057307,0,1.6094379124341,0,1.6094379124341,2.484906649788,0,0,2.39789527279837,0,4.71849887129509,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,0,2.56494935746154,0,0,0,3,7.34213173058472,58,36.0219
"80",0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1,0
"81",0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,1,0
"82",0,0,0.693147180559945,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84054652928869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15905529921453,2,3.61726
"83",0,0,0,1.6094379124341,0,1.94591014905531,0,0,0,4.21950770517611,0.693147180559945,0,0,2.70805020110221,0,0,0,0.693147180559945,0,2.56494935746154,1.38629436111989,0,0,0,1.09861228866811,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0.693147180559945,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.36729582998647,3,1.782
"84",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"85",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.29583686600433,0,0,0,0,0,0,0,0,0,1.6094379124341,1,0
"86",0,0,0,0,0,0,0.693147180559945,0,2.484906649788,1.38629436111989,0,0,0,0,8.61974977974133,0,0.693147180559945,0,0,0,0,5.32300997913841,1.79175946922805,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,6.7945865808765,1.6094379124341,2.94443897916644,0,0,0,1.38629436111989,0,0,0,0,0,1.09861228866811,0,1.6094379124341,0.693147180559945,3.61091791264422,0,0,0,13,7.13169851046691,58,33.736
"87",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.43398720448515,0,0,0,0,0,0,6.59030104819669,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.23110861685459,2,7.2789
"88",0,0,0,2.94443897916644,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.85014760171006,0,0,0,2.39789527279837,1.09861228866811,0,0,0,0,0,0,0,0,4.44265125649032,0,1.09861228866811,0,0,3.43398720448515,0,3.36934
"89",0,0,0,0,0,2.484906649788,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,0,0,1.94591014905531,1,2.99799
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1,0
"91",0,0,0.693147180559945,0,0.693147180559945,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.39789527279837,1.09861228866811,1.79175946922805,0,0,0,0,1.38629436111989,0,1.09861228866811,0,0,0,0,2.70805020110221,0,0,0,0,0,1.79175946922805,0,0,1.09861228866811,0,0,1.6094379124341,0,0,2.56494935746154,0,1.09861228866811,0,0,0,0,0,6.52649485957079,0,0,0,0,0,4.98360662170834,1,0
"92",0,0,0,0,0,5.46806014113513,0,4.58496747867057,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.68887945411394,0,0,3.43398720448515,3,5.74218
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.07944154167984,1,0
"94",3.95124371858143,0,0,0,0,0,0,0,0,0,1.09861228866811,3.17805383034795,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,0,5.28826703069454,0,0,0,0,0,0,0,4.12713438504509,2,3.47713
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,0,1.79175946922805,0,3.85014760171006,0,0,0,0,1.38629436111989,0,0,0,1.6094379124341,0,3.8286413964891,0,0,0,0,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0.693147180559945,1.09861228866811,1.79175946922805,0,0,0,0,3.63758615972639,0,6.22455842927536,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,5.15329159449778,2,2.8028
"96",0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,0,2.99573227355399,0,0,0,1.6094379124341,0,0,0,0,3.66356164612965,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.06044301054642,0,0,2.39789527279837,0,3.17805383034795,0,0,0,0,0,0,3.87120101090789,0,0,0.693147180559945,0,0,0,0,3.87120101090789,1,2.23731
"97",0,0,2.39789527279837,0,0,0,0,0,0,5.3890717298165,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,4.51085950651685,0,0,0,0,0,6.64118216974059,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,6.07304453410041,0,0,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4,5.51745289646471,13,19.4467
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,1,0
"99",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82654522355659,0,1.09861228866811,1.09861228866811,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,1.6094379124341,0,0,0,0,0,1.09861228866811,0,1.79175946922805,0,4.79579054559674,0,1,4.34380542185368,2,5.38882
"100",0,0,0,0,0.693147180559945,0,0,0,3.55534806148941,2.99573227355399,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,5.82304589548302,0,0,0,0,0,0,6.44888939414686,4.61512051684126,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,1.38629436111989,0,0,0,6.92461239604856,0,0,0,0,0,1,6.21860011969173,22,18.2652
"101",0,4.58496747867057,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35088571671474,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,4.80402104473326,2,7.71238
"102",0,1.94591014905531,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,4.02535169073515,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,2.80848
"103",0,0,0,0,0,0,0,0,0,4.20469261939097,0,0,0,0,0,0,0,2.77258872223978,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,1.79175946922805,0,0,2.07944154167984,0,4.43081679884331,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0,4.43081679884331,0,0,0,0,3.89182029811063,4,10.8639
"104",0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0.693147180559945,0,3.25809653802148,3.09104245335832,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,3.66356164612965,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.79175946922805,0,0,4.24849524204936,1,2.55158
"105",0,0,0,0.693147180559945,1.09861228866811,3.98898404656427,0,0,0,0,0,4.12713438504509,2.70805020110221,0,0,0,0,0,0,0,0,0.693147180559945,0,5.11198778835654,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,3.17805383034795,0,0,0,0,0,0,0,3.2188758248682,0,0,1,4.40671924726425,1,1.45568
"106",2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,2.39789527279837,0,0,0,0,4.96284463025991,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54329478227,0,1.09861228866811,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,2.07944154167984,2,4.64439089914137,5,11.0202
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"108",0,0,1.94591014905531,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,2.07944154167984,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,1.09861228866811,2.99573227355399,0,0,0,0,0,0,0,1.09861228866811,0,0,0,2.70805020110221,0.693147180559945,0,0,0,2.83321334405622,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1,3.68887945411394,4,9.84115
"109",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.58351893845611,1.94591014905531,0,0,0,0,0,0,0,6.04500531403601,0.693147180559945,1.09861228866811,0,4.65396035015752,1.38629436111989,0,0,0,4.45434729625351,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,2.89037175789616,0,0,0,0,0,0,0,1.94591014905531,1.38629436111989,0,0,0,7.00397413672268,1,5.82008293035236,10,13.8863
"110",0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,3.40119738166216,0,0,0,0,0,4.69134788222914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,7,6.72719
"111",6.65286302935335,0,0,0,0,5.23644196282995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,5.66988092298052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0.693147180559945,0,5.68697535633982,3,2.71633
"112",0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,0,1.09861228866811,0,3.3322045101752,0.693147180559945,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,1,0
"113",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.40119738166216,4.61512051684126,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,1.94591014905531,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,3.58351893845611,0,0,3.43398720448515,0,0,5.97635090929793,0,0,0,0,0,0,0,2,4.969813299576,3,5.55183
"114",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,6.15485809401642,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10031895202006,2,4.89783979995091,3,5.71254
"115",4.11087386417331,0,0,0.693147180559945,0,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36944785246702,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0,4.06044301054642,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1,3.8286413964891,1,3.38341
"116",6.22455842927536,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,5.58724865840025,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,4.53259949315326,3,2.71633
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0.693147180559945,0,4.43081679884331,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,2.56494935746154,2,2.23731
"118",0,0,0,0,0,0,0,0,0,0,0,0,0,4.70048036579242,0,0,0.693147180559945,0.693147180559945,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,4.62497281328427,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,2.70805020110221,0,0,0,5.20948615284142,0,1.6094379124341,0,0,0,0,0,0,0,0,4.69134788222914,12,12.6435
"119",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,3.95124371858143,0,0,4.00733318523247,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,1.09861228866811,1.79175946922805,0,3.73766961828337,2.07944154167984,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0.693147180559945,5.12396397940326,0,0,0,0,2.484906649788,4.24849524204936,0.693147180559945,0,0,0,0,0.693147180559945,0,0,2.39789527279837,5.33753807970132,0,0,2,4.02535169073515,5,9.83384
"120",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"121",0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,0
"122",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,3.97029191355212,0,0,0,1.09861228866811,0,0,0,0,0,0,0,2.77258872223978,1,1.11258
"123",0.693147180559945,0,0,1.09861228866811,0,0,0.693147180559945,1.09861228866811,0,4.31748811353631,0,2.63905732961526,0,0,1.09861228866811,0,0,0,0,0,0,3.09104245335832,1.09861228866811,0,0.693147180559945,1.79175946922805,0,1.94591014905531,0,1.79175946922805,0,0,0,0,0,0,3.25809653802148,0,0,0,0,1.09861228866811,0,6.13122648948314,0,0.693147180559945,0,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0.693147180559945,1,4.87519732320115,3,1.53632
"124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"125",0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,3.3322045101752,0,0,0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1,2.70805020110221,1,3.66738
"126",0,0,0,0,1.6094379124341,1.6094379124341,1.09861228866811,1.38629436111989,0,0,0,5.44241771052179,4.12713438504509,0,0,0,0,0,0,0.693147180559945,0,2.70805020110221,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,1.09861228866811,0.693147180559945,3.43398720448515,4.90527477843843,3.78418963391826,3.98898404656427,0,0,0,0,3.25809653802148,0,0,0,5.8111409929767,0,0,4.70048036579242,0.693147180559945,0,0.693147180559945,0,0,0,1,5.28320372873799,5,7.90097
"127",0,0,0,0,0,0,0,0,3.66356164612965,0.693147180559945,0,0,4.07753744390572,0,0,0,0,0,0,0,0,0,0,4.04305126783455,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.25809653802148,0,0,0,3.66356164612965,0,0,7.32712329225929,0,0,0,0,0,0,1.09861228866811,2.07944154167984,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.50125821054473,20,15.1537
