"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","bug","loc","bf","hcm"
"120",0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"121",0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"122",0,0,0,0,0,4.11087386417331,0,0,0.693147180559945,2.70805020110221,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,2.484906649788,0.693147180559945,0,1.09861228866811,0,0,0,2.77258872223978,1,1.11258
"123",0,4.21950770517611,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,1.6094379124341,0,0,0,4.66343909411207,0,0,0,0,4.20469261939097,5.6937321388027,0,2.94443897916644,3.25809653802148,3.85014760171006,0,0,0,3.8286413964891,1,4.87519732320115,3,1.53632
"124",0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"125",0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,2.484906649788,0,0,2.19722457733622,0,0,0,0,0,1.09861228866811,0,0,2.07944154167984,0,0,2.94443897916644,0,1,2.70805020110221,1,3.66738
"126",0,0,4.65396035015752,0,0,3.49650756146648,0,5.5683445037611,0,0,0,0,4.52178857704904,0,0.693147180559945,0,4.56434819146784,0.693147180559945,0,0,4.0943445622221,1.6094379124341,0,0,4.04305126783455,5.71042701737487,3.46573590279973,3.40119738166216,0.693147180559945,3.46573590279973,1,5.28320372873799,5,7.90097
"127",0,0,0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,0,4.53259949315326,0,0,0,0,7.34277918933185,0,3.55534806148941,3.68887945411394,0,1.6094379124341,0,0,2,5.50125821054473,20,15.1537
"128",0.693147180559945,0,0,0,1.09861228866811,0.693147180559945,0,0,3.43398720448515,0,0,0,0,0,1.38629436111989,7.2841348061952,0,0,0,2.83321334405622,0.693147180559945,3.93182563272433,0,0,2.30258509299405,0,0,0,0,0,1,5.91350300563827,1,0
"129",0,0,0,0,0,0,0,0,7.14598446771439,0,0,0,1.09861228866811,0,4.48863636973214,5.63121178182137,0,0,0,0,0,5.88332238848828,0,0,0,2.07944154167984,0,0,1.09861228866811,0,1,5.99146454710798,1,0
"130",0,0,0,0,0,0.693147180559945,0,2.94443897916644,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,5.29330482472449,5.14166355650266,1.6094379124341,0,0,0,4.23410650459726,0,4.55387689160054,1,1.27192
"131",0,0,0,0,3.78418963391826,0,0,1.79175946922805,0,0,2.94443897916644,0,0,0,0,0,0,6.13772705408623,0,0,0,0,3.97029191355212,5.37063802812766,0,0,0,0,0,0,0,5.08140436498446,6,3.20728
"132",0,2.70805020110221,0,0,0,2.70805020110221,0,0,0.693147180559945,0,0,0,0,0,0,3.36729582998647,0,0,0,0,1.6094379124341,0,0,0,0,3.91202300542815,0,0,0,2.70805020110221,0,2.99573227355399,2,0.816746
"133",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,2.56494935746154,3.2188758248682,0,0,3.2188758248682,2.07944154167984,0,0,0,0,0,0,0,3.36729582998647,2,2.99956
"134",0,0,0,0.693147180559945,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,1.6094379124341,1,0
"135",0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"136",0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0
"137",0,0,3.55534806148941,0,1.09861228866811,1.38629436111989,2.83321334405622,3.8286413964891,0,1.6094379124341,0,0,0,2.83321334405622,4.89783979995091,0,3.25809653802148,3.76120011569356,0,0,4.53259949315326,5.25227342804663,5.38449506278909,0.693147180559945,3.89182029811063,0,2.94443897916644,3.78418963391826,0,0,1,5.29330482472449,7,7.74631
"138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0.693147180559945,0,3.04452243772342,0,4.64439089914137,0,0,0,1.09861228866811,0,0,3.3322045101752,0,0
"139",0.693147180559945,0,0,0,0,1.38629436111989,1.38629436111989,2.94443897916644,0,0,4.20469261939097,0,0,0,0,0,0,3.36729582998647,0,0,1.6094379124341,0,3.68887945411394,3.43398720448515,1.38629436111989,0,0,0,0,0,0,3.49650756146648,2,1.23279
"140",0,0,0,0,0.693147180559945,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,6.45204895443723,1.6094379124341,0,0.693147180559945,2.99573227355399,0,2.07944154167984,0,4.68213122712422,9,12.8303
"141",0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"142",0.693147180559945,0,2.77258872223978,2.89037175789616,0,1.38629436111989,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,4.67282883446191,0,0,3.95124371858143,6.59850902861452,1.79175946922805,0,3.98898404656427,0,0,2,5.35185813347607,5,11.2716
"143",0,0,4.9416424226093,0,0,4.56434819146784,0,1.94591014905531,0.693147180559945,0,6.16541785423142,0,0,0,0,0,0,0,0,0,6.63463335786169,0,0,0,0,2.77258872223978,0,5.28826703069454,3.80666248977032,4.53259949315326,7,6.12468339089421,29,25.1033
"144",0,0,0,0.693147180559945,2.63905732961526,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,5.53338948872752,0,0,0,5.3890717298165,3.43398720448515,0,0.693147180559945,0,0,0,0,2,4.94875989037817,5,5.09245
"145",0,0,0,0,0,0,0,3.49650756146648,0,0,0,2.39789527279837,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.63905732961526,0,4.15888308335967,0,1,3.43398720448515,1,0
"146",0,0,0,1.09861228866811,4.24849524204936,0.693147180559945,8.69483715865908,6.51471269087253,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0,0,5,7.26892012819372,13,20.7622
"147",0,0,0,0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1,0
"148",1.38629436111989,0,0,1.94591014905531,2.39789527279837,0,6.40357419793482,5.0998664278242,6.23832462503951,3.80666248977032,2.07944154167984,0,0,0,2.89037175789616,0,0,0,3.85014760171006,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,5.66988092298052,4,11.5097
"149",0,0,2.19722457733622,0,0,0,0.693147180559945,0,2.89037175789616,2.07944154167984,0,0,0,0,0,0.693147180559945,2.99573227355399,1.09861228866811,0,0,2.83321334405622,0,3.71357206670431,0,3.36729582998647,5.88610403145016,0,0,0,0,2,4.93447393313069,3,3.74492
"150",0.693147180559945,0,1.79175946922805,0,0,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,6.24610676548156,0,0,0,0,0,4.58496747867057,1,2.23731
"151",2.19722457733622,0.693147180559945,0,0,4.53259949315326,0,0,1.09861228866811,0,6.76849321164863,0,0,0,3.61091791264422,4.24849524204936,1.38629436111989,5.11198778835654,0,0,3.17805383034795,0,0,0,0,0,0,5.54517744447956,0,6.86380339145295,0,2,6.3919171133926,20,21.5348
"152",0,3.68887945411394,0,0,0,0,0.693147180559945,0.693147180559945,5.18178355029209,0,0,0,0,0,0,5.33271879326537,0,0,0,0,3.2188758248682,5.62762111369064,3.09104245335832,0,0.693147180559945,0,0,1.79175946922805,0,0,0,4.8283137373023,3,1.38948
"153",6.22059017009974,0.693147180559945,0,0,0,2.56494935746154,0,4.11087386417331,0,0,0.693147180559945,4.71849887129509,3.73766961828337,0,0.693147180559945,0,1.6094379124341,0,1.94591014905531,0,0,4.43081679884331,0,0,1.09861228866811,0,0,0,0,0,0,5.20948615284142,9,12.3019
"154",0,2.63905732961526,0,0,0,0,0,3.61091791264422,2.30258509299405,1.09861228866811,0,0,0,0,0,3.78418963391826,0,2.94443897916644,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2,0.894814
"155",0,0.693147180559945,0,0,0,0,0,0,0,2.484906649788,0,0,2.94443897916644,0,5.8406416573734,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.77912349311153,2,4.48863636973214,2,7.82058
"156",0,0,0,0,0,4.38202663467388,0,0,0.693147180559945,0,0.693147180559945,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,2.77258872223978,1,0
"157",3.91202300542815,0,0,2.77258872223978,2.07944154167984,0,0,6.17378610390194,0,4.35670882668959,0,0,4.71849887129509,0,5.94803498918065,0,0,5.14166355650266,1.09861228866811,0,0,1.6094379124341,0,0,3.36729582998647,0,0,3.2188758248682,1.09861228866811,0,0,5.37063802812766,5,9.49506
"158",0,0,3.25809653802148,0,0,0,0,2.99573227355399,0,0,6.71780469502369,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,6,9.9193
"159",0,0,6.52649485957079,0,2.94443897916644,0,0,2.30258509299405,0,0,4.98360662170834,0,0,5.8636311755981,0,0.693147180559945,0.693147180559945,0,0,1.09861228866811,6.64898455002478,0,0,0,0,2.56494935746154,3.78418963391826,3.04452243772342,5.82894561761021,1.09861228866811,7,6.2841341610708,40,27.5814
"160",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,3.98898404656427,0,0,0.693147180559945,0,0,2.07944154167984,2,2.7276
"161",2.484906649788,0,0,0,0,0,0,0,6.54678541076052,2.07944154167984,4.11087386417331,2.83321334405622,0,0,0,0,0,0,3.04452243772342,0,0,0,4.02535169073515,0,0,4.18965474202643,0,0,0,3.61091791264422,1,5.44673737166631,6,10.7773
"162",0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,1,0
"165",3.73766961828337,0,0,2.07944154167984,0,2.94443897916644,0,0,0,1.09861228866811,0,1.79175946922805,3.97029191355212,6.90073066404517,3.29583686600433,0,0,0,0,0,5.54517744447956,0,1.09861228866811,0,1.6094379124341,5.11198778835654,0,7.76131918094799,0,2.30258509299405,4,6.76041469108343,45,27.0966
"166",0,0,0.693147180559945,0,0,0,0,3.52636052461616,0,0,0,0.693147180559945,0,3.98898404656427,0,0,0,0,0,0,2.77258872223978,0,0,0,0.693147180559945,0,4.14313472639153,4.11087386417331,2.19722457733622,1.09861228866811,1,4.12713438504509,4,8.59336
"167",0,0,0,0,0.693147180559945,0,0,0,1.94591014905531,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,6.64378973314767,0,0,0,0,0,0.693147180559945,0,4.70953020131233,4,6.60072
"168",1.09861228866811,0,0,0,0,1.79175946922805,0,2.89037175789616,0,0,0,4.51085950651685,4.53259949315326,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,1.09861228866811,0,0,1.6094379124341,1.38629436111989,2,2.70805020110221,3,8.29275
"169",0,0,2.83321334405622,0,0,0,0,1.6094379124341,0.693147180559945,0,4.02535169073515,0,1.09861228866811,0,1.94591014905531,1.09861228866811,7.34858753092759,0,0,1.09861228866811,0.693147180559945,2.07944154167984,0,1.38629436111989,0,4.20469261939097,0,6.43454651878745,0,3.13549421592915,1,5.97635090929793,9,10.4053
"170",0,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,0.693147180559945,0,0,0,0,0,4.12713438504509,0,0,0,0,4.80402104473326,0,5.59842195899838,0,0,1,4.72738781871234,3,6.22347
"171",0,0,0,0,0,2.30258509299405,0,0,0,5.3890717298165,4.23410650459726,0,0,0,0,0,0,3.76120011569356,3.46573590279973,0,0,0,4.94875989037817,0,2.07944154167984,4.58496747867057,0,0,0,4.11087386417331,2,5.13579843705026,3,7.01743
"172",6.1779441140506,0,0,3.58351893845611,0,1.09861228866811,0,0.693147180559945,0,5.42934562895444,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,4.07753744390572,4.39444915467244,0,4.70048036579242,0,0,0.693147180559945,5.06890420222023,1,5.30330490805908,6,15.226
"173",0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,3.71357206670431,4.07753744390572,0,0,0,0,1.38629436111989,0,2.63905732961526,0,3.36934
"174",0,0,1.09861228866811,0,0,1.94591014905531,0,0.693147180559945,0.693147180559945,1.94591014905531,0,0,0,0,0,0,4.63472898822964,0,0,0,2.99573227355399,0,0,0,1.09861228866811,0,0,0,0,0,0,3.17805383034795,2,4.04276
"175",5.08140436498446,0,5.11198778835654,4.74493212836325,0,5.85220247977447,0.693147180559945,3.80666248977032,4.85203026391962,0,7.1800698743028,1.38629436111989,0,0,4.96284463025991,0,0,0,0,3.66356164612965,7.58781721999343,0,0,0,2.484906649788,5.01063529409626,0,1.09861228866811,4.94875989037817,2.83321334405622,10,6.5694814204143,28,30.3698
"176",0,0,0,3.17805383034795,0,0,0,0,0,6.09356977004514,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00733318523247,3,5.63536
"177",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1,0
"178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"179",0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"180",0,0,3.13549421592915,0,0,0,0,0,0.693147180559945,3.87120101090789,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,5.89989735358249,0,0,0,0,0,4.49980967033027,1,2.23731
"181",0,0,0,0,0,4.18965474202643,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.30258509299405,1,0
"182",5.73979291217923,0,0,2.89037175789616,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,1.09861228866811,0,0,0,0,0,1.6094379124341,0,0,0,0,4.15888308335967,3,8.89851
"183",0,0,0,0,0.693147180559945,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"184",0,0,0,0,0,4.66343909411207,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0.693147180559945,0,0,0,0,0,2.89037175789616,0,0,0,0,3.29583686600433,1,0
"185",0,0,0,0,2.19722457733622,0,0,0.693147180559945,0.693147180559945,0,0,0,2.07944154167984,0,0,2.484906649788,0,0,0,1.38629436111989,1.6094379124341,0,0,0,1.94591014905531,0,0,0,0.693147180559945,1.09861228866811,0,0,1,0
"186",0,0,6.90073066404517,0,5.95064255258773,3.98898404656427,5.4510384535657,5.47227067367148,0,1.6094379124341,1.09861228866811,0.693147180559945,0,0,4.54329478227,0,0,7.07496319796604,3.61091791264422,4.77068462446567,5.82894561761021,0,7.8087293067444,5.43372200355424,5.8348107370626,1.38629436111989,0,2.94443897916644,0,5.43372200355424,4,7.10496544826984,78,38.2812
"187",0,0,0,1.09861228866811,0,0,0,2.19722457733622,0.693147180559945,0,0,0,3.09104245335832,2.30258509299405,0,0,6.05208916892442,1.79175946922805,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1,4.40671924726425,1,6.91692
"188",0,0,0,0,0,0,0,0,0,0,0,0,0,6.93147180559945,0,0,0,0,0,0,2.94443897916644,0.693147180559945,0,0,0,0,5.70711026474888,0,0,0,0,4.87519732320115,9,16.5442
"189",0,1.94591014905531,0,0,1.38629436111989,3.76120011569356,1.09861228866811,4.29045944114839,0,0,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0,1.94591014905531,1.38629436111989,4.8283137373023,0,1.09861228866811,0,0,1,4.23410650459726,1,2.23731
"190",0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"191",0,0,0,0,0,0.693147180559945,0,0,5.25749537202778,4.51085950651685,0,0,0,1.09861228866811,0,0,0,0,0,0,3.25809653802148,0,3.13549421592915,0,0,0,0,0,0,2.07944154167984,1,3.8286413964891,4,7.8367
"192",0,0,0,0,0,0.693147180559945,0,0,0,0,2.83321334405622,1.09861228866811,4.83628190695148,0,0,0,0,0,0,3.68887945411394,3.43398720448515,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,2,2.63905732961526,3,7.23232
"193",3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.99573227355399,0,4.47733681447821,0,0.693147180559945,1,3.89182029811063,1,1.28035
"194",0,0,0,0,0,1.94591014905531,0,0,0,3.09104245335832,0,0,0,0,6.3456363608286,0.693147180559945,0,2.484906649788,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,1,4.64439089914137,5,8.96461
"195",6.87419849545329,0,4.49980967033027,3.3322045101752,0,0,0,0,0,0,5.54517744447956,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,4.47733681447821,3.95124371858143,0.693147180559945,0,1.38629436111989,4.81218435537242,0,0.693147180559945,0,1.09861228866811,0,5.76519110278484,14,12.9001
"196",0.693147180559945,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,1,4.6384
"197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"198",0,0,0,0,0,0,0,0,0,0,0,0,7.24565506759454,1.09861228866811,4.64439089914137,0,0,0,0,0,0,0,0,1.09861228866811,1.38629436111989,0,1.6094379124341,0,0,0,0,3.87120101090789,3,5.37258
"199",0,0,0,0.693147180559945,0,1.6094379124341,0,0,0,3.76120011569356,0,0,0,0,6.92362862813843,0,0,0,2.39789527279837,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,5.65599181081985,2,4.04276
"200",0,0.693147180559945,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"201",0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,0.693147180559945,1.79175946922805,0,0,2.83321334405622,0,2.39789527279837,4.56434819146784,0,1,3.52636052461616,3,4.60695
"202",0,5.36129216570943,0,0,1.6094379124341,2.07944154167984,0,0,0,0,0,0.693147180559945,0,0,0,6.22851100359118,0,0.693147180559945,0,0,3.95124371858143,0,3.85014760171006,0,4.85981240436167,5.88887795833288,0,0,0,5.06259503302697,2,5.31811999384422,4,2.6703
"203",0,0,0,0,0,3.13549421592915,0,4.51085950651685,0.693147180559945,5.37989735354046,0,4.71849887129509,0,4.89034912822175,5.78382518232974,0,4.76217393479776,7.45645455517621,0,0,3.66356164612965,0,5.79605775076537,2.89037175789616,5.3890717298165,0,4.35670882668959,2.30258509299405,0,2.39789527279837,0,6.4150969591716,11,11.7006
"204",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.99573227355399,0,0,0,0,0,0,1.94591014905531,0,0,4.51085950651685,1.6094379124341,1.38629436111989,0,1,3.52636052461616,3,5.41761
"205",0,0,0,7.05703698169789,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,3.61091791264422,4.67282883446191,0,0,0,0,0,1.6094379124341,0,0,0,1,4.51085950651685,4,9.006
"206",0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,5.4553211153577,0,0,0,0,0,4.72738781871234,0,0,0,0,0,0,0,0,1,2.39789527279837,1,0
"207",0,0.693147180559945,1.6094379124341,0,0,0,0,3.2188758248682,0,0,0,0,0,3.52636052461616,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.60517018598809,0,0,1,3.66356164612965,3,4.27148
"208",0.693147180559945,0,3.78418963391826,2.63905732961526,0.693147180559945,4.14313472639153,0,0,0,0,6.96034772910131,4.46590811865458,0,0,0,0,0,0,3.95124371858143,5.04985600724954,6.07304453410041,0,3.3322045101752,0,0,0,0,0,3.17805383034795,7.82404601085629,4,6.48463523563525,11,15.07
"209",0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"210",0,0,0,0,0,0.693147180559945,0,0,0,3.13549421592915,5.37527840768417,0,0.693147180559945,0,3.3322045101752,0,0,3.04452243772342,0,0,0,0,4.87519732320115,0.693147180559945,4.67282883446191,0,0,0,0,0,0,4.69134788222914,2,2.90044
"211",2.30258509299405,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,2.07944154167984,0,0,0.693147180559945,0,0,0,0,2.19722457733622,0,0.693147180559945,0,0,0,0,0,0,0,5.79909265446053,0,0,1.6094379124341,0,4.58496747867057,5,5.80382
"212",0,0,1.79175946922805,0,0,0.693147180559945,1.38629436111989,0,0.693147180559945,0,0,0,0,2.30258509299405,5.24174701505964,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,1,3.80666248977032,0,0
"213",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77912349311153,1.6094379124341,0,0,0,0,0,0,1.94591014905531,0,3.36934
"214",0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,2.63905732961526,4.46590811865458,0,0,1,3.36729582998647,3,6.16292
"215",2.30258509299405,0,2.07944154167984,3.71357206670431,0,0,0.693147180559945,2.39789527279837,0,0.693147180559945,1.09861228866811,4.30406509320417,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,1.38629436111989,2,1.6094379124341,4,5.15419
"216",0,0,0,0.693147180559945,5.19849703126583,0,0,0,2.63905732961526,3.55534806148941,0,0,0,0.693147180559945,3.46573590279973,0,0,2.484906649788,0,0.693147180559945,4.71849887129509,0,0,2.07944154167984,2.484906649788,0.693147180559945,0,5.41164605185504,0,0,2,4.90527477843843,7,6.72772
"217",0,0.693147180559945,1.09861228866811,0,3.46573590279973,0,2.70805020110221,0,0,0,5.18178355029209,0,0,0,0,0,0,5.36129216570943,0,0,0,0.693147180559945,4.36944785246702,0,3.68887945411394,5.12396397940326,2.94443897916644,0,1.6094379124341,5.00394630594546,3,4.8283137373023,5,6.31789
"218",0,0,3.97029191355212,4.06044301054642,1.79175946922805,0,0,5.14749447681345,0,0,2.63905732961526,3.13549421592915,0,5.00394630594546,0,0,0,5.87211778947542,0,0,3.85014760171006,0,3.98898404656427,4.84418708645859,2.484906649788,0,0,2.63905732961526,0.693147180559945,0,2,1.94591014905531,18,16.069
"219",3.80666248977032,2.30258509299405,0,0,0,0,0.693147180559945,1.79175946922805,0,0,0,5.12989871492307,0,0,0,0,0,0,0,2.99573227355399,3.09104245335832,0,3.36729582998647,0,0,0,0,0,0,0,1,4.0943445622221,3,6.88373
"220",0.693147180559945,0,0,0,5.19849703126583,3.8286413964891,0,0,1.94591014905531,0,0,0,0,0,0,5.29330482472449,3.98898404656427,3.80666248977032,0,0,0,4.36944785246702,4.11087386417331,0,3.46573590279973,2.484906649788,0,0,0,1.6094379124341,0,4.35670882668959,6,4.27896
"221",0,2.63905732961526,0.693147180559945,0,0,0,0,0,0,4.27666611901606,0,0.693147180559945,0,0,0.693147180559945,4.96284463025991,0,0,0,0,0,6.23441072571837,0,0,0,4.72738781871234,0,0,0,0,1,5.34710753071747,1,0
"222",0.693147180559945,0,3.63758615972639,5.17614973257383,0,0,5.85793315448346,0,4.35670882668959,5.73334127689775,0,1.09861228866811,0,0.693147180559945,0,0,0,4.23410650459726,4.97673374242057,0,0,0,0.693147180559945,0,2.77258872223978,0,0,0,0,4.4188406077966,3,5.34233425196481,16,17.6953
"223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13122648948314,0.693147180559945,0,0,0,0,4.30406509320417,0,4.38202663467388,4,6.60072
"224",0,0,0,0,0,0,0.693147180559945,4.8283137373023,0,0,0,0,0,0,0.693147180559945,0,2.83321334405622,0,0,0,0,0,0,0,0,0,4.06044301054642,0,3.71357206670431,0,1,3.97029191355212,6,6.22082
"225",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"226",2.30258509299405,3.17805383034795,2.56494935746154,7.32974968904151,0,0,0,2.77258872223978,0.693147180559945,0,1.09861228866811,5.76519110278484,0,0,0,0,0,0,0,5.43372200355424,5.44241771052179,4.21950770517611,0,0,0.693147180559945,0,0,0,0,3.36729582998647,4,5.50938833662798,7,13.805
"227",0,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0.693147180559945,0,0,0,4.04305126783455,0,0,0,0,0,0,0,0,0,3.8286413964891,1,0
"228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,1.94591014905531,0,0,3.04452243772342,0,2.83321334405622,0,0,0,0,0,0,1.38629436111989,1,1.69869
"229",0,0,3.8286413964891,0,0,2.484906649788,0,2.07944154167984,0,0,0,0,2.99573227355399,0,4.29045944114839,0,5.58724865840025,2.89037175789616,0,0,0.693147180559945,0,2.07944154167984,2.39789527279837,3.17805383034795,6.7696419768525,0,1.09861228866811,0,0,3,5.51745289646471,7,8.65833
"230",0,0,0,0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"231",3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,1.6094379124341,0,0,0,1.94591014905531,0,0,0,0,0,0,1.38629436111989,0,6.55322
"232",0,0,0,0,0,0,0,0,0,2.30258509299405,0,2.19722457733622,5.93489419561959,0,0,0,0,4.64439089914137,2.94443897916644,0,0,0,5.28826703069454,0,2.30258509299405,0,0,0.693147180559945,1.09861228866811,0,0,4.95582705760126,1,2.75305
