"","V1","V2","V3","V4","V5","V6","bug","loc","bf","hcm"
"285",0,0,0,0,4.17438726989564,0,0,2.484906649788,1,1.27192
"286",0,0,0,2.83321334405622,3.25809653802148,1.94591014905531,1,2.56494935746154,1,0
"287",5.12989871492307,2.63905732961526,0,1.6094379124341,1.38629436111989,0,0,4.56434819146784,1,1.80545
"288",5.86078622346587,2.77258872223978,0,0.693147180559945,6.63987583382654,2.94443897916644,2,3.68887945411394,5,9.77668
"289",0,1.6094379124341,0,0,3.87120101090789,0,0,1.94591014905531,1,0
"290",0,1.6094379124341,0,2.19722457733622,4.35670882668959,4.02535169073515,0,0,2,6.45874
"291",0,2.77258872223978,0,0,4.45434729625351,2.77258872223978,0,3.09104245335832,1,0
"292",0.693147180559945,0,0,0,1.6094379124341,3.25809653802148,0,1.6094379124341,1,0
"293",0,0,0,0,0,1.79175946922805,0,0,1,0
"294",0,0,0,0,4.06044301054642,4.0943445622221,0,2.484906649788,2,6.22636
"295",0.693147180559945,0,0,5.57972982598622,3.73766961828337,5.23110861685459,0,4.68213122712422,6,6.36008
"296",2.94443897916644,1.09861228866811,1.38629436111989,0,4.61512051684126,0,0,2.39789527279837,3,2.28372
"297",8.03495502450216,4.24849524204936,6.83195356556585,4.57471097850338,0,0,5,6.91174730025167,5,13.1284
"298",0,0,4.45434729625351,5.62762111369064,0.693147180559945,0,1,4.51085950651685,4,8.36608
"299",0,0,1.79175946922805,0,0,0,0,0,1,0
"300",3.78418963391826,0,0,0,5.4380793089232,0.693147180559945,1,3.04452243772342,1,0
"301",0,0.693147180559945,0,5.47646355193151,3.73766961828337,4.92725368515721,0,4.06044301054642,1,0
"302",0,3.66356164612965,7.27309259599952,7.33432935030054,0,0,2,6.24804287450843,21,19.6679
"303",2.83321334405622,0,0,0,2.56494935746154,5.16478597392351,0,4.17438726989564,1,1.80545
"304",0,0,1.79175946922805,0,0,0,0,0,1,0
"305",0,0,4.54329478227,2.19722457733622,0,0,1,3.25809653802148,1,5.0342
"306",2.77258872223978,0,6.31716468674728,1.09861228866811,4.23410650459726,3.68887945411394,0,4.76217393479776,6,9.696
"307",0,0,0,0,3.40119738166216,3.13549421592915,0,2.30258509299405,1,1.80545
"308",0,0,0,0,3.95124371858143,0,0,1.94591014905531,1,0
"309",7.30114780585603,0,0.693147180559945,1.94591014905531,1.38629436111989,0.693147180559945,0,5.57215403217776,1,0
"310",0,5.13579843705026,1.38629436111989,4.21950770517611,4.94875989037817,4.02535169073515,0,0,2,4.65956
"311",0,0,0.693147180559945,5.14166355650266,0,5.73979291217923,1,4.36944785246702,3,5.27095
"312",0,0,0,3.91202300542815,2.30258509299405,4.89034912822175,1,3.63758615972639,2,4.04276
"313",4.969813299576,6.64898455002478,1.6094379124341,4.90527477843843,4.11087386417331,4.00733318523247,1,5.30330490805908,4,13.0076
"314",6.35610766069589,0,4.77068462446567,0,0,3.46573590279973,1,4.76217393479776,4,7.69165
"315",2.19722457733622,0,0,3.04452243772342,2.484906649788,4.72738781871234,0,3.29583686600433,2,4.04276
"316",0,0,0,0.693147180559945,3.97029191355212,0,0,1.94591014905531,1,0
"317",8.04398443122155,0,2.99573227355399,1.38629436111989,1.94591014905531,0,1,5.65599181081985,8,11.9562
"318",2.99573227355399,2.89037175789616,5.87211778947542,3.76120011569356,0,0.693147180559945,1,4.71849887129509,3,9.88616
"319",0,0,7.69028602067677,2.70805020110221,0,0,1,6.24222326545517,18,26.2611
"320",1.38629436111989,0,0,0,0,0,0,0,1,0
"321",1.38629436111989,0,0,0,0,0,0,0,1,0
"322",0.693147180559945,2.70805020110221,0,6.0330862217988,5.27299955856375,6.93634273583405,4,5.80814248998044,10,14.9649
