"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","bug"
"142",0,0,0,0,0,0.693147180559945,0,3.91202300542815,0,0,4.60517018598809,0,0,0,3.49650756146648,0,0,0,4.82028156560504,0,3.29583686600433,5.99396142730657,0,5.57594910314632,0,0,2.83321334405622,0,0,2
"143",0,1.38629436111989,0,0,0,0,4.69134788222914,0,0,0,7.03262426102801,0,0,0,1.09861228866811,0,0,0,0,4.53259949315326,5.18738580584075,0,3.25809653802148,0,0,4.9416424226093,4.98360662170834,0,0,7
"144",0,0,0,2.30258509299405,5.17614973257383,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,1.09861228866811,0,0,0,2.83321334405622,3.3322045101752,1.38629436111989,0,0,3.3322045101752,5.50938833662798,2
"145",0,3.46573590279973,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,3.85014760171006,0,1
"146",1.38629436111989,0.693147180559945,1.09861228866811,2.89037175789616,0,0,5.79605775076537,5.02388052084628,8.68152048483791,0,3.49650756146648,0,4.30406509320417,1.38629436111989,0,0,0,2.39789527279837,0,0,2.07944154167984,0,0,0,0,5.42053499927229,0,0,1.94591014905531,5
"147",0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0
"148",3.61091791264422,0,0,5.36597601502185,0,0,0,5.54126354515843,6.64639051484773,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,0,4.55387689160054,0,0,0,0,0,0,0
"149",3.93182563272433,0,0,0,3.63758615972639,0,0,0,0,0,2.89037175789616,0,0,0,0,3.87120101090789,0,0,0,0,0,4.90527477843843,3.58351893845611,0,5.17048399503815,0,0,0,1.38629436111989,2
"150",0,0,0,2.99573227355399,0,0,0,0,0,0,2.484906649788,0,0,0,3.17805383034795,3.85014760171006,0,0,0,0,2.07944154167984,0,0,3.17805383034795,5.92958914338989,0,0,0,3.98898404656427,0
"151",3.17805383034795,0,4.88280192258637,6.61873898351722,0.693147180559945,0,3.25809653802148,1.79175946922805,0,1.79175946922805,0,0,0,0,0,0,6.82437367004309,0,0,0,2.77258872223978,0,0,0,0,0,3.25809653802148,6.33859407820318,2.89037175789616,2
"152",0,4.43081679884331,0,0,0,3.40119738166216,0,0,0,4.02535169073515,0,0,0,0,0,5.88332238848828,0,0,3.68887945411394,0,0,5.21493575760899,1.79175946922805,0,0,0,0,0,0,0
"153",4.71849887129509,0,0,0,4.00733318523247,0,0,4.51085950651685,0,0,0,3.04452243772342,6.11589212548303,0,3.3322045101752,0,0,0,0,0,3.09104245335832,0,3.71357206670431,0,2.30258509299405,0,0,0,0,0
"154",0,3.36729582998647,0,0,0,0,0,0,0,3.40119738166216,0,0.693147180559945,0,0,0,3.46573590279973,0,3.09104245335832,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0
"155",0,0,0,0,0,5.28826703069454,0,4.31748811353631,0,0.693147180559945,0,0,0,0,0,0,0,0,0,5.37989735354046,0,1.79175946922805,0,0,0,0,0,0,0,2
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,4.27666611901606,0,0,0,0
"157",4.75359019110636,0,0.693147180559945,3.73766961828337,3.8286413964891,1.79175946922805,0,6.46769872610435,0,4.11087386417331,4.18965474202643,3.43398720448515,2.63905732961526,1.94591014905531,3.85014760171006,0,0,4.75359019110636,3.78418963391826,0,3.25809653802148,0,4.48863636973214,0,0,0,0,0,2.30258509299405,0
"158",5.44241771052179,0,0,0,0,0,0,2.99573227355399,4.46590811865458,0,0,0,0,6.19031540585315,0,0.693147180559945,0,0,2.07944154167984,0,0,0,2.77258872223978,0,3.25809653802148,0,0,0,1.09861228866811,0
"159",4.0943445622221,0,4.68213122712422,1.09861228866811,2.07944154167984,0.693147180559945,0,0,0,0,6.22257626807137,0,1.6094379124341,2.39789527279837,5.08759633523238,0,4.83628190695148,2.39789527279837,0,4.14313472639153,4.85981240436167,0,1.79175946922805,0,0,6.78558764500793,1.38629436111989,5.77765232322266,1.38629436111989,7
"160",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.18965474202643,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1.09861228866811,0,0
"161",2.484906649788,0,0,0,0,2.07944154167984,0,0,0,0,4.58496747867057,0,0,1.09861228866811,0,0,0,0,3.98898404656427,0,0,6.2841341610708,0,0,3.13549421592915,0,0,0,5.48063892334199,1
"162",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"165",4.54329478227,0.693147180559945,0,0,0,2.99573227355399,0,0,0,3.13549421592915,5.79301360838414,0,0,0,7.89655270164304,0.693147180559945,2.19722457733622,0,1.94591014905531,3.95124371858143,0,2.70805020110221,2.89037175789616,1.09861228866811,0,5.08759633523238,6.11368217983223,0,4.18965474202643,4
"166",0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0,3.78418963391826,0,0.693147180559945,0,0,0,0,0,0,3.78418963391826,4.34380542185368,0,0,1
"167",0,0,2.19722457733622,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,6.63463335786169,0,0,0,0,0,0
"168",0.693147180559945,1.38629436111989,0,0,0,0,2.94443897916644,3.85014760171006,0,0,0,4.9416424226093,0,0,0,0,0,0,3.95124371858143,1.94591014905531,0,0,0,1.38629436111989,0,0,0,1.38629436111989,0,2
"169",0,0,0,0,0,3.58351893845611,0,0,0,0,4.93447393313069,0,0,0,6.38012253689976,7.24136628332232,0,0,2.484906649788,3.68887945411394,0,0,1.09861228866811,1.09861228866811,2.63905732961526,0,4.70048036579242,0,3.40119738166216,1
"170",0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,5.61677109766657,0,0,0,0,0,0,0,0,2.30258509299405,0,5.14749447681345,3.95124371858143,0,0,1
"171",4.77912349311153,0,0,4.69134788222914,4.24849524204936,1.09861228866811,3.76120011569356,0,0,0,2.56494935746154,0,0,0,0,0,2.56494935746154,0,0,0,0,4.30406509320417,1.6094379124341,2.07944154167984,4.40671924726425,0,1.6094379124341,0,4.94875989037817,2
"172",6.39359075395063,0,0,1.79175946922805,0,0,0,0,0,0,0,3.58351893845611,0,0,4.04305126783455,0,0,0,0,0,1.38629436111989,3.91202300542815,0,4.43081679884331,0,0,0,0,5.80814248998044,1
"173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,3.2188758248682,0,2.94443897916644,0,0,4.27666611901606,0,0,0,0,0,0
"174",0,0,0,0,0,0,0,1.38629436111989,0,0,3.13549421592915,0.693147180559945,0,0,0,4.68213122712422,0.693147180559945,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0
"175",0,0,0,0,0,3.98898404656427,3.25809653802148,4.33073334028633,0,0,8.02158453345511,5.27299955856375,0,0,0,1.79175946922805,0.693147180559945,0,0,5.84932477994686,6.00881318544259,4.62497281328427,5.24174701505964,0,3.78418963391826,0,0,5.37527840768417,3.87120101090789,10
"176",0,0,0,4.97673374242057,0,0,0,2.484906649788,0,0,0,4.12713438504509,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0,0,5.52545293913178,0
"177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"178",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",0,0,0,3.29583686600433,0,0,0,0,0,0,2.63905732961526,0,0,0,3.09104245335832,3.63758615972639,0,0,0,0,0.693147180559945,0,0,3.43398720448515,5.66296048013595,0,0,0.693147180559945,3.63758615972639,0
"181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,4.04305126783455,0,0,0,0
"182",1.6094379124341,0,0,1.94591014905531,0,0,0,0,0,0,0,0,5.73657229747919,0,0,0,2.07944154167984,0,0,0,0,1.09861228866811,0,0,0,1.38629436111989,0,2.39789527279837,0,0
"183",0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,2.89037175789616,0,0,0,0
"184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,4.70048036579242,0,0,0,0
"185",0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,2.07944154167984,1.79175946922805,0,0,0,0,0,2.07944154167984,0,0,2.39789527279837,0,0,0,2.39789527279837,0,1.38629436111989,0,0
"186",5.80814248998044,0,3.55534806148941,0,7.58933582317062,2.07944154167984,4.86753445045558,5.73009978297357,5.52545293913178,1.09861228866811,2.94443897916644,0,2.83321334405622,0,3.95124371858143,0,4.33073334028633,7.14991683613211,0.693147180559945,4.94875989037817,6.64509096950564,6.48157712927643,5.17048399503815,5.57215403217776,1.6094379124341,5.8171111599632,3.13549421592915,4.79579054559674,0,4
"187",0,0,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,0,6.06842558824411,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1
"188",0,0,6.69826805411541,0,0,1.79175946922805,0,0,0,0,5.91620206260743,0,0,1.38629436111989,4.99043258677874,0,1.38629436111989,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"189",3.87120101090789,1.79175946922805,0,0,3.17805383034795,0,0,2.30258509299405,0,0.693147180559945,0,0,0,0,0,2.07944154167984,0,3.85014760171006,0,3.09104245335832,0,2.56494935746154,0,1.94591014905531,4.87519732320115,0,0,0,0,1
"190",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0
"191",0,0,0,3.71357206670431,0,0,0,0,0,1.6094379124341,2.07944154167984,0,0,0,0,0,0,0,0,0,0,5.54126354515843,0,0,1.38629436111989,0,0,0,3.43398720448515,1
"192",0,1.38629436111989,0,0,0,0,0,0,1.09861228866811,0,2.77258872223978,4.7361984483945,1.09861228866811,0,0,0,0,0,3.95124371858143,1.79175946922805,3.13549421592915,0,0,0,0,0,0,1.09861228866811,0,2
"193",3.73766961828337,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,4.43081679884331,0,0,1
"194",3.91202300542815,0,0,3.66356164612965,0,4.85203026391962,0,4.35670882668959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47227067367148,0,0,0,4.4188406077966,0,0,1
"195",3.93182563272433,0,0,4.34380542185368,2.99573227355399,0,0,0,0,0,5.89715386763674,2.484906649788,6.73696695800186,0,0,0,0,0,0,1.09861228866811,0,0,0,0,5.49306144334055,0,0,1.09861228866811,0,0
"196",0.693147180559945,3.71357206670431,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,1.38629436111989,3.29583686600433,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,0,0,0,0,7.06390396147207,1.09861228866811,4.67282883446191,0,2.89037175789616,0,5.06890420222023,0.693147180559945,0,0,0,0,0,2.30258509299405,0,0,0,2.19722457733622,0,0,0,0,3.85014760171006,0,0
"199",3.49650756146648,0,0,0,0,6.88550967003482,0.693147180559945,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,2.19722457733622,3.85014760171006,0
"200",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,3.68887945411394,0,0,0,0
"201",0,0,2.89037175789616,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.56494935746154,1.6094379124341,0,0,0,0,2.484906649788,4.59511985013459,0,1
"202",4.26267987704132,5.73657229747919,0,0,4.18965474202643,0,4.94875989037817,0,0,0,0,1.09861228866811,0,0.693147180559945,0,6.31896811374643,0,3.63758615972639,0,3.2188758248682,0,4.69134788222914,0,4.20469261939097,4.58496747867057,0,0,0,0,2
"203",0,0,0,4.78749174278205,4.47733681447821,3.76120011569356,3.71357206670431,0,0,0,0,0,0,4.55387689160054,2.83321334405622,0,5.8664680569333,6.31354804627709,6.80793494369993,0,0,5.62040086571715,6.65027904858742,0,4.07753744390572,2.07944154167984,4.69134788222914,0,2.70805020110221,0
"204",0,2.77258872223978,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,3.80666248977032,0,0,0,0,0,0,0,0,3.3322045101752,0,3.61091791264422,0,1
"205",0,0,3.09104245335832,3.25809653802148,0,0,0,0,0,0,0,7.04053639021596,2.94443897916644,0,2.83321334405622,0,0,0,0,0,4.52178857704904,0,0,0,0,0,0,0,0,1
"206",0,4.80402104473326,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4249500174814,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"207",0,2.07944154167984,0,0,0,0,0,0,3.2188758248682,0,1.94591014905531,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,4.47733681447821,0,0,1
"208",0,0,0,0,3.09104245335832,0,7.70436116791031,3.93182563272433,0,0,7.01121398735037,3.40119738166216,0,4.11087386417331,0,0,0,0,0,6.71901315438526,3.93182563272433,0,0,0,3.25809653802148,0,0,1.6094379124341,4.04305126783455,4
"209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,3.61091791264422,0,0,0,0
"210",5.08140436498446,0,0,0,4.71849887129509,0,0,0,0,0,0,1.79175946922805,0,4.99043258677874,0,0,0,0,3.80666248977032,0,0,0,0,2.56494935746154,0,0,0,0,3.8286413964891,0
"211",0,4.86753445045558,5.42053499927229,0,0,0,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0
"212",0,0,3.25809653802148,0,0,4.06044301054642,0.693147180559945,3.2188758248682,0,0,0,0,0,3.46573590279973,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0.693147180559945,1
"213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.8283137373023,0,0,0,0,0,0
"214",1.38629436111989,0,2.56494935746154,0,0,0,0,0,0,0,2.77258872223978,0,0,0,4.18965474202643,0,0,0,0,0,0,0,0,1.94591014905531,1.6094379124341,0,0,0,0,1
"215",2.89037175789616,2.19722457733622,0,0,0,0,2.99573227355399,2.56494935746154,0,0,0,4.47733681447821,1.79175946922805,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,2
"216",0,0,0,3.09104245335832,4.99721227376411,2.07944154167984,0.693147180559945,0,0,0,4.97673374242057,0,0,0.693147180559945,3.78418963391826,0,2.39789527279837,0,0,0,0,0,4.24849524204936,0,0,0,5.20948615284142,0,0,2
"217",5.76519110278484,1.38629436111989,2.89037175789616,0,4.70953020131233,0,4.33073334028633,0,3.13549421592915,0,0,0,0,2.484906649788,0,2.99573227355399,0,0.693147180559945,4.93447393313069,0,0,0,0,3.58351893845611,4.969813299576,0,0,0,0,3
"218",4.60517018598809,0,0,0,3.71357206670431,0,2.63905732961526,0,2.77258872223978,0,0,4.39444915467244,2.07944154167984,0,1.09861228866811,0,3.09104245335832,5.4380793089232,2.30258509299405,0,0,1.09861228866811,5.4510384535657,3.68887945411394,0.693147180559945,5.38449506278909,4.18965474202643,0,0.693147180559945,2
"219",2.94443897916644,2.89037175789616,0,0,3.40119738166216,0,0,0,0,0,2.63905732961526,5.03043792139244,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"220",4.29045944114839,3.43398720448515,0,0,4.00733318523247,0,0,0,0,0,0.693147180559945,0,0,0,0,5.53733426701854,3.87120101090789,2.56494935746154,3.55534806148941,3.95124371858143,0,3.97029191355212,0,0,0,0,4.4188406077966,3.17805383034795,0,0
"221",0,4.34380542185368,0,4.29045944114839,0,5.6021188208797,0,0,0,3.80666248977032,0,0,0,0,0,5.91079664404053,0,0,0,0,2.83321334405622,1.6094379124341,0,0,0,0,0,0,0,1
"222",5.18178355029209,0,0,6.38687931936265,0,0,4.64439089914137,3.8286413964891,5.63121178182137,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,3.98898404656427,0,0,0,0,1.09861228866811,3
"223",0,0,0,0,0,0,4.38202663467388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12029741895095,0,0,0,0,0,0
"224",0,0,4.0943445622221,0,0.693147180559945,0,0,4.24849524204936,0,0,0,0,2.39789527279837,2.77258872223978,0,0,3.61091791264422,0,0,0,0,0,0,0,0,2.56494935746154,0.693147180559945,3.61091791264422,0,1
"225",1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",2.83321334405622,3.04452243772342,0,2.94443897916644,3.25809653802148,2.07944154167984,0,0,0,0,5.45958551414416,7.48941208350872,3.66356164612965,4.11087386417331,0,0,1.6094379124341,0.693147180559945,0,4.15888308335967,5.07517381523383,0,3.25809653802148,0,0,0,0,0,0,4
"227",0,4.40671924726425,0,0,0,3.40119738166216,0,0,0,3.52636052461616,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",2.99573227355399,0,0,1.09861228866811,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,1.09861228866811,1.94591014905531,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0
"229",0,1.79175946922805,0,0,0,0,0,3.46573590279973,0,0,3.52636052461616,0,0,0,4.99043258677874,5.30826769740121,3.55534806148941,0,0,3.68887945411394,4.04305126783455,4.78749174278205,3.89182029811063,1.94591014905531,6.33859407820318,0,0,0,4.21950770517611,3
"230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,3.78418963391826,0,0,0,0
"231",2.07944154167984,0,0,0,0,0,0,0,0,0,2.99573227355399,0.693147180559945,2.99573227355399,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0
"232",0,0,0,0,3.80666248977032,0,0,5.96357934361845,0,0,0,2.89037175789616,0,0,0,1.09861228866811,0,3.40119738166216,4.79579054559674,0,0,4.56434819146784,1.38629436111989,0,0,0,0,1.38629436111989,3.17805383034795,0
"233",3.97029191355212,0,0,2.19722457733622,0,0,0,0.693147180559945,0,0,0,0,0,0,3.04452243772342,3.49650756146648,0,4.60517018598809,0,0,1.09861228866811,3.52636052461616,3.2188758248682,1.94591014905531,0,0,3.2188758248682,0,0,0
"234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
"235",4.21950770517611,2.19722457733622,0,0,4.72738781871234,0,3.61091791264422,0,0,0,5.19849703126583,0,0,0,2.83321334405622,5.78996017089725,0,3.68887945411394,0,4.29045944114839,3.49650756146648,0,0,2.19722457733622,6.69456205852109,1.79175946922805,0,2.19722457733622,0,2
"236",0,0,2.63905732961526,0,2.39789527279837,0,0,0,0,0,0,0,0,2.39789527279837,3.71357206670431,0,5.91889385427315,0,0,0,0,0,0,0,0,0.693147180559945,3.87120101090789,0,0,1
"237",0,2.19722457733622,0.693147180559945,0,0,2.70805020110221,0,0,0,0,0,0,0,0,4.46590811865458,0,0,0,2.94443897916644,0,0,0,0,0,0,0,4.40671924726425,0,0,1
"238",1.94591014905531,5.8171111599632,0,1.94591014905531,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,4.49980967033027,0,1
"239",0,0,0,0,0,0,0,0,0,0,4.79579054559674,5.08759633523238,0,0,0,0,0,0,0,4.60517018598809,4.30406509320417,0,0,0,0,2.484906649788,0,0,0,1
"240",0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,5.00394630594546,0,0,0,0,0
"241",0,5.62401750618734,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,5.05624580534831,0,0,0,0,0,0,0,0,0,0,0,0,2
"242",5.66642668811243,0,2.19722457733622,5.50938833662798,6.24997524225948,1.6094379124341,0,0,0,0,5.61677109766657,0,4.30406509320417,0,3.55534806148941,5.51342874616498,3.87120101090789,4.34380542185368,0,4.07753744390572,5.05624580534831,3.49650756146648,1.79175946922805,0,7.49108759353488,4.38202663467388,0,6.41017488196617,6.7202201551353,3
"243",0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,3.95124371858143,0,0,0,0,0,4.4188406077966,0,3.25809653802148,0,0,0,0,0,0
"244",0,0,0,0,0,0,0,5.27811465923052,0,0,0,5.13579843705026,0,2.94443897916644,0,5.24174701505964,5.28826703069454,0,2.07944154167984,0,0,0,4.20469261939097,0,0,0,0,0,0,1
"245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,4.21950770517611,0,0,0,0
"246",0,0,0,4.66343909411207,0,0,1.38629436111989,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,3.46573590279973,0,0,2.56494935746154,4.48863636973214,1
"247",3.78418963391826,0,0,0,0,3.61091791264422,0,0,0,0,0,2.484906649788,0,0,2.484906649788,4.58496747867057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",0.693147180559945,0,0,2.484906649788,0,3.40119738166216,0,6.30627528694802,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0
"250",0,2.07944154167984,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",0,0,4.31748811353631,0,1.6094379124341,0,0,1.38629436111989,0,0,3.25809653802148,0,2.56494935746154,0,0.693147180559945,0,3.66356164612965,0,0,0,0,0,0,0,0,0,4.90527477843843,4.99043258677874,0,1
"252",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1.94591014905531,0,0,0,0,0,4.80402104473326,0,0,0,0
"254",1.09861228866811,2.70805020110221,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0
"255",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,5.15905529921453,0,0,0,2.83321334405622,0.693147180559945,0
"256",0,0,0,0,0,0,4.81218435537242,0.693147180559945,0,0,0,2.30258509299405,0,4.55387689160054,0,0,0,0,0,4.43081679884331,0,0,0,0,0,0,1.09861228866811,0,0,1
"257",3.61091791264422,0,0,5.64897423816121,2.30258509299405,0,0,5.52146091786225,0,0,0,0,0,0,0,0,0,7.20489251020467,3.13549421592915,2.83321334405622,2.94443897916644,0,2.89037175789616,0,0,0,3.29583686600433,0,5.41610040220442,0
"258",5.47227067367148,0,0,3.36729582998647,0,0,0,0,0,0,1.09861228866811,0,3.78418963391826,0,0,2.30258509299405,4.99043258677874,0,0.693147180559945,0,1.79175946922805,0,0,0,0,0,0,5.82600010738045,5.32300997913841,1
"259",0,0,0,0,4.70048036579242,0,0,0,0,0,0,0,0,0,3.95124371858143,6.87005341179813,0,0,0,5.12396397940326,0,1.38629436111989,4.20469261939097,0,0,0,0,0,1.94591014905531,0
"260",1.38629436111989,6.03787091992214,0,1.79175946922805,0,0,2.19722457733622,2.07944154167984,0,0,0,3.13549421592915,0,0,0,0,0,0,0,3.85014760171006,0.693147180559945,0,0,0,0,0,0,0,3.04452243772342,0
"261",0,2.39789527279837,2.89037175789616,0,0,0,2.94443897916644,0,0,0,3.63758615972639,0,0,0,5.38449506278909,0,3.55534806148941,0,0,1.6094379124341,1.79175946922805,1.38629436111989,0,0,0,3.89182029811063,5.77455154554441,1.94591014905531,0,1
"262",0,0,0,3.95124371858143,0,3.89182029811063,0,4.46590811865458,0,0,0,4.20469261939097,0,4.15888308335967,0,0,0,0,0,0,0,0,7.2086003379602,0,0,0,0,0,0,0
"263",0,0,2.484906649788,0,0,0,1.38629436111989,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,2.70805020110221,0,0,0,5.46806014113513,0,0,1
"264",0,0,0,0,0,3.2188758248682,0,2.30258509299405,0,0,0,0,0,0,1.09861228866811,0,0,0,0,6.14846829591765,0,0,0,0,0,0,0,0,0,1
"265",0,0,0.693147180559945,4.63472898822964,4.36944785246702,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,3.25809653802148,5.52942908751142,2.30258509299405,5.23110861685459,0,4.07753744390572,1.38629436111989,6.36475075685191,0,6.21860011969173,0,5.20948615284142,0,0,3
"266",0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.62497281328427,0,0,0,0,0,0,0,0,0,0,0,5.8805329864007,0,0,0,0,0,1
"267",4.89783979995091,0,0,0,0,0,1.79175946922805,0,3.13549421592915,0,0,0,0,0,0,0,1.79175946922805,0,0,1.79175946922805,3.29583686600433,0,0,0,0,0,0.693147180559945,0,1.79175946922805,1
"268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0.693147180559945,0,0,0,0,3.66356164612965,0,0,0,0
"269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,4.02535169073515,0,0,0,0
"270",0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,0,5.51342874616498,0,0,3.8286413964891,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0
"271",0,0,0,0,4.76217393479776,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,1.09861228866811,4.52178857704904,0,0,0.693147180559945,0,0,2.94443897916644,0,0,0,0,0
"272",0,1.38629436111989,2.94443897916644,0,0,0,1.09861228866811,3.46573590279973,3.85014760171006,0,0,0,0,0,0,0,3.25809653802148,1.6094379124341,0.693147180559945,0,1.6094379124341,0,1.38629436111989,0,3.25809653802148,0,1.09861228866811,0,0,0
"273",1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
