"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","bug"
"252",0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0
"253",0,0,4.56434819146784,0,0,0,0,0,3.71357206670431,0,0.693147180559945,0,0
"254",1.09861228866811,0,0,0,0,2.70805020110221,1.6094379124341,0,4.06044301054642,0,0,0,0
"255",1.09861228866811,0,0,0,3.04452243772342,0,0,0,0,5.15329159449778,0.693147180559945,0,0
"256",3.36729582998647,0,0,0,5.64544689764324,0.693147180559945,0,0,0,0,0,0,1
"257",3.66356164612965,6.55961523749324,5.23110861685459,1.79175946922805,1.38629436111989,0,0,7.06817200038804,0,3.52636052461616,2.56494935746154,4.51085950651685,0
"258",3.95124371858143,5.93753620508243,3.36729582998647,4.72738781871234,3.58351893845611,0,0,0,5.8664680569333,0,0,4.06044301054642,1
"259",6.01859321449623,4.11087386417331,0,0,0,3.58351893845611,0,0,0,0,6.75693238924755,0,0
"260",1.79175946922805,0,0,0,4.31748811353631,0,6.11368217983223,0,0,0,0,0,0
"261",0,0,0,0,1.38629436111989,5.76205138278018,3.49650756146648,0,4.70048036579242,0,5.56068163101553,0,1
"262",7.28550654852279,3.17805383034795,1.6094379124341,0,2.19722457733622,4.83628190695148,2.94443897916644,3.36729582998647,0,0,0,0,0
"263",0,1.09861228866811,0,0,0,4.33073334028633,0,0,3.04452243772342,0,5.21493575760899,0,1
"264",4.59511985013459,2.70805020110221,0,2.70805020110221,5.35185813347607,3.43398720448515,0,0,4.91998092582813,0,0,0,1
"265",5.24174701505964,4.8283137373023,0.693147180559945,3.98898404656427,0.693147180559945,1.09861228866811,6.0137151560428,0.693147180559945,0,5.64897423816121,6.82437367004309,0,3
"266",0,0,0,0,4.80402104473326,0,0,0,0,5.82600010738045,0,0,1
"267",3.40119738166216,3.66356164612965,4.53259949315326,0,0,0,0,0,0,0,3.78418963391826,0,1
"268",0,0,3.87120101090789,0,0,0,0,0,1.38629436111989,0,0,0,0
"269",0,0,3.13549421592915,0,0,0,0,0,0,2.07944154167984,3.68887945411394,0,0
"270",0,3.3322045101752,0,1.38629436111989,0,0,5.73334127689775,0,0,0,0,1.09861228866811,0
"271",0,2.99573227355399,0,1.6094379124341,0,0,0,0,2.19722457733622,5.16478597392351,3.63758615972639,0,0
"272",1.38629436111989,0,3.93182563272433,1.79175946922805,0.693147180559945,0,2.89037175789616,3.25809653802148,3.98898404656427,0,2.39789527279837,0,0
"273",0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"274",0,0,0,0.693147180559945,2.30258509299405,2.89037175789616,0,0,0,0,1.6094379124341,6.47850964220857,0
"275",0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0
"276",0,0,0,0,0,3.36729582998647,0.693147180559945,0,4.38202663467388,0,0,0,0
"277",0,1.09861228866811,0,0,0,3.91202300542815,0.693147180559945,0,0,0,4.06044301054642,0,1
"278",5.56068163101553,3.29583686600433,1.09861228866811,0,0,6.92165818415113,4.48863636973214,0,7.6511201757027,2.484906649788,0,0,8
"279",3.04452243772342,4.18965474202643,0,2.77258872223978,2.94443897916644,2.07944154167984,6.50578406012823,2.94443897916644,0,2.56494935746154,0,0,0
"280",0,0,0.693147180559945,0,5.14166355650266,0,3.85014760171006,4.11087386417331,0,0,0,2.63905732961526,1
"281",0,0,3.68887945411394,0,2.39789527279837,0,0,0,1.09861228866811,0,0,0,0
"282",2.94443897916644,0,3.58351893845611,0,5.72358510195238,0,0,0,5.14749447681345,0,5.66642668811243,1.09861228866811,4
"283",0,3.52636052461616,0,4.02535169073515,0,1.09861228866811,1.79175946922805,0,0,4.21950770517611,4.29045944114839,0,0
"284",0,0,2.19722457733622,0,4.46590811865458,0,0,0,0,6.31716468674728,3.3322045101752,0,1
"285",0,1.09861228866811,0,0,0,0,0,0,0,4.14313472639153,0,0,0
"286",0,0,0,0,0,0,0,0,0,1.94591014905531,3.73766961828337,0,1
"287",0,0,0,0,0,0,0,4.79579054559674,0,0,0,4.23410650459726,0
"288",4.60517018598809,3.78418963391826,4.76217393479776,2.70805020110221,6.37161184723186,3.68887945411394,0,0,5.48479693349065,0,2.63905732961526,0,2
"289",1.09861228866811,0,3.49650756146648,0,2.484906649788,0,0,0,0,0.693147180559945,1.79175946922805,0,0
"290",1.09861228866811,0,0,3.04452243772342,0,0,0.693147180559945,0,0,3.17805383034795,4.59511985013459,0,0
"291",0,3.25809653802148,4.45434729625351,0,1.09861228866811,0,0,0,0.693147180559945,0,1.09861228866811,0,0
"292",0,0,0,0,3.36729582998647,0,0,0,0,1.09861228866811,0,0,0
"293",0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0
"294",0,0,0,0,0,0,0,0,0,3.2188758248682,4.53259949315326,0,0
"295",3.29583686600433,0.693147180559945,0,0,0,0,5.16478597392351,2.07944154167984,0.693147180559945,3.87120101090789,5.46806014113513,0,0
"296",1.09861228866811,0,0,3.68887945411394,3.36729582998647,0,3.17805383034795,3.43398720448515,0.693147180559945,0,0,0,0
"297",7.10085190894405,0.693147180559945,7.27655640271871,0,7.11558212618445,2.99573227355399,0,5.50125821054473,0,0,0,3.29583686600433,5
"298",2.30258509299405,0,1.94591014905531,0,0.693147180559945,4.69134788222914,5.41164605185504,1.6094379124341,2.56494935746154,0,0,0,1
"299",0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"300",0,1.79175946922805,0,2.484906649788,5.02388052084628,0,4.51085950651685,0,2.39789527279837,1.6094379124341,1.09861228866811,0,1
"301",0,3.04452243772342,0,5.44673737166631,0,0,4.77068462446567,3.91202300542815,0,0,0,0,0
"302",6.36647044773144,0,0,0,0,6.53087762772588,6.91968384984741,0,6.59714570188665,0,0,0,2
"303",2.39789527279837,0,0,2.19722457733622,0,1.09861228866811,0,3.17805383034795,0,0,5.07517381523383,0,0
"304",0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"305",0,0,0,0,0,0,1.38629436111989,0,4.59511985013459,0,0,0,1
"306",0,0,1.38629436111989,0,3.87120101090789,2.30258509299405,2.30258509299405,0,0.693147180559945,0,0,6.4118182677099,0
"307",0,0,0,3.61091791264422,1.09861228866811,0,0,0,0,2.56494935746154,0,0.693147180559945,0
"308",0,0,3.61091791264422,0,2.30258509299405,0,0,0,1.94591014905531,0,0,0,0
"309",3.43398720448515,0,0,0,1.09861228866811,1.6094379124341,0,7.28344822875663,0,0.693147180559945,0,0,0
"310",0,2.77258872223978,4.63472898822964,0.693147180559945,0,0.693147180559945,1.38629436111989,0,3.52636052461616,5.42053499927229,4.00733318523247,0,0
"311",1.09861228866811,0,0,0,0.693147180559945,1.79175946922805,0,3.95124371858143,0,0,6.04737217904628,0,1
"312",0,2.56494935746154,0,3.3322045101752,0,0,1.6094379124341,3.13549421592915,0,0,4.4188406077966,3.78418963391826,1
"313",6.06378520868761,2.30258509299405,5.66296048013595,3.09104245335832,3.55534806148941,0,0,3.25809653802148,0,5.79301360838414,3.46573590279973,1.38629436111989,1
"314",4.0943445622221,0,0,0,6.23244801655052,4.0943445622221,0,0,0,1.09861228866811,4.53259949315326,1.38629436111989,1
"315",0,3.91202300542815,0.693147180559945,3.87120101090789,0,1.79175946922805,0.693147180559945,1.79175946922805,0.693147180559945,3.13549421592915,0,3.04452243772342,0
"316",0,0,3.71357206670431,0,0,0,0,0,2.63905732961526,0,0,0,0
"317",4.79579054559674,0,0,7.16472037877186,7.43897159239586,3.36729582998647,1.09861228866811,0,0,0,0,0,1
"318",3.40119738166216,0,1.09861228866811,0,0,5.48893772615669,0,0,4.99043258677874,2.77258872223978,0,0,1
"319",0,0,0,0,0,7.01481435127554,1.79175946922805,2.83321334405622,6.97354301952014,0,0,0,1
"320",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"321",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"322",3.73766961828337,5.8111409929767,0,4.68213122712422,0,0,4.80402104473326,2.70805020110221,0,5.40717177146012,6.70441435496411,0,4
