"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","bug"
"262",0,0.693147180559945,1.94591014905531,5.71702770140622,0.693147180559945,6.56244409369372,0,0,0,0.693147180559945,6.4707995037826,0
"263",0,3.2188758248682,0,0,3.80666248977032,0,1.09861228866811,0,0,5.33753807970132,1.38629436111989,1
"264",1.6094379124341,0,0,4.43081679884331,0,1.09861228866811,0,6.02586597382531,0,0,0,1
"265",0,0.693147180559945,0,0,0,5.00394630594546,5.68357976733868,0,6.26339826259162,6.88346258641309,3.68887945411394,3
"266",1.94591014905531,0,0,4.74493212836325,0,0,5.81413053182507,0,1.79175946922805,0,0,1
"267",4.72738781871234,0,3.73766961828337,0.693147180559945,1.6094379124341,0,0,0,0,3.68887945411394,1.79175946922805,1
"268",0,0,0,0,0,0,0,3.40119738166216,0,3.09104245335832,0,0
"269",0,0,0,0,0,0.693147180559945,0,0,0,4.21950770517611,0,0
"270",0,0.693147180559945,0,2.63905732961526,0,5.76832099579377,1.6094379124341,0,0,0,1.38629436111989,0
"271",0,0,2.19722457733622,0,0,0,3.17805383034795,0,4.84418708645859,4.45434729625351,0,0
"272",0,0,4.26267987704132,0,2.94443897916644,3.25809653802148,2.39789527279837,2.70805020110221,2.89037175789616,2.39789527279837,0,0
"273",0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0
"274",0,1.38629436111989,0,4.70048036579242,6.32256523992728,1.09861228866811,0,2.484906649788,0,0,0,0
"275",0,0,0,0,0,0,0,0,0,1.94591014905531,0,0
"276",0,0,0.693147180559945,0,4.06044301054642,0,0,3.93182563272433,0,0,0,0
"277",0,1.09861228866811,0,0,2.19722457733622,0,1.38629436111989,0,0,4.57471097850338,0,1
"278",0,7.87777633327726,0,0,6.67203294546107,2.99573227355399,3.66356164612965,1.38629436111989,0,0,2.77258872223978,8
"279",2.39789527279837,0,0,1.79175946922805,0,6.56526497003536,4.47733681447821,0,2.19722457733622,0,1.6094379124341,0
"280",0,0,1.6094379124341,4.12713438504509,4.76217393479776,3.63758615972639,0,1.79175946922805,4.18965474202643,0,1.09861228866811,1
"281",0,0,0,0,0,0,0,0,0,3.95124371858143,0,0
"282",4.77912349311153,4.11087386417331,2.70805020110221,2.56494935746154,1.09861228866811,0,0,6.00141487796115,0,5.35185813347607,0,4
"283",0,0,0,0,0,0,4.969813299576,1.38629436111989,1.09861228866811,4.46590811865458,0,0
"284",5.55682806169954,0,1.79175946922805,3.43398720448515,0,0,5.56452040732269,0,4.36944785246702,3.78418963391826,0,1
"285",0,0,0,0,0,2.56494935746154,3.97029191355212,0,0,0,0,0
"286",0,0,0,0,0,0,0.693147180559945,0,0,3.85014760171006,0,1
"287",0,0,1.38629436111989,1.38629436111989,1.94591014905531,0,1.09861228866811,0,0,0,5.16478597392351,0
"288",1.94591014905531,0.693147180559945,2.83321334405622,4.72738781871234,0,0,1.6094379124341,6.88857245956536,0,3.09104245335832,2.19722457733622,2
"289",1.79175946922805,0,0,0,0,0,0,3.04452243772342,0,3.29583686600433,0,0
"290",0,0.693147180559945,2.07944154167984,1.94591014905531,0,0,0,0,3.61091791264422,4.54329478227,0.693147180559945,0
"291",0,0,1.6094379124341,0,0,0,0,3.2188758248682,0,4.36944785246702,2.30258509299405,0
"292",0,0,0,0.693147180559945,0,0,0,0,0,3.40119738166216,0,0
"293",0,0,0,0,0,0,0,0,0,1.79175946922805,0,0
"294",0,0,0,0,0,0,3.36729582998647,0,0,4.48863636973214,0,0
"295",0.693147180559945,0,0,0,0,4.61512051684126,1.09861228866811,0,4.90527477843843,5.54517744447956,0,0
"296",0,0,0,3.76120011569356,0,3.40119738166216,0,3.97029191355212,0,0,0,0
"297",4.54329478227,0,0,4.77068462446567,2.83321334405622,2.39789527279837,0,0,0,0,8.27944348771267,5
"298",0,0,2.07944154167984,0,0,5.66296048013595,3.76120011569356,3.04452243772342,1.6094379124341,0,1.38629436111989,1
"299",0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,0,0
"300",4.21950770517611,0,0,3.09104245335832,0,4.4188406077966,0,4.62497281328427,0.693147180559945,0.693147180559945,0,1
"301",0,0,1.09861228866811,3.04452243772342,0,5.01727983681492,5.47227067367148,2.19722457733622,0,0,0,0
"302",0,5.26269018890489,0,0,7.3356339819272,7.0604763659998,3.52636052461616,0,1.6094379124341,0,4.43081679884331,2
"303",1.94591014905531,1.79175946922805,0,0,0,1.79175946922805,0,0,2.07944154167984,5.19295685089021,0,0
"304",0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,0,0
"305",1.94591014905531,0,0,0,4.38202663467388,0,0,1.6094379124341,2.56494935746154,0,0,1
"306",2.94443897916644,1.38629436111989,0,4.33073334028633,6.24804287450843,0,0,0,0,4.18965474202643,0,0
"307",2.89037175789616,0,0,0,0,0,3.55534806148941,0,0,0,0,0
"308",0,0,0,0,0,0,0,2.89037175789616,0,3.55534806148941,0,0
"309",0,0.693147180559945,0,5.90263333340137,0,4.11087386417331,0,0,6.96696713861398,0.693147180559945,1.79175946922805,0
"310",0,3.49650756146648,4.60517018598809,0.693147180559945,0,0,2.70805020110221,0,5.4553211153577,4.02535169073515,0,0
"311",0,0,0,0,0,0.693147180559945,3.89182029811063,0,4.26267987704132,5.89440283426485,0,1
"312",0,0,0,2.39789527279837,0,1.38629436111989,4.17438726989564,2.77258872223978,3.36729582998647,4.26267987704132,0,1
"313",3.52636052461616,0,6.1527326947041,2.19722457733622,1.38629436111989,0,2.30258509299405,0,6.19644412779452,3.8286413964891,4.70048036579242,1
"314",6.00635315960173,4.20469261939097,0,4.78749174278205,0,0,0,0,0,4.89034912822175,0.693147180559945,1
"315",0,0,1.09861228866811,2.99573227355399,0,0,4.68213122712422,2.99573227355399,1.6094379124341,0,0,0
"316",0,0,0,0,0,0,0,2.94443897916644,0,3.58351893845611,0,0
"317",7.78447323573647,0,0,6.56807791141198,3.40119738166216,0,0,0,0,0,0,1
"318",0,5.24174701505964,0,2.94443897916644,4.87519732320115,1.38629436111989,2.07944154167984,4.00733318523247,1.6094379124341,3.36729582998647,0.693147180559945,1
"319",0,6.82219739062049,0,0,6.94408720822953,2.94443897916644,0,5.4380793089232,0,0,0,1
"320",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"321",0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0
"322",2.77258872223978,0.693147180559945,2.19722457733622,0,1.38629436111989,1.6094379124341,6.11146733950268,0,5.76832099579377,6.69208374250663,3.89182029811063,4
