"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","bug"
"178",0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",0,0,0,0,0,1.6094379124341,0,0,0,0,5.3890717298165,0,0,1.09861228866811,0,0.693147180559945,0,3.89182029811063,2.30258509299405,0,5.14749447681345,0
"181",0,0,0,4.20469261939097,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",4.91998092582813,1.6094379124341,5.25227342804663,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0
"183",0,0,0,3.3322045101752,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.38629436111989,0,0
"184",0,0,0,4.74493212836325,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0
"185",0,1.6094379124341,0,0,0,0,3.04452243772342,1.6094379124341,2.39789527279837,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0
"186",4.43081679884331,5.38449506278909,0,4.07753744390572,6.26720054854136,0,3.17805383034795,5.15329159449778,5.04342511691925,2.89037175789616,0,0,7.75619534394812,4.78749174278205,6.60394382460047,5.38449506278909,3.68887945411394,6.27476202124194,3.46573590279973,7.43366654016617,0,4
"187",0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,6.15060276844628,0,0,0,0.693147180559945,0,0,0,1
"188",0,6.03548143252476,0,0,0,0,0,0,0,6.83087423464618,0,0,0,0,0,0,0,0,0,0,0,0
"189",0,0,0,3.52636052461616,0,3.89182029811063,0,0,0.693147180559945,0,4.46590811865458,0,1.94591014905531,0,0,0,0,4.63472898822964,0.693147180559945,3.43398720448515,0,1
"190",0,0,0,1.38629436111989,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.17805383034795,5.05624580534831,0,3.36729582998647,0,0,4.87519732320115,1
"192",0,0,0,0,0,0.693147180559945,0,0,4.52178857704904,0,0,0,0,3.29583686600433,4.57471097850338,0,0.693147180559945,0,0,0,0,2
"193",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.29583686600433,4.75359019110636,0,0,1
"194",5.54907608489522,0,0,0,0,0,4.29045944114839,0,0,0,5.605802066296,0,0,0,2.484906649788,0,0,0,0,0,0,1
"195",6.05208916892442,0,6.18620862390049,1.94591014905531,1.09861228866811,1.09861228866811,0,4.86753445045558,0,1.09861228866811,0,4.54329478227,3.55534806148941,0,5.5683445037611,1.6094379124341,0,0,0,0,5.11198778835654,0
"196",0,0,0.693147180559945,0,0,2.484906649788,0.693147180559945,0,0,0,0,1.79175946922805,0,4.12713438504509,0,0,0,0,0,0,0,0
"197",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",3.04452243772342,3.2188758248682,0,7.03702761468628,1.6094379124341,0,2.484906649788,0,5.30826769740121,0,2.484906649788,0,0,2.83321334405622,0,0,2.07944154167984,0,0,4.44265125649032,0,0
"199",5.7037824746562,1.79175946922805,2.63905732961526,0,0,0,6.60800062529609,0,2.07944154167984,0,0,1.6094379124341,0,1.79175946922805,0,0,0,0,0,0,0,0
"200",0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0
"201",0,3.29583686600433,0,0,0,0,0,0,0,4.4188406077966,1.09861228866811,2.484906649788,0,0,3.58351893845611,0,0,0,0,0,0,1
"202",2.30258509299405,1.09861228866811,0,2.19722457733622,0.693147180559945,0,6.39024066706535,4.59511985013459,0,0,5.57594910314632,3.25809653802148,5.10594547390058,2.70805020110221,0,0,3.25809653802148,5.57594910314632,0,1.94591014905531,0,2
"203",1.6094379124341,3.46573590279973,0,0,0,0.693147180559945,1.6094379124341,0,0,5.89164421182577,2.56494935746154,4.81218435537242,6.98286275146894,3.76120011569356,0,5.25749537202778,7.09589322109753,4.82028156560504,0,4.69134788222914,5.06259503302697,0
"204",1.38629436111989,3.40119738166216,0,0.693147180559945,0,0.693147180559945,0,0,0,4.39444915467244,0,0,0,2.30258509299405,0,0,1.38629436111989,0,0,0,0,1
"205",0,0,6.84694313958538,0,0,0,0,0,5.54907608489522,4.11087386417331,0,0,0,0,4.04305126783455,0,0,0,0,0,0,1
"206",0,0,0,0,0,0,4.99721227376411,0,0,0,3.3322045101752,0,0,0,0,5.08140436498446,1.38629436111989,2.39789527279837,0,0,0,1
"207",0,0,0,0.693147180559945,3.2188758248682,0,0,0,0,2.30258509299405,0,0,0,0,0.693147180559945,0,0,2.484906649788,4.76217393479776,0,0,1
"208",2.94443897916644,0,3.09104245335832,4.29045944114839,0,0,0,7.98241634682773,1.09861228866811,0,0,0,2.94443897916644,6.47543271670409,6.40357419793482,0,0,2.19722457733622,4.11087386417331,0,4.24849524204936,4
"209",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",0,0,0,0,0,5.4380793089232,1.09861228866811,0,0,0,0,0,3.97029191355212,0.693147180559945,0,0,0,2.484906649788,0.693147180559945,5.2257466737132,3.76120011569356,0
"211",1.09861228866811,5.84643877505772,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0
"212",0,0,2.19722457733622,0,0,0,3.46573590279973,0,0,3.71357206670431,4.77068462446567,0,0,0,0,1.09861228866811,0,2.39789527279837,0.693147180559945,0,0,1
"213",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.8283137373023,0,0,0,0
"214",0,2.83321334405622,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,4.45434729625351,0,0,1
"215",0,0,0,0,0,1.09861228866811,0,3.2188758248682,4.55387689160054,0,0,0,0,3.09104245335832,1.38629436111989,0,0,2.07944154167984,0,0,0,2
"216",3.76120011569356,0,0,5.46806014113513,0,0,1.38629436111989,0,0,0,3.46573590279973,0.693147180559945,5.19295685089021,0,3.98898404656427,0,0,3.58351893845611,0,3.2188758248682,3.09104245335832,2
"217",2.89037175789616,3.25809653802148,0,3.46573590279973,0,4.39444915467244,0,5.04985600724954,0,0,3.97029191355212,0,5.35185813347607,0,0,1.09861228866811,4.17438726989564,5.54907608489522,0,0,0,3
"218",0,0,3.8286413964891,4.72738781871234,3.09104245335832,0,0,0,4.02535169073515,4.77912349311153,0,0,5.76519110278484,0,4.27666611901606,1.6094379124341,5.27299955856375,4.79579054559674,0,2.63905732961526,0.693147180559945,2
"219",3.17805383034795,0,1.6094379124341,0,0,0,0,0,5.30330490805908,0,0,1.09861228866811,3.46573590279973,0,3.58351893845611,0,0,0,0,0,0,1
"220",4.7361984483945,0,0,3.8286413964891,1.09861228866811,0.693147180559945,4.89034912822175,0,0,0,3.76120011569356,1.6094379124341,5.37989735354046,0.693147180559945,3.93182563272433,4.64439089914137,0,1.09861228866811,0,0,0,0
"221",0,1.94591014905531,1.6094379124341,0,0,0,5.01727983681492,0,0,0,5.08759633523238,0,1.09861228866811,0.693147180559945,0,6.24804287450843,0,0,0,0,2.39789527279837,1
"222",3.2188758248682,0,5.07517381523383,2.39789527279837,5.54126354515843,5.91079664404053,0,4.51085950651685,1.94591014905531,0,0,0,0,3.49650756146648,0,1.09861228866811,0,0,0,3.89182029811063,5.59471137960184,3
"223",0,0,0,0,0,0,0,4.89783979995091,0,0,0,0,0,0,0,0,0,5.99396142730657,0,0,0,0
"224",0,4.07753744390572,2.19722457733622,0,0,4.54329478227,2.70805020110221,0,0,3.8286413964891,0,0,0,0,3.09104245335832,0,0,0,0,0,0,1
"225",0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",2.56494935746154,0,7.03878354138854,3.29583686600433,3.73766961828337,0,0,0,6.58063913728495,0,0,0,0,2.94443897916644,5.68357976733868,4.21950770517611,4.96284463025991,0,0,0,0,4
"227",0,0,0,0,0,0,4.54329478227,0,1.6094379124341,0,2.07944154167984,0,0.693147180559945,0,0,3.8286413964891,0,0,0,0,0,0
"228",0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,2.19722457733622,0.693147180559945,3.29583686600433,0,0
"229",1.79175946922805,0,0,2.30258509299405,0,0,1.94591014905531,0,0,0,6.41673228251233,5.99645208861902,4.15888308335967,0,3.40119738166216,0,1.94591014905531,3.91202300542815,4.43081679884331,0,4.48863636973214,3
"230",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",1.94591014905531,0,2.63905732961526,0,0,0,0,0,0,0,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0
"232",2.30258509299405,0,0,0,0,0,2.30258509299405,0,5.52146091786225,0,0,0,6.07534603108868,0,0,0,0,0,1.09861228866811,3.09104245335832,0,0
"233",1.94591014905531,0,0,0,0,0,0,0,0,0,3.3322045101752,4.31748811353631,4.98360662170834,0,0,1.38629436111989,0.693147180559945,0,3.66356164612965,2.07944154167984,0,0
"234",0,0,0,2.30258509299405,0,0,2.484906649788,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",0,0,0,4.33073334028633,1.6094379124341,0,0,3.66356164612965,0,0,6.86693328446188,3.46573590279973,4.53259949315326,0,5.0998664278242,0,0,5.30826769740121,4.17438726989564,3.98898404656427,3.61091791264422,2
"236",0,4.02535169073515,0,0,0,0,0,0,0,6.0137151560428,1.79175946922805,0.693147180559945,0,0,0,0.693147180559945,3.13549421592915,0,0,0,0,1
"237",0,0,0,0.693147180559945,0,0,0,0,0,3.29583686600433,3.36729582998647,0,0.693147180559945,1.38629436111989,0,0,3.55534806148941,0,4.75359019110636,0,0,1
"238",0,4.64439089914137,3.55534806148941,0,0,0,0,0,0,5.57972982598622,0,0,4.02535169073515,0,0,0,0,0,0,0,0,1
"239",0,0,0,0,0,0,0,3.85014760171006,4.88280192258637,0,0,0,0,0,5.66296048013595,0,0,0,0,0,0,1
"240",0,0,0,0,0,0,0,1.6094379124341,0,0,4.66343909411207,0,0,1.6094379124341,0,0,0,0,0,0,4.06044301054642,0
"241",0,4.0943445622221,0,0,0,0.693147180559945,0,0,4.36944785246702,5.4380793089232,0,0,4.46590811865458,0,0,0,0,1.09861228866811,0,0,0,2
"242",4.74493212836325,5.33753807970132,3.25809653802148,4.02535169073515,0,4.86753445045558,3.85014760171006,0,0,0.693147180559945,6.98841318199959,3.91202300542815,6.37842618365159,0,6.34212141872115,0,0.693147180559945,4.40671924726425,4.75359019110636,4.14313472639153,7.71779621101358,3
"243",0,0,0,0,0,0,0,0,0,0,0,4.72738781871234,0,0,0,2.07944154167984,0,3.89182029811063,0,0,0,0
"244",6.29341927884648,0,0,0,0,0,0,0,5.64544689764324,0,0,0,0,2.70805020110221,1.38629436111989,0,0.693147180559945,0,0,0,0,1
"245",0,0,0,4.43081679884331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",0,0,2.83321334405622,0,0,0,1.79175946922805,1.38629436111989,0,1.09861228866811,0,0,0,1.94591014905531,1.09861228866811,0,0,0,0,0,5.37989735354046,1
"247",0,0,0,0,0,0,3.63758615972639,0,0,0,0,5.08759633523238,0,0,0,0,0,0,0,0,0,0
"248",5.05624580534831,0,0,4.91998092582813,0,4.82028156560504,0,0,5.27299955856375,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0
"249",0,0,0,2.07944154167984,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0
"250",0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",1.79175946922805,3.63758615972639,0,0,0,0,0,0,0,5.4380793089232,0,0,0,0,4.31748811353631,0,0,0,0,4.53259949315326,0,1
"252",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0
"253",0,0,0,4.81218435537242,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0
"254",0,0,0,0,0,0,0,1.09861228866811,0,4.33073334028633,0,0,0,0,0,0,0,0,0,0,0,0
"255",0,0,0,0,0,0,0,2.70805020110221,0,0.693147180559945,0,0,0.693147180559945,1.09861228866811,0,0,0,5.08759633523238,0,1.38629436111989,2.63905732961526,0
"256",0,0,1.38629436111989,0,0,0,0,5.08759633523238,0,0,0,0,0,4.59511985013459,0,0,3.91202300542815,0,0,0,0,1
"257",0,0,3.40119738166216,0,3.2188758248682,6.09582456243222,0,0,3.89182029811063,0,0,2.70805020110221,5.21493575760899,0,1.09861228866811,5.33271879326537,1.38629436111989,0,0,6.82001636467413,5.93753620508243,0
"258",2.94443897916644,0,0,0,0,1.79175946922805,4.38202663467388,3.68887945411394,1.38629436111989,5.44673737166631,0,2.63905732961526,4.39444915467244,0,5.11198778835654,2.39789527279837,0.693147180559945,0,0,0,5.91350300563827,1
"259",0,0,0,0,0,0,0,0,0,0,7.12528309151071,1.38629436111989,3.46573590279973,0,0,0,0,0,2.89037175789616,4.27666611901606,0,0
"260",0,0,0,0,0,0,6.08449941307517,1.94591014905531,4.24849524204936,0,0,0,0,2.484906649788,0,1.6094379124341,0,0,1.09861228866811,0,0,0
"261",0,3.63758615972639,0,0.693147180559945,0,0,0,2.94443897916644,0,5.00394630594546,4.43081679884331,0,0,0,3.13549421592915,0,0,0,6.01859321449623,0.693147180559945,0,1
"262",3.91202300542815,0,1.09861228866811,0,0,2.83321334405622,0,0,5.41164605185504,0,6.11146733950268,0,0,0,0,0,6.81124437860129,0,0,0,2.89037175789616,0
"263",0,0,0,0,0,0,0,1.09861228866811,0,2.94443897916644,1.6094379124341,0,0,0,0,0.693147180559945,1.38629436111989,0,5.53338948872752,0,0,1
"264",3.25809653802148,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,6.1463292576689,0,2.30258509299405,0,0,0,0,0,1
"265",1.09861228866811,0,0,0,0,0,4.96284463025991,2.07944154167984,0,1.79175946922805,6.61338421837956,0,5.57215403217776,0,5.01063529409626,3.76120011569356,6.01126717440416,0,4.38202663467388,4.11087386417331,4.40671924726425,3
"266",0,0,0,0,0,0,0,0,4.69134788222914,0,0,0,1.79175946922805,0,0,0,0,5.84932477994686,0,0,0,1
"267",2.30258509299405,0,0,4.36944785246702,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,3.95124371858143,2.30258509299405,1
"268",0,0,0,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",0,0,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"270",0,0,0,0,0,1.09861228866811,3.25809653802148,0,0,0,0,2.63905732961526,0,0,0,5.64190707093811,0,0,0,0,2.99573227355399,0
"271",0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,5.10594547390058,0,2.70805020110221,0,0,2.99573227355399,3.13549421592915,2.39789527279837,2.19722457733622,0
"272",0,3.17805383034795,0,0,2.83321334405622,4.47733681447821,0,0,0.693147180559945,3.04452243772342,0,0,0,0,0,2.19722457733622,0,2.30258509299405,0,0,0,0
"273",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",6.34212141872115,0,3.87120101090789,0,0,0,0,0,3.09104245335832,0,0,0.693147180559945,0,0,3.8286413964891,0,0,0,0,0,0,0
"275",0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",0,4.54329478227,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0
"277",0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,2.19722457733622,4.58496747867057,0,0,1
"278",5.03695260241363,6.67708346124714,0,1.6094379124341,1.94591014905531,0,3.71357206670431,0,0,7.68662133494462,0,0,5.36597601502185,0,4.74493212836325,0,0,0,0,0,0,8
"279",0,0.693147180559945,0,0,0,0,6.3919171133926,0,0,0.693147180559945,4.26267987704132,3.3322045101752,2.99573227355399,1.6094379124341,0,0,3.04452243772342,2.63905732961526,0,0,4.29045944114839,0
"280",0,1.79175946922805,0,0,0,0,2.63905732961526,0,5.01727983681492,0,0,0,0,0,3.55534806148941,3.17805383034795,4.18965474202643,0,0,0,0,1
"281",0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",0,0,0,0,0,2.63905732961526,0,5.18178355029209,0,2.30258509299405,0,0,0,0,5.94017125272043,0,0,0,5.48893772615669,0,0,4
"283",0,0,0,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,2.39789527279837,0,4.69134788222914,0,0,3.85014760171006,0
"284",2.89037175789616,0,1.79175946922805,0,2.19722457733622,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,6.40191719672719,0,0.693147180559945,0,1
"285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,0,0,0,0
"286",0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.484906649788,3.04452243772342,0.693147180559945,0,1
"287",0,0,0,0,0,2.07944154167984,0,0,4.90527477843843,0,0,0,0,2.39789527279837,0,0,3.61091791264422,0,0,0.693147180559945,0,0
"288",0,0,0,0,3.04452243772342,0,0,1.94591014905531,3.40119738166216,0,0,0,0,6.8501261661455,3.89182029811063,3.36729582998647,1.09861228866811,0,4.17438726989564,0,2.19722457733622,2
"289",0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,2.07944154167984,2.19722457733622,0,2.94443897916644,0,3.04452243772342,4.29045944114839,0,0,2.63905732961526,0
"291",0,0,1.38629436111989,4.40671924726425,2.63905732961526,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,1.6094379124341,1.94591014905531,0,0
"292",0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",0,0,0,0,0,0,0,0,0,0,0,3.8286413964891,0,0,2.56494935746154,0,0,4.07753744390572,0,0.693147180559945,0,0
"295",0,0.693147180559945,0,0,0,0,3.09104245335832,0,0,0,5.91350300563827,0,4.23410650459726,0,0,0,2.94443897916644,0,0,2.77258872223978,0,0
"296",0,0,0,0,0,0,2.99573227355399,1.6094379124341,0,0,0,0,0,3.40119738166216,4.27666611901606,0,0,0,0,0,0,0
"297",0,0,1.09861228866811,3.71357206670431,0,0,1.09861228866811,5.2040066870768,6.98933526597456,0,0,1.6094379124341,0,0,0,0,7.9550742732627,0,0,2.77258872223978,0,5
"298",0,2.56494935746154,0,0,0,2.70805020110221,0,0,0,5.41610040220442,4.59511985013459,0.693147180559945,2.30258509299405,1.79175946922805,0,0,0,0,0,0,0,1
"299",0,0,0,1.09861228866811,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"300",0,0,0,0,0,0,4.30406509320417,2.19722457733622,0,0,0,0,0,4.99721227376411,2.99573227355399,0,0.693147180559945,3.25809653802148,0,0,0,1
"301",0,0,0,0,0,1.38629436111989,4.31748811353631,0,3.80666248977032,0,0,1.6094379124341,0.693147180559945,2.07944154167984,1.6094379124341,5.63835466933375,0,0,0,0,0,0
"302",2.89037175789616,3.09104245335832,0,0,0,0,3.25809653802148,0.693147180559945,3.43398720448515,7.58069975222456,4.04305126783455,0,0,0,0,0,6.79346613258001,0,0,2.30258509299405,0,2
"303",0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,1.79175946922805,5.09375020080676,2.70805020110221,0,0
"304",0,0,0,1.09861228866811,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"305",0,3.49650756146648,0,0,0,0,0,1.79175946922805,0,4.17438726989564,0,0,0,0,0,0,0,0,0,0,0,1
"306",6.3297209055227,0,2.19722457733622,0,0.693147180559945,0,0,0,3.13549421592915,0,3.2188758248682,0,0,0,3.89182029811063,1.09861228866811,0,0,0,0,2.56494935746154,0
"307",0,0,0,0,0,1.94591014905531,2.07944154167984,0.693147180559945,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,2.19722457733622,0
"308",0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",0,1.94591014905531,0,2.07944154167984,0,2.89037175789616,0,0,5.08759633523238,0,0,2.39789527279837,0,0,0,0,7.16317239084664,0,0.693147180559945,0,0,0
"310",0,3.04452243772342,0,1.6094379124341,4.33073334028633,4.64439089914137,0,0,0,0,0,0,4.92725368515721,0,0,0,3.43398720448515,4.12713438504509,0,1.6094379124341,0,0
"311",0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,4.58496747867057,5.66296048013595,2.39789527279837,0,0,0,0,0,4.17438726989564,2.39789527279837,2.39789527279837,1
"312",0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.7361984483945,1.09861228866811,0.693147180559945,0,0,0,0,0,0,4.30406509320417,1
"313",4.55387689160054,0,0,1.94591014905531,5.84354441703136,4.70048036579242,0,0,5.02388052084628,0,0.693147180559945,0,4.06044301054642,0,0.693147180559945,0,3.13549421592915,4.99043258677874,0,5.40267738187228,2.70805020110221,1
"314",2.07944154167984,0,3.09104245335832,0,0,0,0,6.11809719804135,4.00733318523247,0,0,0,0,1.79175946922805,1.6094379124341,0,0,0,5.03695260241363,3.13549421592915,1.6094379124341,1
"315",0,0,0,0,0,0,0,0,2.19722457733622,0.693147180559945,0,0,0,0,2.19722457733622,3.93182563272433,0,2.99573227355399,0,0,4.18965474202643,0
"316",0,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0
"317",0,0,1.38629436111989,0,0,0,0,7.59287028784482,4.7361984483945,0,0,0,0,6.94793706861497,0,0,0,1.38629436111989,0,0,0,1
"318",2.56494935746154,5.19849703126583,0,0,0,0,2.56494935746154,0,0,4.39444915467244,0,0.693147180559945,0.693147180559945,0,3.63758615972639,0,0,0,4.70048036579242,0.693147180559945,0,1
"319",0,6.4377516497364,0,0,0,0,0,0,0,7.35308192051543,0,0,0,0,0,2.70805020110221,0,0,1.09861228866811,0,0,1
"320",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",0,0.693147180559945,0,2.99573227355399,0,1.09861228866811,2.484906649788,0,0,2.30258509299405,6.45833828334479,4.27666611901606,5.5683445037611,0,4.87519732320115,0,3.63758615972639,4.64439089914137,0,1.09861228866811,5.91620206260743,4
