"","bug","loc","bf","hcm","text"
"org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesSorter",0,31,9,8.86608,"org eclipse mylyn internal tasks ui views org eclipse jface viewers viewer org eclipse jface viewers viewer sorter org eclipse mylyn internal tasks core irepository constants org eclipse mylyn internal tasks core local repository connector org eclipse mylyn tasks core task repository author mik kersten task repositories sorter viewer sorter override compare viewer viewer object e1 object e2 e1 task repository e2 task repository task repository t1 task repository e1 task repository t2 task repository e2 string label1 t1 property irepository constants property label string label2 t2 property irepository constants property label local repository connector repository label equals label1 1 local repository connector repository label equals label2 1 t1 connector kind equals t2 connector kind t1 connector kind compare t2 connector kind label1 null label1 equals label2 null non nls 1 1 label1 null label2 null label2 equals non nls 1 1 label1 null label2 null label1 compare label2 t1 repository url compare t2 repository url compare viewer e1 e2 "
"org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorDescriptionPart",0,126,21,10.8205,"org eclipse mylyn internal tasks ui editors java util array list java util collections java util comparator java util hash set java util list java util set org eclipse core runtime core exception org eclipse core runtime istatus org eclipse core runtime status org eclipse jface action tool bar manager org eclipse jface layout grid data factory org eclipse mylyn internal tasks ui tasks ui plugin org eclipse mylyn internal tasks ui search search hit collector org eclipse mylyn internal tasks ui util tasks ui internal org eclipse mylyn tasks core duplicate detector org eclipse mylyn tasks core irepository query org eclipse mylyn tasks core data task attribute org eclipse mylyn tasks ui tasks ui images org eclipse mylyn tasks ui editors task editor page org eclipse search ui search ui org eclipse swt swt org eclipse swt custom ccombo org eclipse swt layout grid data org eclipse swt layout grid layout org eclipse swt widgets button org eclipse swt widgets composite org eclipse swt widgets event org eclipse swt widgets label org eclipse swt widgets listener org eclipse ui forms widgets expandable composite org eclipse ui forms widgets form toolkit org eclipse ui forms widgets section author steffen pingel task editor description part task editor rich text part task editor description part set part name messages task editor description part description add duplicate detection composite composite form toolkit toolkit list duplicate detector collectors array list duplicate detector duplicate search collectors list null collectors add duplicate search collectors list collectors empty style expandable composite twistie expandable composite title bar task data style expandable composite expanded section duplicates section toolkit create section composite style duplicates section set text messages task editor description part duplicate detection duplicates section set layout grid layout grid data factory fill defaults indent swt 15 apply duplicates section composite related bugs composite toolkit create composite duplicates section related bugs composite set layout grid layout 4 false related bugs composite set layout data grid data grid data horizontal align fill duplicates section set client related bugs composite label duplicate detector label label related bugs composite swt left duplicate detector label set text messages task editor description part detector ccombo duplicate detector chooser ccombo related bugs composite swt flat swt read toolkit adapt duplicate detector chooser false false duplicate detector chooser set data form toolkit key draw border form toolkit text border duplicate detector chooser set font text font duplicate detector chooser set layout data grid data factory swt defaults hint 150 swt create collections sort collectors comparator duplicate detector compare duplicate detector c1 duplicate detector c2 c1 name compare ignore c2 name duplicate detector detector collectors duplicate detector chooser add detector name duplicate detector chooser select 0 duplicate detector chooser set enabled true duplicate detector chooser set data collectors collectors size 0 button search duplicates toolkit create button related bugs composite messages task editor description part search swt none grid data search duplicates button data grid data grid data horizontal align beginning search duplicates set layout data search duplicates button data search duplicates add listener swt selection listener handle event event e string selected detector duplicate detector chooser item duplicate detector chooser selection index search duplicates selected detector toolkit paint borders related bugs composite override create control composite parent form toolkit toolkit attribute null create control parent toolkit add duplicate detection composite toolkit override fill tool bar tool bar manager tool bar task data reply comment action reply action reply comment action task editor page null override string reply text editor value reply action set image descriptor tasks ui images comment reply small tool bar add reply action fill tool bar tool bar irepository query duplicate query string name core exception string duplicate detector name name equals stack trace name non nls 1 non nls 2 duplicate detector detector duplicate search collectors list detector name equals duplicate detector name detector duplicates query task editor page task repository task data null set duplicate detector duplicate search collectors list set duplicate detector duplicate detectors hash set duplicate detector duplicate detector detector tasks ui plugin duplicate search collectors list valid duplicate detector detector duplicate detectors add detector duplicate detectors override initialize task editor page task editor page initialize task editor page set attribute model task data root mapped attribute task attribute description valid duplicate detector duplicate detector detector detector connector kind null detector connector kind equals task editor page connector kind detector query task data search duplicates string duplicate detector name irepository query duplicates query duplicate query duplicate detector name duplicates query null search hit collector collector search hit collector tasks ui internal task list task editor page task repository duplicates query search ui run query background collector tasks ui internal display status messages task editor description part duplicate detection failed status istatus error tasks ui plugin id plugin messages task editor description part duplicate detector valid query core exception e tasks ui internal display status messages task editor description part duplicate detection failed e status "
"org::eclipse::mylyn::internal::tasks::ui::properties::ProjectPropertiesLinkProvider",0,45,13,10.3211,"org eclipse mylyn internal tasks ui properties org eclipse core resources iproject org eclipse core resources iresource org eclipse core resources project scope org eclipse core runtime istatus org eclipse core runtime status org eclipse core runtime preferences ieclipse preferences org eclipse core runtime preferences iscope context org eclipse mylyn commons core status handler org eclipse mylyn internal tasks ui tasks ui plugin org eclipse mylyn tasks core irepository manager org eclipse mylyn tasks core task repository org eclipse mylyn tasks ui task repository link provider org osgi service prefs backing store exception task repository link provider author eugene kuleshov project properties link provider task repository link provider string property prefix project repository non nls 1 string project repository kind property prefix kind non nls 1 string project repository url property prefix url non nls 1 override task repository task repository iresource resource irepository manager repository manager iproject project resource project project null project accessible null iscope context project scope project scope project ieclipse preferences project node project scope node tasks ui plugin id plugin project node null string kind project node project repository kind non nls 1 string url string project node project repository url non nls 1 repository manager repository kind url string null override set task repository iresource resource iproject project resource project project null project accessible override set task repository iresource resource task repository repository iproject project resource project project null project accessible false iscope context project scope project scope project ieclipse preferences project node project scope node tasks ui plugin id plugin project node null repository null project node put project repository kind repository connector kind project node put project repository url repository repository url project node remove project repository kind project node remove project repository url project node flush true backing store exception e status handler log status istatus error tasks ui plugin id plugin failed save task repository project association preference e non nls 1 false "
"org::eclipse::mylyn::internal::tasks::ui::actions::ActivateTaskHistoryDropDownAction",0,29,16,9.80513,"org eclipse mylyn internal tasks ui actions org eclipse jface action action org eclipse jface action iaction org eclipse jface action imenu creator org eclipse jface viewers iselection org eclipse mylyn internal tasks core task org eclipse mylyn internal tasks core task activation history org eclipse mylyn internal tasks ui task history drop down org eclipse mylyn internal tasks ui tasks ui plugin org eclipse mylyn internal tasks ui views task list view org eclipse mylyn tasks ui tasks ui images org eclipse swt widgets control org eclipse swt widgets menu org eclipse ui iworkbench window org eclipse ui iworkbench window pulldown delegate author wesley coelho author mik kersten author leo dos santos author steffen pingel activate task history drop down action action iworkbench window pulldown delegate imenu creator string id org eclipse mylyn tasklist actions navigate previous non nls 1 menu drop down menu task activation history task history task history drop down task history drop down activate task history drop down action task history tasks ui plugin task activity manager task activation history task history drop down task history drop down null task history set text messages activate task history drop down action activate previous task set tool tip text messages activate task history drop down action activate previous task set id id set enabled true set image descriptor tasks ui images context history previous dispose ignore menu menu control parent drop down menu null drop down menu dispose drop down menu menu parent task history drop down fill drop down menu 1 drop down menu menu menu menu parent drop down menu null drop down menu dispose drop down menu menu parent task history drop down fill drop down menu 1 drop down menu init iworkbench window window ignore override run task history previous task previous task task history previous task previous task null previous task active tasks ui plugin task activity manager activate task previous task task list view active perspective null task list view active perspective refresh set enabled task history previous tasks null task history previous tasks size 0 run iaction action run selection changed iaction action iselection selection ignore "
"org::eclipse::mylyn::team::ui::AbstractActiveChangeSetProvider",0,6,9,7.45802,"org eclipse mylyn team ui org eclipse mylyn internal team ui context change set org eclipse mylyn tasks core itask org eclipse team internal core subscribers active change set manager integrates eclipse team repository mylyn author gunnar wagenknecht author mik kersten 2 0 active change set provider change set collector manages active change set participant associated capability code null code returned active change sets supported code null code method overridden subclasses support active change sets note link active change set manager internal code org eclipse team core code required change set support bug 116084 current implementation work subtype link active change set manager returned future change set api becomes available additional extensibility mechanism provided change set collector manages active change set participant associated capability code null code active change sets supported 3 0 active change set manager active change set manager null override custom change set needed e g order support custom action model mappings cvs change set implementation used org eclipse mylyn team cvs 3 0 icontext change set create change set itask task context change set task active change set manager "
"org::eclipse::mylyn::internal::sandbox::ui::ActiveSearchViewTracker",0,51,3,3.24474,"org eclipse mylyn internal sandbox ui org eclipse mylyn internal context core context core plugin org eclipse mylyn internal sandbox ui views active search view org eclipse ui ipage listener org eclipse ui ipart listener2 org eclipse ui iwindow listener org eclipse ui iworkbench page org eclipse ui iworkbench part reference org eclipse ui iworkbench window todo support multiple workbench windows properly author mik kersten active search view tracker ipart listener2 iwindow listener ipage listener part closed iworkbench part reference part ref part ref id equals active search view id context core plugin context manager set active search enabled false part opened iworkbench part reference part ref part ref id equals active search view id context core plugin context manager set active search enabled true part deactivated iworkbench part reference part ref window activated iworkbench window window window deactivated iworkbench window window window closed iworkbench window window window remove page listener window opened iworkbench window window window add page listener part activated iworkbench part reference part ref todo auto generated method stub part brought top iworkbench part reference part ref todo auto generated method stub page activated iworkbench page page page closed iworkbench page page page remove part listener page opened iworkbench page page page add part listener part hidden iworkbench part reference part ref todo auto generated method stub part visible iworkbench part reference part ref todo auto generated method stub part input changed iworkbench part reference part ref todo auto generated method stub "
"org::eclipse::mylyn::internal::commons::core::ZipFileUtil",1,137,6,3.32672,"org eclipse mylyn internal commons core java io buffered input stream java io buffered output stream java io file java io file input stream java io file found exception java io file output stream java io ioexception java io input stream java io output stream java util array list java util enumeration java util list java util zip zip entry java util zip zip file java util zip zip output stream org eclipse core runtime iprogress monitor org eclipse core runtime istatus org eclipse core runtime status org eclipse mylyn commons core status handler contains utility methods working zip files author wesley coelho author shawn minto wrote methods moved here fixme add blocks properly close streams zip file util unzips files zip file directories param zipped file param dest path destination path files unzipped list file unzip files file zippedfile string dest path iprogress monitor monitor file found exception ioexception zip file zip file zip file zippedfile enumeration zip entry entries zip file entries list file output files array list file file destination file file dest path destination file exists destination file mkdirs entries more elements zip entry entry entries next element file output file file destination file entry name entry directory output file exists output file mkdirs output file parent file exists output file parent file mkdirs input stream input stream zip file input stream entry file output stream out stream file output stream output file copy stream input stream out stream output files add output file monitor null monitor worked 1 output files list file extact entries file zipped file list zip entry entries string dest path file found exception ioexception zip file zip file zip file zipped file list file output files array list file zip entry entry entries entry directory assume directories stored parents first children file entry name mkdir input stream input stream zip file input stream entry file output file file dest path file separator entry name file output stream out stream file output stream output file copy stream input stream out stream output files add output file output files copy stream input stream output stream out ioexception null out null buffered input stream buffered buffered input stream buffer size 1000 buffer buffer size read count buffered output stream fout buffered output stream out read count buffered read buffer 1 read count buffer size fout write buffer 0 read count fout write buffer fout flush fout close close param zip file destination zipped file param files list files add zip file create zip file file zip file list file files file found exception ioexception create zip file zip file files null null create zip file file zip file list file files iprogress monitor monitor file found exception ioexception create zip file zip file files null monitor param zip file destination zipped file param files list files add zip file param progress monitor report worked 1 monitor each file zipped author shawn minto author wesley coelho create zip file file zip file list file files string root path iprogress monitor monitor file found exception ioexception zip file exists zip file delete root path null root path non nls 1 root path ends root path ends non nls 1 non nls 2 root path non nls 1 zip output stream zip out zip output stream file output stream zip file file file files add zip entry zip out root path file monitor null monitor worked 1 exception e status handler log status istatus error icommons core constants id plugin add non nls 1 file name zip e non nls 1 zip out close author shawn minto add zip entry zip output stream zip out string root path file file file found exception ioexception file directory file child file list files add zip entry zip out root path child add zip entry output stream m string path non nls 1 root path equals non nls 1 root path root path replace non nls 1 non nls 2 path file absolute path replace non nls 1 non nls 2 path path substring root path length path file name zip out put next entry zip entry path create buffer reading files buf 1024 transfer bytes file zip file compress files file input stream file input stream file len len read buf 0 zip out write buf 0 len complete entry zip out close entry close "
"org::eclipse::mylyn::internal::tasks::ui::actions::ToggleAllWorkingSetsAction",0,23,6,5.42764,"org eclipse mylyn internal tasks ui actions java util arrays java util hash set java util iterator java util set org eclipse jface action action org eclipse jface action iaction org eclipse mylyn internal tasks ui workingsets task working set updater org eclipse swt widgets event org eclipse ui iworkbench window org eclipse ui iworking set author mik kersten toggle working sets action action iworkbench window window toggle working sets action iworkbench window window messages toggle working sets action show iaction check box set checked task working set updater task working sets enabled window window override run set iworking set list hash set iworking set arrays list task working set updater enabled sets set iworking set temp list hash set iworking set iterator iworking set iter list iterator iter next iworking set working set iter next working set null working set id null working set id equals ignore task working set updater id task working set temp list add working set list remove temp list window active page set working sets list array iworking set list size override run event event event run "
"org::eclipse::mylyn::internal::provisional::commons::ui::AbstractNotificationPopup",1,404,7,4.56874,"org eclipse mylyn internal provisional commons ui org eclipse core runtime iproduct org eclipse core runtime iprogress monitor org eclipse core runtime istatus org eclipse core runtime platform org eclipse core runtime status org eclipse core runtime jobs job org eclipse jface resource jface resources org eclipse jface resource local resource manager org eclipse jface window window org eclipse mylyn internal commons ui messages org eclipse mylyn internal commons ui notification popup colors org eclipse mylyn internal commons ui swt util org eclipse mylyn internal commons ui swt util fade job org eclipse mylyn internal commons ui swt util ifade listener org eclipse swt swt org eclipse swt events control adapter org eclipse swt events control event org eclipse swt events mouse adapter org eclipse swt events mouse event org eclipse swt events mouse track adapter org eclipse swt graphics gc org eclipse swt graphics image org eclipse swt graphics point org eclipse swt graphics rectangle org eclipse swt graphics region org eclipse swt layout grid data org eclipse swt layout grid layout org eclipse swt widgets composite org eclipse swt widgets control org eclipse swt widgets display org eclipse swt widgets label org eclipse swt widgets monitor org eclipse swt widgets shell org eclipse ui iworkbench window org eclipse ui platform ui author benjamin pasero author mik kersten author steffen pingel notification popup window title height 24 string label notification messages notification popup notification string label job close messages notification popup close notification job max width 400 min height 100 delay close 8 1000 padding edge 5 delay close delay close local resource manager resources notification popup colors color display display shell shell region last used region image last used bg image job close job job label job close override istatus run iprogress monitor monitor display disposed display async exec runnable run shell shell notification popup shell shell null shell disposed mouse over shell schedule auto close notification popup close fade monitor canceled status cancel status status ok status respect display bounds true respect monitor bounds true fade job fade job supports fading fading enabled notification popup display display display swt trim swt top swt focus swt tool notification popup display display style shell display set shell style style display display resources local resource manager jface resources resources init resources close job set system true fading enabled fading enabled set fading enabled fading enabled fading enabled fading enabled override customized name name product specified name e g eclipse sdk command line parameter s associated product id e g org eclipse sdk ide strips trailing sdk name part label considered visual noise name used title popup string popup shell title iproduct product platform product product null string product name product name string label sdk sdk non nls 1 product name ends label sdk product name product name substring 0 product name length label sdk length product name label notification non nls 1 label notification image popup shell image maximum height always use launching workbench window iworkbench window windows platform ui workbench workbench windows windows null windows length 0 iworkbench window workbench window windows 0 workbench window null workbench window shell disposed image image shell image diff integer max value image null image bounds height maximum height diff maximum height image bounds height image null image images shell images images null images length 0 find icon closest size larger maximum height image image2 images diff maximum height image2 bounds height diff 0 diff diff diff diff image image2 image null override populate notifications param parent create content area composite parent empty override customize title bar create title area composite parent grid data parent layout data height hint title height label title image label label parent swt none title image label set image popup shell image title height label title text label label parent swt none title text label set text popup shell title title text label set font common fonts bold title text label set foreground color title text title text label set layout data grid data swt fill swt center true true title text label set cursor parent display system cursor swt cursor hand label button label parent swt none button set image common images image common images notification close button add mouse track listener mouse track adapter override mouse enter mouse event e button set image common images image common images notification close hover override mouse exit mouse event e button set image common images image common images notification close button add mouse listener mouse adapter override mouse up mouse event e close set code cancel init resources color notification popup colors display resources override configure shell shell shell configure shell shell shell shell shell set background color border override create create add region shell add region shell shell region region region point s shell size add entire shell region add 0 0 s x s y subtract top left corner region subtract 0 0 5 1 region subtract 0 1 3 1 region subtract 0 2 2 1 region subtract 0 3 1 1 region subtract 0 4 1 1 subtract top right corner region subtract s x 5 0 5 1 region subtract s x 3 1 3 1 region subtract s x 2 2 2 1 region subtract s x 1 3 1 1 region subtract s x 1 4 1 1 dispose old first shell region null shell region dispose apply region shell set region region remember dispose later last used region region mouse over shell shell display disposed false shell bounds contains display cursor location override open shell null shell disposed shell null create constrain shell size shell set location fixup display bounds shell size shell location fading enabled supports fading swt util set alpha shell 0 supports fading false shell set visible true supports fading fade job swt util fade shell ifade listener faded shell shell alpha shell disposed alpha 255 schedule auto close schedule auto close window ok schedule auto close delay close 0 close job schedule delay close override control create contents composite parent grid layout parent layout margin width 1 grid layout parent layout margin height 1 outer composite holding controls composite outer circle composite parent swt focus outer circle set layout data grid data swt fill swt fill true true grid layout layout grid layout 1 false layout margin width 0 layout margin height 0 layout vertical spacing 0 outer circle set layout layout title area containing label close button composite title circle composite outer circle swt focus title circle set layout data grid data swt fill swt center true false title circle set background mode swt inherit force layout grid layout 4 false layout margin width 3 layout margin height 0 layout vertical spacing 5 layout horizontal spacing 3 title circle set layout layout title circle add control listener control adapter override control resized control event e rectangle cl area title circle client area last used bg image image title circle display cl area width cl area height gc gc gc last used bg image gradient draw gradient gc cl area fix region shape fix region gc cl area gc dispose image old bgimage title circle background image title circle set background image last used bg image old bgimage null old bgimage dispose draw gradient gc gc rectangle cl area gc set foreground color gradient begin gc set background color gradient end gc fill gradient rectangle cl area x cl area y cl area width cl area height true fix region gc gc rectangle cl area gc set foreground color border fill top left gc draw point 2 0 gc draw point 3 0 gc draw point 1 1 gc draw point 0 2 gc draw point 0 3 fill top right gc draw point cl area width 4 0 gc draw point cl area width 3 0 gc draw point cl area width 2 1 gc draw point cl area width 1 2 gc draw point cl area width 1 3 create title area create title area title circle outer composite hold content controlls composite outer content circle composite outer circle swt none layout grid layout 1 false layout margin width 0 layout margin height 0 outer content circle set layout layout outer content circle set layout data grid data swt fill swt fill true true outer content circle set background outer circle background middle composite show 1px black line around content controls composite middle content circle composite outer content circle swt focus layout grid layout 1 false layout margin width 0 layout margin height 0 layout margin top 1 middle content circle set layout layout middle content circle set layout data grid data swt fill swt fill true true middle content circle set background color border inner composite containing content controls composite inner content composite middle content circle swt focus inner content set layout data grid data swt fill swt fill true true layout grid layout 1 false layout margin width 0 layout margin height 5 layout margin left 5 layout margin right 5 inner content set layout layout inner content set background shell display system color swt color white content area create content area inner content outer circle override initialize bounds rectangle cl area primary client area point initial size shell compute size swt swt height math max initial size y min height width math min initial size x max width point size point width height shell set location cl area width cl area x size x padding edge cl area height cl area y size y padding edge shell set size size rectangle primary client area monitor primary monitor shell display primary monitor primary monitor null primary monitor client area shell display client area close fade fade job null fade job cancel wait false supports fading fade job swt util fade out shell ifade listener faded shell shell alpha shell disposed alpha 0 shell close mouse over shell fade job null fade job cancel wait false fade job swt util fast fade shell ifade listener faded shell shell alpha shell disposed alpha 255 schedule auto close shell close override close resources dispose last used region null last used region dispose last used bg image null last used bg image disposed last used bg image dispose close delay close delay close set delay close delay close delay close delay close point fixup display bounds point tip size point location respect display bounds respect monitor bounds rectangle bounds point right bounds point tip size x location x tip size y location y respect monitor bounds bounds shell display primary monitor bounds bounds primary client area bounds contains location bounds contains right bounds right bounds x bounds x bounds width location x right bounds x bounds x bounds width right bounds y bounds y bounds height location y right bounds y bounds y bounds height location x bounds x location x bounds x location y bounds y location y bounds y location "
"org::eclipse::mylyn::commons::net::UnsupportedRequestException",0,3,1,0,"org eclipse mylyn commons net indicates request supported author steffen pingel 3 0 unsupported request exception exception serial version uid 1l unsupported request exception unsupported request exception string message message unsupported request exception string message throwable cause message cause unsupported request exception throwable cause cause "
"org::eclipse::mylyn::internal::bugzilla::core::history::AttachmentFlag",0,14,6,8.32124,"org eclipse mylyn internal bugzilla core history java io serializable author john anvik attachment flag serializable serial version uid 1l attachment flag status status attachment flag state state attachment flag attachment flag status status attachment flag state state status status state state attachment flag state state state attachment flag status status status override string string status name state equals attachment flag state unknown state name non nls 1 non nls 2 non nls 1 "
"org::eclipse::mylyn::internal::team::ui::templates::TemplateHandlerContentProposalProvider",0,4,5,4.46389,"org eclipse mylyn internal team ui templates java util array list java util list org eclipse jface fieldassist icontent proposal org eclipse jface fieldassist icontent proposal provider org eclipse mylyn internal team ui focused team ui plugin author eike stepper template handler content proposal provider icontent proposal provider icontent proposal proposals string contents position proposal computer proposal computer proposal computer contents position proposal computer compute proposals author eike stepper proposal computer string contents position list icontent proposal result array list icontent proposal string keywords string prefix proposal computer string contents position contents contents position position init keywords init prefix icontent proposal compute proposals string keyword keywords string proposal match keyword proposal null add proposal proposal keyword result array icontent proposal result size init keywords keywords focused team ui plugin commit template manager recognized keywords init prefix prefix non nls 1 string before position contents substring 0 position before position ends non nls 1 prefix non nls 1 start before position last index non nls 1 start 0 end contents index start end position prefix contents substring start position string match string keyword string whole proposal keyword non nls 1 non nls 2 whole proposal starts prefix whole proposal substring prefix length null add proposal string proposal string keyword string description focused team ui plugin commit template manager handler description keyword result add proposal proposal keyword description author eike stepper proposal icontent proposal string proposal string keyword string description proposal string proposal string keyword string description proposal proposal keyword keyword description description string content proposal cursor position proposal length string description description string label keyword non nls 1 non nls 2 "
"org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalTaskWizard",0,25,14,12.5641,"org eclipse mylyn internal tasks ui wizards org eclipse jface viewers istructured selection org eclipse jface wizard wizard org eclipse mylyn internal tasks core local task org eclipse mylyn internal tasks ui util tasks ui internal org eclipse mylyn tasks core itask mapping org eclipse mylyn tasks ui tasks ui images org eclipse mylyn tasks ui tasks ui util org eclipse ui inew wizard org eclipse ui iworkbench author rob elves author steffen pingel local task wizard wizard inew wizard itask mapping task selection local task wizard itask mapping task selection task selection task selection set page image descriptor tasks ui images banner repository set needs progress monitor true local task wizard null init iworkbench workbench istructured selection selection set force previous next buttons false override add pages ignore override finish true override perform finish local task task tasks ui internal create local task null task selection null task selection summary null task set summary task selection summary task selection description null task set notes task selection description tasks ui util open task task true "
"org::eclipse::mylyn::internal::context::core::LocalContextStore",1,159,9,4.83045,"org eclipse mylyn internal context core java io file java io ioexception java io unsupported encoding exception java net urlencoder java util array list java util hash set java util list java util set java util zip zip output stream org eclipse core runtime org eclipse core runtime core exception org eclipse core runtime istatus org eclipse core runtime status org eclipse mylyn commons core status handler org eclipse mylyn context core context core org eclipse mylyn context core icontext store org eclipse mylyn context core iinteraction context org eclipse mylyn context core iinteraction context scaling author mik kersten author steffen pingel local context store icontext store file context directory set file context files null interaction context externalizer externalizer interaction context externalizer iinteraction context scaling common context scaling list icontext store listener listeners array list icontext store listener local context store iinteraction context scaling common context scaling common context scaling common context scaling set context directory file directory context directory directory icontext store listener listener listeners listener context store moved directory root directory file tasks ui plugin data directory root directory exists root directory mkdir context directory file root directory itasks core constants contexts directory context directory exists context directory mkdir file context directory context directory false map read reason iinteraction context load context string handle identifier load context handle identifier file context handle identifier common context scaling context handle identifier file context handle identifier iinteraction context context string handle identifier file file core exception interaction context context string handle handle interaction context externalizer first context handle file context interaction context load context handle file common context scaling context set handle identifier handle identifier save context context context iinteraction context load context string handle identifier file file iinteraction context scaling context scaling iinteraction context loaded context externalizer read context xml handle identifier file context scaling loaded context null interaction context handle identifier context scaling loaded context todo interaction activity capture locked queued duration saves save active context fixme reference context manager iinteraction context context context core context manager active context context null context handle identifier null save context context save context iinteraction context context string file name externalizer write context xml context file context file name ioexception e status handler log status istatus error context core plugin id plugin failed write context non nls 1 context handle identifier e save context iinteraction context context fixme reference context manager paused context core context manager context capture paused todo make asynchronous creating copy paused fixme reference context manager context core context manager set context capture paused true context interaction context interaction context context collapse externalizer write context xml context file context context handle identifier context elements size 0 remove cache context add cache context throwable t status handler log status istatus error context core plugin id plugin save context t non nls 1 paused fixme reference context manager context core context manager set context capture paused false add cache iinteraction context context init cache context files add file context context handle identifier init cache context files null context files hash set file file files context directory list files file file files context files add file remove cache iinteraction context context context files null context files remove file context context handle identifier false iinteraction context clone context string source context handle string destination context handle interaction context read context interaction context externalizer read context xml source context handle file context source context handle common context scaling read context null interaction context destination context handle common context scaling read context set handle identifier destination context handle save context read context iinteraction context context context destination context handle file context source context handle context null save context context status handler log status istatus warning context core plugin id plugin copy context source context handle read context context string handle identifier null handle identifier file file file context handle identifier init cache context files contains file file file context string handle identifier string encoded encoded urlencoder encode handle identifier interaction context manager context filename encoding file context directory context directory file context file file context directory encoded interaction context manager context file extension context file unsupported encoding exception e status handler log status istatus error context core plugin id plugin determine path context e non nls 1 null delete context string handle identifier file file file context handle identifier file exists file delete context files null context files remove file context handle identifier security exception e status handler log status istatus error context core plugin id plugin delete context file insufficient permissions e non nls 1 consider making api expose zip stream export string handle identifier zip output stream output stream ioexception iinteraction context context load context handle identifier externalizer write context context output stream deprecated add listener icontext store listener listener listeners add listener deprecated remove listener icontext store listener listener listeners remove listener "
