"file","bf","hcm","bug","V1","V2","V3","V4","V5","loc"
"org::apache::lucene::index::SegmentReader",32,26.0888,4,603,0,223,52,2495,22
"org::apache::lucene::index::SegmentTermDocs",3,5.5234,0,139,0,274,1,110,128
"org::apache::lucene::index::SegmentTermEnum",6,8.26464,0,161,0,159,122,144,132
"org::apache::lucene::index::SegmentTermPositions",6,8.72787,0,121,0,321,0,47,129
"org::apache::lucene::index::SegmentTermPositionVector",1,2.99256,0,106,0,0,13,21,26
"org::apache::lucene::index::SegmentTermVector",1,2.88097,0,96,0,0,47,3,50
"org::apache::lucene::index::SerialMergeScheduler",5,2.69376,0,0,0,0,2,55,10
"org::apache::lucene::index::SnapshotDeletionPolicy",5,5.97302,0,0,0,17,27,288,31
"org::apache::lucene::index::SortedTermVectorMapper",1,1.17486,0,262,0,25,27,107,59
"org::apache::lucene::index::StaleReaderException",1,1.09884,0,0,0,0,0,55,3
"org::apache::lucene::index::StoredFieldsWriter",1,0.792859,1,1,0,432,0,201,116
"org::apache::lucene::index::StoredFieldsWriterPerField",1,0.792859,0,0,0,196,0,9,31
"org::apache::lucene::index::StoredFieldsWriterPerThread",1,0.792859,0,0,0,147,0,21,32
"org::apache::lucene::index::Term",2,7.01764,0,205,0,22,60,1,37
"org::apache::lucene::index::TermBuffer",1,2.54988,0,129,0,34,189,0,79
"org::apache::lucene::index::TermEnum",0,1.64243,0,86,0,7,0,7,7
"org::apache::lucene::index::TermInfo",0,1.64243,0,19,0,96,0,0,12
"org::apache::lucene::index::TermInfosReader",14,11.8687,1,389,0,128,1,372,154
"org::apache::lucene::index::TermInfosWriter",5,9.59891,0,228,0,348,169,165,114
"org::apache::lucene::index::TermsHash",2,1.54522,0,10,0,796,0,40,166
"org::apache::lucene::index::TermsHashConsumer",2,1.15014,0,0,0,64,0,9,3
"org::apache::lucene::index::TermsHashConsumerPerField",2,1.54522,0,33,0,40,0,0,0
"org::apache::lucene::index::TermsHashConsumerPerThread",1,0.792859,0,9,0,33,0,1,0
"org::apache::lucene::index::TermsHashPerField",2,1.54522,0,56,0,1388,192,4,388
"org::apache::lucene::index::TermsHashPerThread",1,1.54522,0,0,0,347,0,2,75
"org::apache::lucene::index::TermVectorAccessor",1,1.25985,0,342,0,19,0,108,66
"org::apache::lucene::index::TermVectorEntry",1,1.17486,0,116,0,0,0,68,51
"org::apache::lucene::index::TermVectorEntryFreqSortedComparator",1,1.17486,0,57,0,6,0,58,15
"org::apache::lucene::index::TermVectorMapper",2,2.41614,0,206,0,0,10,113,12
"org::apache::lucene::index::TermVectorOffsetInfo",0,2.99256,1,121,2,70,0,13,33
"org::apache::lucene::index::TermVectorsReader",15,17.9349,0,473,0,582,122,591,313
"org::apache::lucene::index::TermVectorsTermsWriter",2,1.54522,1,44,0,619,0,351,189
"org::apache::lucene::index::TermVectorsTermsWriterPerField",2,1.54522,0,206,0,563,0,72,186
"org::apache::lucene::index::TermVectorsTermsWriterPerThread",1,0.792859,0,76,0,144,0,0,42
"org::apache::lucene::index::TermVectorsWriter",6,7.52307,0,170,0,239,64,209,163
"org::apache::lucene::LucenePackage",0,2.52013,0,0,0,0,12,76,4
"org::apache::lucene::misc::ChainedFilter",0,0,0,211,0,4,201,346,101
"org::apache::lucene::misc::HighFreqTerms",0,0,0,98,0,30,2,139,40
"org::apache::lucene::misc::IndexMergeTool",2,4.01101,0,0,2,0,6,164,22
"org::apache::lucene::misc::LengthNormModifier",2,4.43735,0,160,0,15,0,246,77
"org::apache::lucene::misc::SweetSpotSimilarity",1,3.87029,0,355,0,92,97,0,94
"org::apache::lucene::queryParser::analyzing::AnalyzingQueryParser",3,7.34144,0,711,0,0,212,39,209
"org::apache::lucene::queryParser::FastCharStream",0,1.64243,0,15,3,11,208,0,75
"org::apache::lucene::queryParser::MultiFieldQueryParser",6,16.8048,0,788,0,6,43,113,73
"org::apache::lucene::queryParser::ParseException",3,4.00726,0,6,0,11,473,17,90
"org::apache::lucene::queryParser::precedence::FastCharStream",0,1.31187,0,22,1,18,201,1,75
"org::apache::lucene::queryParser::precedence::ParseException",0,1.31187,0,0,0,13,451,9,87
"org::apache::lucene::queryParser::precedence::PrecedenceQueryParser",0,2.52248,0,1695,0,680,329,931,822
"org::apache::lucene::queryParser::precedence::PrecedenceQueryParserTokenManager",0,1.31187,0,22,0,1986,0,0,947
"org::apache::lucene::queryParser::precedence::Token",0,1.31187,0,23,0,44,154,0,9
"org::apache::lucene::queryParser::precedence::TokenMgrError",0,1.31187,0,0,3,73,224,1,57
"org::apache::lucene::queryParser::QueryParser",18,23.6331,1,2372,0,808,558,1177,1009
"org::apache::lucene::queryParser::QueryParserTokenManager",9,10.2371,0,35,0,2138,0,0,1040
"org::apache::lucene::queryParser::surround::parser::FastCharStream",0,2.67407,0,16,5,9,209,0,75
"org::apache::lucene::queryParser::surround::parser::ParseException",0,1.03163,0,0,5,12,441,16,87
"org::apache::lucene::queryParser::surround::parser::QueryParser",0,1.03163,0,851,4,479,51,547,583
"org::apache::lucene::queryParser::surround::parser::QueryParserTokenManager",0,1.03163,0,36,0,1392,2,0,604
"org::apache::lucene::queryParser::surround::parser::Token",0,1.03163,0,44,1,50,127,0,9
"org::apache::lucene::queryParser::surround::parser::TokenMgrError",0,1.03163,0,0,7,82,213,0,57
"org::apache::lucene::queryParser::surround::query::AndQuery",0,2.67407,0,65,0,0,0,0,7
"org::apache::lucene::queryParser::surround::query::BasicQueryFactory",0,2.67407,0,136,0,0,0,18,18
"org::apache::lucene::queryParser::surround::query::ComposedQuery",1,3.9126,0,240,24,0,13,0,73
"org::apache::lucene::queryParser::surround::query::DistanceQuery",0,2.67407,0,314,3,0,0,0,68
"org::apache::lucene::queryParser::surround::query::FieldsQuery",1,3.9126,0,244,11,0,0,5,48
"org::apache::lucene::queryParser::surround::query::NotQuery",0,2.67407,0,102,0,0,0,0,12
"org::apache::lucene::queryParser::surround::query::OrQuery",0,2.67407,0,140,0,0,0,0,29
"org::apache::lucene::queryParser::surround::query::SimpleTerm",1,3.9126,0,257,9,5,0,0,56
"org::apache::lucene::queryParser::surround::query::SpanNearClauseFactory",0,3.99248,0,421,0,3,5,17,50
"org::apache::lucene::queryParser::surround::query::SrndBooleanQuery",0,2.67407,0,73,0,0,0,0,13
"org::apache::lucene::queryParser::surround::query::SrndPrefixQuery",0,4.06683,0,133,6,0,0,2,35
"org::apache::lucene::queryParser::surround::query::SrndQuery",0,4.06683,0,160,3,2,0,0,30
"org::apache::lucene::queryParser::surround::query::SrndTermQuery",0,4.06683,0,120,0,0,9,0,25
"org::apache::lucene::queryParser::surround::query::SrndTruncQuery",0,2.67407,0,129,0,12,63,0,63
"org::apache::lucene::queryParser::surround::query::TooManyBasicQueries",0,2.67407,0,31,0,2,0,0,3
"org::apache::lucene::queryParser::Token",1,1.23854,0,48,8,81,174,0,13
"org::apache::lucene::queryParser::TokenMgrError",3,4.00726,0,0,5,78,240,0,57
"org::apache::lucene::search::BooleanClause",1,10.3086,0,168,0,0,5,0,37
"org::apache::lucene::search::BooleanFilter",3,8.77244,0,369,0,8,94,56,129
"org::apache::lucene::search::BooleanQuery",10,23.8003,0,1029,15,21,116,87,149
"org::apache::lucene::search::BooleanScorer",1,3.67974,0,201,0,386,8,0,85
"org::apache::lucene::search::BooleanScorer2",5,12.9419,0,367,0,815,0,26,147
"org::apache::lucene::search::BoostingQuery",2,5.06437,0,200,0,0,18,0,39
"org::apache::lucene::search::CachingSpanFilter",2,2.35,0,200,0,5,0,66,39
"org::apache::lucene::search::CachingWrapperFilter",4,6.91215,1,170,0,15,22,0,54
"org::apache::lucene::search::ComplexExplanation",3,5.15836,0,103,0,0,0,6,20
"org::apache::lucene::search::ConjunctionScorer",2,6.52069,0,66,0,198,0,0,78
"org::apache::lucene::search::ConstantScoreQuery",8,11.1794,0,349,0,2,2,3,30
"org::apache::lucene::search::ConstantScoreRangeQuery",4,7.46875,0,379,0,62,54,0,10
"org::apache::lucene::search::DefaultSimilarity",0,1.64243,0,91,0,0,0,4,32
"org::apache::lucene::search::DisjunctionMaxQuery",6,9.2521,0,776,0,14,15,73,81
"org::apache::lucene::search::DisjunctionMaxScorer",4,8.939,0,271,0,237,0,114,115
"org::apache::lucene::search::DisjunctionSumScorer",3,6.61495,0,306,0,501,0,8,98
"org::apache::lucene::search::DocIdSet",1,1.17515,0,27,0,0,0,3,0
"org::apache::lucene::search::DocIdSetIterator",1,1.17515,0,49,0,28,0,6,0
"org::apache::lucene::search::DuplicateFilter",2,3.6711,0,238,0,0,126,239,143
"org::apache::lucene::search::ExactPhraseScorer",2,2.6029,0,80,0,31,0,0,28
"org::apache::lucene::search::Explanation",3,4.70913,0,109,0,0,86,20,63
"org::apache::lucene::search::ExtendedFieldCacheImpl",3,4.85875,0,356,0,31,0,32,9
"org::apache::lucene::search::FieldCacheImpl",9,16.8684,1,1122,0,128,48,24,24
"org::apache::lucene::search::FieldDoc",1,4.24084,0,103,0,43,0,0,4
"org::apache::lucene::search::FieldDocSortedHitQueue",5,8.32875,0,171,12,261,59,0,123
"org::apache::lucene::search::FieldSortedHitQueue",10,17.2681,0,677,0,750,10,0,265
"org::apache::lucene::search::Filter",1,2.81758,0,76,0,0,29,18,6
"org::apache::lucene::search::FilterClause",2,3.90708,0,75,0,0,6,0,10
"org::apache::lucene::search::FilteredQuery",7,12.5285,0,466,3,17,34,0,131
"org::apache::lucene::search::FilteredTermEnum",0,2.94415,0,163,0,0,0,9,38
"org::apache::lucene::search::FilterManager",2,2.52346,1,252,0,31,84,168,35
"org::apache::lucene::search::function::ByteFieldSource",2,2.69823,0,320,0,11,0,0,43
"org::apache::lucene::search::function::CustomScoreQuery",3,6.48196,0,1629,8,58,38,0,88
"org::apache::lucene::search::function::DocValues",3,3.87796,0,261,0,17,64,8,52
"org::apache::lucene::search::function::FieldCacheSource",3,3.78532,0,285,0,7,12,3,23
"org::apache::lucene::search::function::FieldScoreQuery",1,2.76207,0,326,0,10,56,15,18
"org::apache::lucene::search::function::FloatFieldSource",3,3.93677,0,310,0,5,0,0,39
"org::apache::lucene::search::function::IntFieldSource",3,3.87796,0,319,0,12,0,0,43
"org::apache::lucene::search::function::OrdFieldSource",3,3.93677,0,284,0,6,13,0,36
"org::apache::lucene::search::function::ReverseOrdFieldSource",3,3.93677,0,317,0,17,10,0,44
"org::apache::lucene::search::function::ShortFieldSource",2,2.69823,0,319,0,11,0,0,43
"org::apache::lucene::search::function::ValueSource",3,3.87796,0,155,0,17,0,2,3
"org::apache::lucene::search::function::ValueSourceQuery",2,3.95872,1,569,0,8,9,0,26
"org::apache::lucene::search::FuzzyLikeThisQuery",4,7.57455,0,930,0,40,71,0,141
"org::apache::lucene::search::FuzzyQuery",2,7.22218,0,512,0,15,29,0,88
"org::apache::lucene::search::FuzzyTermEnum",0,1.64243,0,540,0,5,356,27,135
"org::apache::lucene::search::highlight::DefaultEncoder",1,2.49732,0,14,0,9,0,50,5
"org::apache::lucene::search::highlight::GradientFormatter",0,0.740259,0,142,0,25,508,0,132
"org::apache::lucene::search::highlight::Highlighter",6,12.8567,0,282,0,968,353,38,280
"org::apache::lucene::search::highlight::NullFragmenter",0,3.0352,0,21,0,11,0,0,5
"org::apache::lucene::search::highlight::QueryScorer",0,0,0,394,0,33,0,4,45
"org::apache::lucene::search::highlight::QueryTermExtractor",0,0,0,482,0,7,29,25,61
"org::apache::lucene::search::highlight::SimpleFragmenter",0,0,0,41,0,70,20,0,20
"org::apache::lucene::search::highlight::SimpleHTMLEncoder",1,3.14666,0,18,0,4,43,71,49
"org::apache::lucene::search::highlight::SimpleHTMLFormatter",0,0,0,33,0,14,30,37,16
"org::apache::lucene::search::highlight::SimpleSpanFragmenter",2,2.46341,0,131,0,54,3,10,40
"org::apache::lucene::search::highlight::SpanGradientFormatter",1,4.04759,0,49,0,15,108,1,35
"org::apache::lucene::search::highlight::SpanScorer",3,3.70195,0,618,6,27,0,0,77
"org::apache::lucene::search::highlight::TextFragment",0,0,0,0,0,92,33,5,24
"org::apache::lucene::search::highlight::TokenGroup",0,0,0,63,0,26,135,0,54
"org::apache::lucene::search::highlight::TokenSources",4,6.46103,0,618,0,97,147,71,21
"org::apache::lucene::search::highlight::WeightedSpanTerm",1,1.05147,0,170,0,16,0,0,33
"org::apache::lucene::search::highlight::WeightedSpanTermExtractor",5,4.9693,0,1452,0,12,3,4,269
"org::apache::lucene::search::highlight::WeightedTerm",0,0,0,60,3,0,0,0,16
"org::apache::lucene::search::Hit",3,7.82654,0,131,0,23,4,106,39
"org::apache::lucene::search::HitCollector",0,4.31109,0,81,0,31,18,0,0
"org::apache::lucene::search::HitIterator",2,5.50819,0,87,1,31,2,1,20
"org::apache::lucene::search::HitQueue",0,1.64243,0,0,0,47,0,0,11
"org::apache::lucene::search::Hits",4,9.64939,0,296,0,228,65,236,141
"org::apache::lucene::search::IndexSearcher",5,11.5269,0,295,6,60,0,118,61
"org::apache::lucene::search::MatchAllDocsQuery",6,8.8814,0,272,0,2,0,2,22
"org::apache::lucene::search::MultiPhraseQuery",6,14.6136,1,829,0,1,1,0,140
"org::apache::lucene::search::MultiSearcher",4,10.1352,1,714,0,141,36,25,111
"org::apache::lucene::search::MultiTermQuery",1,7.41088,0,231,0,0,9,0,76
"org::apache::lucene::search::NonMatchingScorer",0,3.0742,0,45,0,2,0,0,10
"org::apache::lucene::search::ParallelMultiSearcher",2,5.96744,1,463,0,154,0,66,24
"org::apache::lucene::search::payloads::BoostingTermQuery",7,8.28731,0,401,0,5,0,67,13
"org::apache::lucene::search::payloads::PayloadSpanUtil",2,2.65048,0,517,0,8,0,0,117
"org::apache::lucene::search::PhrasePositions",2,2.6029,0,102,1,48,15,0,35
"org::apache::lucene::search::PhraseQuery",4,9.68386,0,813,0,9,33,0,90
"org::apache::lucene::search::PhraseQueue",2,2.6029,0,29,0,38,0,0,16
"org::apache::lucene::search::PhraseScorer",2,2.6029,0,283,0,160,0,10,107
"org::apache::lucene::search::PrefixFilter",4,5.88673,0,173,0,0,62,18,18
"org::apache::lucene::search::PrefixQuery",2,9.97613,0,194,0,0,22,0,25
"org::apache::lucene::search::Query",0,8.85763,0,505,0,0,29,31,84
"org::apache::lucene::search::QueryFilter",2,4.50602,0,69,0,0,4,0,9
"org::apache::lucene::search::QueryTermVector",1,3.05437,0,254,0,0,70,0,81
"org::apache::lucene::search::QueryWrapperFilter",2,2.46006,0,137,0,26,30,2,32
"org::apache::lucene::search::RangeFilter",4,8.49681,0,820,0,140,17,0,59
"org::apache::lucene::search::RangeQuery",3,13.4571,1,725,1,72,20,0,85
"org::apache::lucene::search::regex::JakartaRegexpCapabilities",0,4.11562,0,57,0,28,13,0,23
"org::apache::lucene::search::regex::JavaUtilRegexCapabilities",0,4.11562,0,56,0,0,42,0,22
"org::apache::lucene::search::regex::RegexQuery",0,1.39276,0,160,0,0,8,0,27
"org::apache::lucene::search::regex::RegexTermEnum",0,1.3633,0,146,0,2,3,0,34
"org::apache::lucene::search::regex::SpanRegexQuery",1,3.1498,0,338,0,0,7,0,73
"org::apache::lucene::search::RemoteCachingWrapperFilter",3,3.6986,0,170,0,0,9,11,11
"org::apache::lucene::search::RemoteSearchable",2,7.96475,0,136,0,57,0,69,50
"org::apache::lucene::search::ReqExclScorer",0,3.0742,0,82,0,276,0,0,79
"org::apache::lucene::search::ReqOptSumScorer",0,3.0742,0,61,0,182,0,0,41
"org::apache::lucene::search::ScoreDoc",0,1.64243,0,37,0,8,0,0,4
"org::apache::lucene::search::Scorer",1,5.59993,0,133,0,79,0,0,6
"org::apache::lucene::search::Searcher",6,10.3467,0,549,0,49,0,18,16
"org::apache::lucene::search::similar::MoreLikeThis",0,1.43177,0,1758,36,104,742,212,285
"org::apache::lucene::search::similar::MoreLikeThisQuery",3,5.69695,0,290,0,0,50,6,74
"org::apache::lucene::search::similar::SimilarityQueries",0,1.43177,0,203,0,2,79,89,28
"org::apache::lucene::search::Similarity",4,12.5926,1,1328,0,0,617,44,22
"org::apache::lucene::search::SimilarityDelegator",1,4.30098,0,113,0,0,4,0,27
"org::apache::lucene::search::SloppyPhraseScorer",3,3.75035,0,254,1,404,97,0,139
"org::apache::lucene::search::Sort",3,5.92561,1,458,0,126,50,32,20
"org::apache::lucene::search::SortComparator",1,2.1402,0,140,0,47,4,6,19
"org::apache::lucene::search::SortField",4,6.60956,1,443,0,214,15,0,44
"org::apache::lucene::search::SpanFilter",2,2.35,0,75,0,0,6,77,0
"org::apache::lucene::search::SpanFilterResult",2,2.35,0,141,0,6,63,77,13
"org::apache::lucene::search::SpanQueryFilter",2,3.30197,0,206,0,0,19,84,40
"org::apache::lucene::search::spans::NearSpansOrdered",2,3.71322,1,667,0,195,0,0,166
"org::apache::lucene::search::spans::NearSpansUnordered",3,4.66519,0,473,0,155,0,0,151
"org::apache::lucene::search::spans::SpanFirstQuery",2,7.83578,0,327,0,2,0,0,98
"org::apache::lucene::search::spans::SpanNearQuery",3,9.72561,0,447,0,1,24,0,113
"org::apache::lucene::search::spans::SpanNotQuery",4,8.83948,0,426,0,110,0,0,144
"org::apache::lucene::search::spans::SpanOrQuery",3,10.4552,1,483,1,42,0,0,170
"org::apache::lucene::search::spans::SpanQuery",1,5.5834,0,144,0,8,0,6,6
"org::apache::lucene::search::spans::SpanScorer",3,6.64038,0,178,0,21,0,0,57
"org::apache::lucene::search::spans::SpanTermQuery",3,10.4963,0,185,0,0,12,0,36
"org::apache::lucene::search::spans::SpanWeight",3,6.7985,0,416,0,0,0,0,97
"org::apache::lucene::search::spans::TermSpans",2,2.89247,0,128,0,11,0,73,64
"org::apache::lucene::search::spell::JaroWinklerDistance",1,0.938338,0,36,49,0,128,0,73
"org::apache::lucene::search::spell::LevensteinDistance",1,0.938338,1,63,0,10,166,35,71
"org::apache::lucene::search::spell::LuceneDictionary",0,0,0,142,1,0,25,0,7
"org::apache::lucene::search::spell::PlainTextDictionary",0,0,0,28,7,1,40,38,6
"org::apache::lucene::search::spell::SpellChecker",0,0,0,400,0,184,401,231,176
"org::apache::lucene::search::spell::SuggestWord",0,0,0,23,0,1,23,0,19
"org::apache::lucene::search::spell::SuggestWordQueue",0,0,0,2,0,22,19,0,9
"org::apache::lucene::search::TermQuery",3,7.5969,0,493,0,0,0,0,30
"org::apache::lucene::search::TermScorer",0,2.64198,0,388,0,119,0,0,81
"org::apache::lucene::search::TermsFilter",4,6.54006,0,220,0,1,49,0,63
"org::apache::lucene::search::TimeLimitedCollector",2,1.72811,1,35,0,146,47,295,30
"org::apache::lucene::search::TopDocCollector",3,6.78032,0,178,0,56,3,0,32
"org::apache::lucene::search::TopDocs",2,4.17568,0,90,0,10,0,0,11
"org::apache::lucene::search::TopFieldDocCollector",2,6.14206,0,114,1,94,1,0,29
"org::apache::lucene::search::TopFieldDocs",2,5.42599,0,79,0,15,0,0,4
"org::apache::lucene::search::WildcardQuery",1,3.23668,0,111,0,0,7,0,19
"org::apache::lucene::search::WildcardTermEnum",1,3.2211,0,218,0,0,166,0,133
"org::apache::lucene::store::AlreadyClosedException",1,1.45269,0,0,0,2,0,22,3
"org::apache::lucene::store::BufferedIndexInput",6,7.86104,0,11,0,27,504,0,131
"org::apache::lucene::store::BufferedIndexOutput",3,6.09962,0,0,0,63,188,51,58
"org::apache::lucene::store::ChecksumIndexInput",1,1.12713,0,0,0,21,16,57,28
"org::apache::lucene::store::ChecksumIndexOutput",2,2.31429,0,0,0,35,0,124,45
"org::apache::lucene::store::Directory",11,11.9647,1,15,0,0,193,374,64
"org::apache::lucene::store::FSDirectory",30,27.817,5,23,0,9,519,1141,6
"org::apache::lucene::store::GCJDirectory",1,2.88097,0,0,0,0,16,32,9
"org::apache::lucene::store::GCJIndexInput",1,2.88097,0,0,0,10,43,30,14
"org::apache::lucene::store::IndexInput",2,4.67638,0,0,0,82,446,80,89
"org::apache::lucene::store::IndexOutput",5,7.66773,0,0,0,52,341,142,61
"org::apache::lucene::store::instantiated::FieldSetting",1,0.788836,1,59,0,2,0,31,17
"org::apache::lucene::store::instantiated::FieldSettings",1,0.788836,1,83,0,9,1,105,55
"org::apache::lucene::store::instantiated::InstantiatedDocument",1,0.60098,0,72,0,1,0,61,21
"org::apache::lucene::store::instantiated::InstantiatedIndex",2,2.62836,0,752,0,25,0,552,226
"org::apache::lucene::store::instantiated::InstantiatedIndexReader",3,2.62836,1,572,0,58,5,831,174
"org::apache::lucene::store::instantiated::InstantiatedIndexWriter",3,4.35401,1,1763,0,74,55,1006,469
"org::apache::lucene::store::instantiated::InstantiatedTerm",1,0.60098,0,443,0,66,50,210,101
"org::apache::lucene::store::instantiated::InstantiatedTermDocs",2,1.38982,0,143,0,22,0,121,63
"org::apache::lucene::store::instantiated::InstantiatedTermDocumentInformation",1,0.60098,0,182,0,20,0,142,33
"org::apache::lucene::store::instantiated::InstantiatedTermEnum",2,1.70353,1,107,0,22,0,128,51
"org::apache::lucene::store::instantiated::InstantiatedTermFreqVector",1,0.60098,0,157,0,0,45,91,60
"org::apache::lucene::store::instantiated::InstantiatedTermPositions",1,0.60098,0,128,0,16,22,109,35
"org::apache::lucene::store::instantiated::InstantiatedTermPositionVector",1,0.60098,0,47,0,7,0,85,9
"org::apache::lucene::store::je::Block",1,3.81886,0,0,0,7,105,44,45
"org::apache::lucene::store::je::File",1,4.7258,0,0,30,0,304,184,168
"org::apache::lucene::store::je::JEDirectory",2,4.83343,0,22,12,0,220,257,102
"org::apache::lucene::store::je::JEIndexInput",1,3.81886,0,0,0,79,112,44,88
"org::apache::lucene::store::je::JEIndexOutput",2,5.27155,0,0,0,96,93,47,83
"org::apache::lucene::store::je::JELock",1,3.81886,0,1,0,0,25,8,11
"org::apache::lucene::store::Lock",5,9.15338,1,0,0,4,159,208,29
"org::apache::lucene::store::LockFactory",4,6.48779,0,4,0,0,98,52,6
"org::apache::lucene::store::LockObtainFailedException",1,1.09884,0,0,0,0,9,30,3
"org::apache::lucene::store::LockReleaseFailedException",1,1.33267,0,0,0,0,15,15,3
"org::apache::lucene::store::LockVerifyServer",1,2.36108,0,0,0,0,141,67,57
"org::apache::lucene::store::MMapDirectory",2,5.27595,1,0,1,138,345,98,5
"org::apache::lucene::store::NativeFSLockFactory",10,8.56136,0,0,0,5,416,401,53
"org::apache::lucene::store::NIOFSDirectory",1,1.25985,2,1,0,5,168,67,6
"org::apache::lucene::store::NoLockFactory",2,3.64676,0,0,0,0,51,34,7
"org::apache::lucene::store::RAMDirectory",19,14.0755,3,0,0,0,184,399,114
"org::apache::lucene::store::RAMFile",4,5.63409,0,0,0,37,63,52,41
"org::apache::lucene::store::RAMInputStream",7,9.10209,0,0,0,22,229,0,68
"org::apache::lucene::store::RAMOutputStream",11,13.5448,0,0,0,48,247,24,98
"org::apache::lucene::store::SimpleFSLockFactory",7,10.3263,0,0,0,0,198,257,24
"org::apache::lucene::store::SingleInstanceLockFactory",3,4.99485,0,0,0,0,88,62,13
"org::apache::lucene::store::VerifyingLockFactory",2,2.33696,0,0,0,0,174,67,12
"org::apache::lucene::swing::models::ListSearcher",3,6.26449,0,562,0,20,0,186,137
"org::apache::lucene::swing::models::TableSearcher",2,6.26048,0,852,0,15,0,162,165
"org::apache::lucene::util::ArrayUtil",2,2.2048,0,65,0,0,203,63,38
"org::apache::lucene::util::BitUtil",1,1.17515,0,0,523,1275,288,54,686
"org::apache::lucene::util::BitVector",4,5.74394,0,0,5,15,332,209,128
"org::apache::lucene::util::cache::Cache",1,1.26735,0,108,0,4,28,0,6
"org::apache::lucene::util::cache::SimpleLRUCache",1,1.26735,0,67,0,0,3,4,11
"org::apache::lucene::util::cache::SimpleMapCache",1,1.26735,0,132,0,0,14,1,21
"org::apache::lucene::util::CloseableThreadLocal",2,1.23854,0,0,6,51,74,74,43
"org::apache::lucene::util::Constants",1,4.04167,0,0,0,0,79,16,1
"org::apache::lucene::util::DocIdBitSet",1,1.17515,0,0,0,70,101,0,9
"org::apache::lucene::util::OpenBitSet",2,3.07326,0,0,23,222,1816,138,335
"org::apache::lucene::util::OpenBitSetDISI",1,1.26735,0,0,0,11,108,155,29
"org::apache::lucene::util::OpenBitSetIterator",1,1.17515,0,0,0,239,372,0,73
"org::apache::lucene::util::Parameter",0,2.86786,0,35,0,0,60,14,24
"org::apache::lucene::util::PriorityQueue",1,2.94062,0,0,0,153,144,93,90
"org::apache::lucene::util::ScorerDocQueue",1,2.86107,0,23,0,378,61,54,115
"org::apache::lucene::util::SmallFloat",1,4.48422,0,0,0,6,269,41,62
"org::apache::lucene::util::SortedVIntList",1,1.17515,0,0,0,302,138,73,62
"org::apache::lucene::util::StringHelper",1,2.54988,0,0,0,12,86,2,20
"org::apache::lucene::util::ToStringUtils",1,4.57123,0,11,0,0,1,0,5
"org::apache::lucene::util::UnicodeUtil",1,0.907447,0,0,0,30,1170,16,115
"org::apache::lucene::wikipedia::analysis::WikipediaTokenizer",6,4.91412,0,241,0,1,567,0,122
"org::apache::lucene::wikipedia::analysis::WikipediaTokenizerImpl",4,3.50218,0,87,0,148,2002,0,422
"org::apache::lucene::wordnet::SynExpand",0,0.740259,0,289,0,0,122,85,70
"org::apache::lucene::wordnet::SynLookup",0,0.740259,0,222,0,0,106,38,78
"org::apache::lucene::wordnet::Syns2Index",0,0.740259,0,81,8,6,499,224,154
"org::apache::lucene::xmlparser::builders::BooleanFilterBuilder",1,4.72472,0,80,0,0,0,58,23
"org::apache::lucene::xmlparser::builders::BooleanQueryBuilder",1,7.59491,0,120,0,0,1,100,56
"org::apache::lucene::xmlparser::builders::BoostingQueryBuilder",0,2.99495,0,103,0,0,0,44,20
"org::apache::lucene::xmlparser::builders::CachedFilterBuilder",2,4.71817,0,241,0,0,10,104,47
"org::apache::lucene::xmlparser::builders::ConstantScoreQueryBuilder",0,2.99495,0,74,0,0,0,30,12
"org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder",1,2.24283,0,84,0,0,0,109,34
"org::apache::lucene::xmlparser::builders::FilteredQueryBuilder",1,3.81153,0,117,0,0,0,53,18
"org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder",0,2.42975,0,126,1,0,0,57,22
"org::apache::lucene::xmlparser::builders::LikeThisQueryBuilder",2,7.36559,0,229,0,5,77,39,58
"org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder",0,2.58969,0,33,0,0,0,17,3
"org::apache::lucene::xmlparser::builders::RangeFilterBuilder",1,3.66829,0,70,0,6,0,27,10
"org::apache::lucene::xmlparser::builders::SpanBuilderBase",0,2.42975,0,23,1,0,0,13,3
"org::apache::lucene::xmlparser::builders::SpanFirstBuilder",0,2.42975,0,66,0,0,0,35,14
"org::apache::lucene::xmlparser::builders::SpanNearBuilder",0,2.99495,0,112,0,0,0,33,19
"org::apache::lucene::xmlparser::builders::SpanNotBuilder",0,2.99495,0,80,0,12,0,37,19
"org::apache::lucene::xmlparser::builders::SpanOrBuilder",0,2.42975,0,89,0,0,0,44,19
"org::apache::lucene::xmlparser::builders::SpanOrTermsBuilder",1,4.40689,0,184,0,0,0,21,26
"org::apache::lucene::xmlparser::builders::SpanQueryBuilderFactory",1,3.66829,0,64,0,0,0,40,14
"org::apache::lucene::xmlparser::builders::SpanTermBuilder",0,2.99495,0,81,0,0,0,13,9
"org::apache::lucene::xmlparser::builders::TermQueryBuilder",1,4.23349,0,68,0,0,0,21,10
"org::apache::lucene::xmlparser::builders::TermsFilterBuilder",3,7.97841,0,157,0,0,9,32,32
"org::apache::lucene::xmlparser::builders::TermsQueryBuilder",2,5.06827,0,181,0,0,5,41,37
"org::apache::lucene::xmlparser::builders::UserInputQueryBuilder",1,5.74047,0,150,0,0,0,90,32
