"numberOfBugsFoundUntil.","numberOfNonTrivialBugsFoundUntil.","directory","k"
3,3,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
7,4,"eclipse","bug-metrics.csv"
6,4,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
15,13,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
50,48,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
101,94,"eclipse","bug-metrics.csv"
18,14,"eclipse","bug-metrics.csv"
16,16,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
15,13,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
8,6,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
9,6,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
15,12,"eclipse","bug-metrics.csv"
23,21,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
28,26,"eclipse","bug-metrics.csv"
45,43,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
13,10,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
13,9,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
40,39,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
12,10,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
21,21,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
12,9,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
12,11,"eclipse","bug-metrics.csv"
8,6,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
15,15,"eclipse","bug-metrics.csv"
63,45,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
9,9,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
54,44,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
24,23,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
43,39,"eclipse","bug-metrics.csv"
14,14,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
7,4,"eclipse","bug-metrics.csv"
27,24,"eclipse","bug-metrics.csv"
13,12,"eclipse","bug-metrics.csv"
172,138,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
9,6,"eclipse","bug-metrics.csv"
24,19,"eclipse","bug-metrics.csv"
36,33,"eclipse","bug-metrics.csv"
16,15,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
11,8,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
23,19,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
33,30,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
173,155,"eclipse","bug-metrics.csv"
18,15,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
12,10,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
80,74,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
31,22,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
18,18,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
8,5,"eclipse","bug-metrics.csv"
28,27,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
214,200,"eclipse","bug-metrics.csv"
19,17,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
21,17,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
194,161,"eclipse","bug-metrics.csv"
2,0,"eclipse","bug-metrics.csv"
82,77,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
10,10,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
102,88,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
20,18,"eclipse","bug-metrics.csv"
48,44,"eclipse","bug-metrics.csv"
3,1,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
66,61,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
17,17,"eclipse","bug-metrics.csv"
18,16,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
7,5,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
2,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
5,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
29,27,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
25,24,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
7,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
19,16,"eclipse","bug-metrics.csv"
48,38,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
6,4,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
21,18,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
17,17,"eclipse","bug-metrics.csv"
68,58,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
3,1,"eclipse","bug-metrics.csv"
26,21,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
13,11,"eclipse","bug-metrics.csv"
26,24,"eclipse","bug-metrics.csv"
32,29,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
16,13,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
141,126,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
7,5,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
13,10,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
14,14,"eclipse","bug-metrics.csv"
2,0,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
7,4,"eclipse","bug-metrics.csv"
10,10,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
14,12,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
44,40,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
73,62,"eclipse","bug-metrics.csv"
14,13,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
49,47,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
27,26,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
34,28,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
13,11,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
24,21,"eclipse","bug-metrics.csv"
13,12,"eclipse","bug-metrics.csv"
110,101,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
31,26,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
5,3,"eclipse","bug-metrics.csv"
34,31,"eclipse","bug-metrics.csv"
36,32,"eclipse","bug-metrics.csv"
29,28,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
5,3,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
46,45,"eclipse","bug-metrics.csv"
24,24,"eclipse","bug-metrics.csv"
14,13,"eclipse","bug-metrics.csv"
34,33,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
15,15,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
18,14,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
24,19,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
11,11,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
23,21,"eclipse","bug-metrics.csv"
21,18,"eclipse","bug-metrics.csv"
4,2,"eclipse","bug-metrics.csv"
19,14,"eclipse","bug-metrics.csv"
