"linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","codeChurnUntil.","maxCodeChurnUntil.","directory","k"
11,4,1.83333,1,3,"mylyn","change-metrics.csv"
30,23,6,-11,4,"mylyn","change-metrics.csv"
62,18,6.88889,57,18,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
84,60,9.33333,19,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
73,17,3.47619,10,9,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
25,10,2.5,3,3,"mylyn","change-metrics.csv"
214,33,6.11429,17,8,"mylyn","change-metrics.csv"
15,7,3,6,5,"mylyn","change-metrics.csv"
117,37,4.68,61,37,"mylyn","change-metrics.csv"
97,62,7.46154,12,62,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
2,2,0.666667,0,2,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1127,353,27.4878,201,339,"mylyn","change-metrics.csv"
16,6,2.28571,-1,4,"mylyn","change-metrics.csv"
306,61,7.84615,95,25,"mylyn","change-metrics.csv"
106,76,11.7778,-1,7,"mylyn","change-metrics.csv"
86,59,7.81818,9,8,"mylyn","change-metrics.csv"
213,68,13.3125,190,67,"mylyn","change-metrics.csv"
136,28,7.15789,47,22,"mylyn","change-metrics.csv"
189,72,18.9,70,37,"mylyn","change-metrics.csv"
11,11,5.5,11,11,"mylyn","change-metrics.csv"
7,5,1.75,4,4,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
29,29,9.66667,9,10,"mylyn","change-metrics.csv"
130,74,18.5714,9,6,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
5,5,2.5,2,2,"mylyn","change-metrics.csv"
4,4,1.33333,2,2,"mylyn","change-metrics.csv"
29,6,2.9,5,3,"mylyn","change-metrics.csv"
50,26,5,16,10,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
318,130,8.59459,17,130,"mylyn","change-metrics.csv"
60,28,12,51,28,"mylyn","change-metrics.csv"
57,25,3.35294,-7,4,"mylyn","change-metrics.csv"
14,4,2,3,3,"mylyn","change-metrics.csv"
6,5,2,4,4,"mylyn","change-metrics.csv"
1224,325,18.8308,368,322,"mylyn","change-metrics.csv"
271,52,11.2917,30,10,"mylyn","change-metrics.csv"
108,33,7.2,5,14,"mylyn","change-metrics.csv"
13,10,2.6,10,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
155,24,6.45833,33,12,"mylyn","change-metrics.csv"
20,6,2,-58,6,"mylyn","change-metrics.csv"
99,15,4.71429,27,14,"mylyn","change-metrics.csv"
6,5,2,-1,0,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
212,96,6.42424,-32,96,"mylyn","change-metrics.csv"
18,5,3,3,3,"mylyn","change-metrics.csv"
255,59,6.89189,-42,12,"mylyn","change-metrics.csv"
158,131,17.5556,-12,7,"mylyn","change-metrics.csv"
19,8,2.375,6,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
6,5,2,1,1,"mylyn","change-metrics.csv"
4748,271,14.9308,496,174,"mylyn","change-metrics.csv"
101,85,16.8333,70,77,"mylyn","change-metrics.csv"
58,44,4.83333,-26,3,"mylyn","change-metrics.csv"
9,5,1.8,1,4,"mylyn","change-metrics.csv"
87,27,8.7,44,27,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
11,5,1.375,-2,4,"mylyn","change-metrics.csv"
3,2,0.75,0,0,"mylyn","change-metrics.csv"
2,1,0.666667,0,0,"mylyn","change-metrics.csv"
24,5,2.66667,6,3,"mylyn","change-metrics.csv"
13,5,1.625,4,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
51,10,2.42857,11,10,"mylyn","change-metrics.csv"
67,18,3.35,-23,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
2,1,0.5,-3,1,"mylyn","change-metrics.csv"
147,118,14.7,5,118,"mylyn","change-metrics.csv"
7,4,1.4,2,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,5,2,1,1,"mylyn","change-metrics.csv"
41,31,5.85714,6,31,"mylyn","change-metrics.csv"
3,2,1,0,0,"mylyn","change-metrics.csv"
379,190,14.5769,54,103,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
132,81,26.4,118,71,"mylyn","change-metrics.csv"
34,30,8.5,29,29,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
39,26,3.9,1,26,"mylyn","change-metrics.csv"
64,27,7.11111,54,27,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
47,26,9.4,-26,11,"mylyn","change-metrics.csv"
4,1,0.8,1,1,"mylyn","change-metrics.csv"
11,11,5.5,2,2,"mylyn","change-metrics.csv"
9,4,1.8,3,3,"mylyn","change-metrics.csv"
52,43,8.66667,44,41,"mylyn","change-metrics.csv"
153,30,5.88462,57,25,"mylyn","change-metrics.csv"
18,5,1.8,-8,4,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
75,16,2.88462,-125,10,"mylyn","change-metrics.csv"
16,5,2.66667,13,5,"mylyn","change-metrics.csv"
114,67,9.5,34,67,"mylyn","change-metrics.csv"
10,4,2,1,3,"mylyn","change-metrics.csv"
250,60,15.625,-4,17,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,4,1,-10,3,"mylyn","change-metrics.csv"
39,16,3.25,16,13,"mylyn","change-metrics.csv"
16,7,2,3,3,"mylyn","change-metrics.csv"
22,11,4.4,12,9,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
22,4,2.44444,0,3,"mylyn","change-metrics.csv"
12,4,2,9,4,"mylyn","change-metrics.csv"
65,16,3.61111,-12,9,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
120,80,24,-2,24,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
10,5,1.42857,2,4,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
31,31,10.3333,0,31,"mylyn","change-metrics.csv"
5,4,1.66667,4,3,"mylyn","change-metrics.csv"
26,12,4.33333,4,2,"mylyn","change-metrics.csv"
15,5,3,3,3,"mylyn","change-metrics.csv"
105,55,6.17647,46,47,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
37,7,2.84615,3,3,"mylyn","change-metrics.csv"
96,15,3.69231,42,15,"mylyn","change-metrics.csv"
32,9,2.66667,-1,3,"mylyn","change-metrics.csv"
53,33,7.57143,27,28,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
50,24,5,1,4,"mylyn","change-metrics.csv"
15,12,3.75,12,12,"mylyn","change-metrics.csv"
16,4,2,3,3,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
116,26,4.83333,27,15,"mylyn","change-metrics.csv"
233,183,23.3,-23,183,"mylyn","change-metrics.csv"
17,10,2.83333,5,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
172,91,19.1111,150,91,"mylyn","change-metrics.csv"
23,4,1.91667,-5,3,"mylyn","change-metrics.csv"
9,5,1.5,1,4,"mylyn","change-metrics.csv"
2,1,0.666667,0,0,"mylyn","change-metrics.csv"
7,4,1.4,-1,0,"mylyn","change-metrics.csv"
26,13,6.5,9,7,"mylyn","change-metrics.csv"
1544,340,20.8649,402,232,"mylyn","change-metrics.csv"
10,5,1.42857,2,4,"mylyn","change-metrics.csv"
122,24,3.38889,-25,20,"mylyn","change-metrics.csv"
1,1,0.333333,-16,0,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
89,36,4.2381,32,34,"mylyn","change-metrics.csv"
24,9,4.8,11,9,"mylyn","change-metrics.csv"
8,4,1.33333,3,3,"mylyn","change-metrics.csv"
79,44,5.26667,-69,5,"mylyn","change-metrics.csv"
21,5,1.75,0,3,"mylyn","change-metrics.csv"
53,35,10.6,36,33,"mylyn","change-metrics.csv"
37,9,3.7,-2,3,"mylyn","change-metrics.csv"
11,4,1.57143,0,3,"mylyn","change-metrics.csv"
317,46,7.925,76,26,"mylyn","change-metrics.csv"
60,25,3.75,0,4,"mylyn","change-metrics.csv"
127,14,3.62857,-45,6,"mylyn","change-metrics.csv"
28,23,5.6,22,20,"mylyn","change-metrics.csv"
93,22,8.45454,36,19,"mylyn","change-metrics.csv"
71,57,14.2,60,56,"mylyn","change-metrics.csv"
12,4,1.5,-7,3,"mylyn","change-metrics.csv"
7,4,1.75,0,3,"mylyn","change-metrics.csv"
29,24,5.8,24,21,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
11,7,2.2,2,5,"mylyn","change-metrics.csv"
174,46,4.57895,37,27,"mylyn","change-metrics.csv"
44,23,3.38462,4,21,"mylyn","change-metrics.csv"
34,10,4.25,7,4,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
11,4,1.83333,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,4,1.6,-1,2,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
23,7,2.09091,4,3,"mylyn","change-metrics.csv"
4,4,2,0,0,"mylyn","change-metrics.csv"
19,14,4.75,12,9,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
4,2,1,0,2,"mylyn","change-metrics.csv"
19,9,2.71429,9,9,"mylyn","change-metrics.csv"
11,7,2.2,8,7,"mylyn","change-metrics.csv"
64,20,4.92308,-40,10,"mylyn","change-metrics.csv"
33,7,3,-6,5,"mylyn","change-metrics.csv"
30,7,1.76471,7,6,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
20,4,1.81818,-150,3,"mylyn","change-metrics.csv"
42,21,5.25,24,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
75,14,4.6875,-5,8,"mylyn","change-metrics.csv"
87,14,5.8,-56,8,"mylyn","change-metrics.csv"
235,235,117.5,-14,0,"mylyn","change-metrics.csv"
4,4,1.33333,3,3,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
609,64,14.5,194,44,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
8,4,1.33333,3,3,"mylyn","change-metrics.csv"
16,7,3.2,5,4,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
62,36,5.16667,2,36,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
38,9,3.45455,11,9,"mylyn","change-metrics.csv"
18,8,1.63636,-15,8,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
16,10,3.2,11,10,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1116,151,11.16,55,45,"mylyn","change-metrics.csv"
781,120,11.8333,243,57,"mylyn","change-metrics.csv"
1,1,0.5,1,1,"mylyn","change-metrics.csv"
341,83,8.31707,26,40,"mylyn","change-metrics.csv"
148,38,7.4,-23,13,"mylyn","change-metrics.csv"
98,10,3.16129,6,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
17,8,2.83333,6,6,"mylyn","change-metrics.csv"
5,5,2.5,4,4,"mylyn","change-metrics.csv"
59,10,3.10526,3,5,"mylyn","change-metrics.csv"
19,9,2.71429,15,9,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
190,162,21.1111,-17,7,"mylyn","change-metrics.csv"
530,526,88.3333,-52,0,"mylyn","change-metrics.csv"
22,11,3.14286,4,11,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
106,66,8.83333,84,66,"mylyn","change-metrics.csv"
43,12,3.30769,-17,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
30,12,3.75,11,7,"mylyn","change-metrics.csv"
148,55,6.72727,21,26,"mylyn","change-metrics.csv"
5,5,2.5,4,4,"mylyn","change-metrics.csv"
1408,173,13.9406,517,67,"mylyn","change-metrics.csv"
9,4,1.8,5,3,"mylyn","change-metrics.csv"
21,7,2.33333,6,3,"mylyn","change-metrics.csv"
123,40,7.6875,34,21,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
34,7,2.83333,-41,3,"mylyn","change-metrics.csv"
9,4,1.8,3,3,"mylyn","change-metrics.csv"
106,33,6.625,8,14,"mylyn","change-metrics.csv"
175,39,6.73077,47,39,"mylyn","change-metrics.csv"
10,6,2,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
26,14,6.5,9,5,"mylyn","change-metrics.csv"
13,13,6.5,-33,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
106,100,15.1429,68,67,"mylyn","change-metrics.csv"
68,35,3.77778,-72,35,"mylyn","change-metrics.csv"
44,37,6.28571,1,37,"mylyn","change-metrics.csv"
17,9,4.25,6,5,"mylyn","change-metrics.csv"
8,8,4,0,0,"mylyn","change-metrics.csv"
20,5,2.22222,1,3,"mylyn","change-metrics.csv"
29,11,5.8,11,6,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
15,10,5,13,8,"mylyn","change-metrics.csv"
28,12,4,-9,8,"mylyn","change-metrics.csv"
33,22,4.71429,5,3,"mylyn","change-metrics.csv"
61,32,8.71429,-101,26,"mylyn","change-metrics.csv"
24,17,6,20,17,"mylyn","change-metrics.csv"
7,5,1.75,4,4,"mylyn","change-metrics.csv"
847,125,14.1167,495,125,"mylyn","change-metrics.csv"
191,66,8.30435,108,36,"mylyn","change-metrics.csv"
178,124,10.4706,5,124,"mylyn","change-metrics.csv"
3,2,1,0,0,"mylyn","change-metrics.csv"
140,105,15.5556,-9,7,"mylyn","change-metrics.csv"
138,31,6.27273,24,8,"mylyn","change-metrics.csv"
29,17,7.25,3,3,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
9,5,2.25,8,5,"mylyn","change-metrics.csv"
46,13,3.28571,10,11,"mylyn","change-metrics.csv"
55,30,7.85714,38,29,"mylyn","change-metrics.csv"
144,112,16,-12,7,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
182,161,16.5455,-17,5,"mylyn","change-metrics.csv"
180,38,8.57143,41,33,"mylyn","change-metrics.csv"
53,17,4.81818,-40,3,"mylyn","change-metrics.csv"
20,20,10,8,8,"mylyn","change-metrics.csv"
22,19,7.33333,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
34,13,5.66667,13,8,"mylyn","change-metrics.csv"
10,5,1.66667,2,4,"mylyn","change-metrics.csv"
55,10,3.4375,-10,1,"mylyn","change-metrics.csv"
7,3,1.4,3,2,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
8,4,1.33333,3,3,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
7,5,1.75,4,4,"mylyn","change-metrics.csv"
29,6,1.70588,10,4,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
866,82,11.2468,32,74,"mylyn","change-metrics.csv"
31,12,3.1,-50,8,"mylyn","change-metrics.csv"
117,89,10.6364,24,6,"mylyn","change-metrics.csv"
327,183,54.5,118,183,"mylyn","change-metrics.csv"
830,456,37.7273,145,80,"mylyn","change-metrics.csv"
2169,424,14.6554,169,128,"mylyn","change-metrics.csv"
115,40,5.22727,-24,3,"mylyn","change-metrics.csv"
438,120,10.95,138,104,"mylyn","change-metrics.csv"
32,6,2.28571,-3,3,"mylyn","change-metrics.csv"
7,3,1.16667,2,1,"mylyn","change-metrics.csv"
28,12,2.33333,-7,4,"mylyn","change-metrics.csv"
1,1,0.333333,-1,0,"mylyn","change-metrics.csv"
32,23,6.4,9,9,"mylyn","change-metrics.csv"
9,4,1.8,3,3,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
68,40,6.18182,-17,18,"mylyn","change-metrics.csv"
106,76,11.7778,-1,7,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
757,170,37.85,510,140,"mylyn","change-metrics.csv"
6,3,1.5,1,1,"mylyn","change-metrics.csv"
54,17,6.75,34,12,"mylyn","change-metrics.csv"
288,144,57.6,288,144,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
25,25,12.5,21,21,"mylyn","change-metrics.csv"
20,5,1.81818,3,3,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
6,4,1.2,0,3,"mylyn","change-metrics.csv"
738,69,10.3944,165,41,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
732,188,17.4286,336,188,"mylyn","change-metrics.csv"
7,5,1.75,5,4,"mylyn","change-metrics.csv"
1316,166,17.0909,792,165,"mylyn","change-metrics.csv"
57,34,5.18182,6,34,"mylyn","change-metrics.csv"
25,15,4.16667,5,3,"mylyn","change-metrics.csv"
658,433,50.6154,46,55,"mylyn","change-metrics.csv"
1,1,0.5,-2,0,"mylyn","change-metrics.csv"
10,4,1.66667,4,2,"mylyn","change-metrics.csv"
9,6,3,1,1,"mylyn","change-metrics.csv"
6,4,2,6,4,"mylyn","change-metrics.csv"
22,7,3.14286,-102,4,"mylyn","change-metrics.csv"
18,6,2.25,7,3,"mylyn","change-metrics.csv"
63,16,3.70588,-22,4,"mylyn","change-metrics.csv"
95,12,4.31818,5,5,"mylyn","change-metrics.csv"
11,5,1.57143,3,4,"mylyn","change-metrics.csv"
2144,872,31.0725,343,141,"mylyn","change-metrics.csv"
161,133,20.125,3,7,"mylyn","change-metrics.csv"
11,5,1.83333,3,3,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
77,35,9.625,71,34,"mylyn","change-metrics.csv"
36,28,5.14286,13,10,"mylyn","change-metrics.csv"
22,9,2.75,-28,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
260,124,26,8,87,"mylyn","change-metrics.csv"
42,30,4.2,1,30,"mylyn","change-metrics.csv"
494,490,82.3333,-48,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
3,2,1,0,0,"mylyn","change-metrics.csv"
174,139,19.3333,-12,7,"mylyn","change-metrics.csv"
36,13,3,15,12,"mylyn","change-metrics.csv"
125,67,5.95238,21,11,"mylyn","change-metrics.csv"
54,47,18,48,46,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
1411,405,13.699,439,211,"mylyn","change-metrics.csv"
5,4,1.66667,3,3,"mylyn","change-metrics.csv"
83,46,8.3,8,6,"mylyn","change-metrics.csv"
6,5,2,4,4,"mylyn","change-metrics.csv"
268,24,5.36,11,14,"mylyn","change-metrics.csv"
6,4,1.5,-3,3,"mylyn","change-metrics.csv"
6,4,1.5,0,3,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
4,4,2,3,3,"mylyn","change-metrics.csv"
17,8,3.4,10,6,"mylyn","change-metrics.csv"
23,10,4.6,13,10,"mylyn","change-metrics.csv"
191,73,5.78788,-263,5,"mylyn","change-metrics.csv"
362,132,10.9697,27,26,"mylyn","change-metrics.csv"
31,6,1.9375,0,3,"mylyn","change-metrics.csv"
16,9,3.2,-5,4,"mylyn","change-metrics.csv"
140,65,14,70,43,"mylyn","change-metrics.csv"
201,78,6.7,18,78,"mylyn","change-metrics.csv"
21,7,3.5,19,7,"mylyn","change-metrics.csv"
137,91,17.125,96,91,"mylyn","change-metrics.csv"
37,6,2.46667,8,3,"mylyn","change-metrics.csv"
87,56,14.5,60,49,"mylyn","change-metrics.csv"
10,4,2.5,1,3,"mylyn","change-metrics.csv"
10,5,2.5,4,4,"mylyn","change-metrics.csv"
47,17,6.71429,40,17,"mylyn","change-metrics.csv"
53,32,5.88889,8,17,"mylyn","change-metrics.csv"
200,128,11.7647,-139,9,"mylyn","change-metrics.csv"
226,181,12.5556,-16,181,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
517,112,11.4889,114,92,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
13,5,2.16667,0,4,"mylyn","change-metrics.csv"
99,32,4.71429,16,6,"mylyn","change-metrics.csv"
2,2,1,0,0,"mylyn","change-metrics.csv"
3,3,1.5,-1,0,"mylyn","change-metrics.csv"
133,84,8.3125,64,69,"mylyn","change-metrics.csv"
178,46,10.4706,-93,19,"mylyn","change-metrics.csv"
21,15,4.2,17,13,"mylyn","change-metrics.csv"
25,11,2.5,-38,3,"mylyn","change-metrics.csv"
96,22,4.57143,-70,19,"mylyn","change-metrics.csv"
107,26,3.82143,2,4,"mylyn","change-metrics.csv"
16,8,3.2,6,6,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
18,4,1.63636,3,3,"mylyn","change-metrics.csv"
73,20,4.05556,18,17,"mylyn","change-metrics.csv"
54,37,18,7,7,"mylyn","change-metrics.csv"
26,8,4.33333,19,7,"mylyn","change-metrics.csv"
191,91,27.2857,95,50,"mylyn","change-metrics.csv"
935,336,26.7143,352,313,"mylyn","change-metrics.csv"
8,5,2,1,1,"mylyn","change-metrics.csv"
135,118,12.2727,3,118,"mylyn","change-metrics.csv"
23,13,7.66667,12,8,"mylyn","change-metrics.csv"
39,7,2.6,15,5,"mylyn","change-metrics.csv"
26,7,2.36364,-14,3,"mylyn","change-metrics.csv"
24,4,2,6,3,"mylyn","change-metrics.csv"
59,24,9.83333,56,24,"mylyn","change-metrics.csv"
25,7,3.57143,14,5,"mylyn","change-metrics.csv"
99,68,9,1,4,"mylyn","change-metrics.csv"
60,7,2.14286,-2,3,"mylyn","change-metrics.csv"
188,58,6.71429,63,13,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
7,5,2.33333,0,1,"mylyn","change-metrics.csv"
1,1,0.5,0,0,"mylyn","change-metrics.csv"
442,165,10.5238,116,111,"mylyn","change-metrics.csv"
195,168,21.6667,-19,7,"mylyn","change-metrics.csv"
95,56,10.5556,9,6,"mylyn","change-metrics.csv"
75,24,4.41176,-24,23,"mylyn","change-metrics.csv"
471,467,78.5,-47,0,"mylyn","change-metrics.csv"
38,15,5.42857,15,12,"mylyn","change-metrics.csv"
5,5,2.5,3,3,"mylyn","change-metrics.csv"
23,8,2.875,2,4,"mylyn","change-metrics.csv"
9,5,1.8,-4,3,"mylyn","change-metrics.csv"
796,133,15.92,185,74,"mylyn","change-metrics.csv"
490,157,12.8947,152,157,"mylyn","change-metrics.csv"
110,54,4.23077,10,11,"mylyn","change-metrics.csv"
7,6,2.33333,5,5,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
11,5,1.375,2,4,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
21,11,7,1,1,"mylyn","change-metrics.csv"
47,47,15.6667,0,47,"mylyn","change-metrics.csv"
41,9,3.41667,16,8,"mylyn","change-metrics.csv"
47,6,2.35,10,4,"mylyn","change-metrics.csv"
31,11,2.58333,1,3,"mylyn","change-metrics.csv"
697,68,8.10465,291,66,"mylyn","change-metrics.csv"
2,2,0.666667,1,1,"mylyn","change-metrics.csv"
9,4,2.25,6,3,"mylyn","change-metrics.csv"
32,6,2.13333,1,5,"mylyn","change-metrics.csv"
17,4,1.41667,-25,2,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
19,7,2.375,6,5,"mylyn","change-metrics.csv"
13,7,3.25,11,7,"mylyn","change-metrics.csv"
3,3,1.5,-1,0,"mylyn","change-metrics.csv"
57,17,4.07143,25,17,"mylyn","change-metrics.csv"
282,60,7.83333,-9,34,"mylyn","change-metrics.csv"
5,4,1.66667,0,0,"mylyn","change-metrics.csv"
64,35,8,19,9,"mylyn","change-metrics.csv"
23,6,3.28571,9,5,"mylyn","change-metrics.csv"
215,133,26.875,60,52,"mylyn","change-metrics.csv"
52,7,3.25,10,4,"mylyn","change-metrics.csv"
36,36,18,20,20,"mylyn","change-metrics.csv"
68,27,7.55556,36,15,"mylyn","change-metrics.csv"
32,24,6.4,21,19,"mylyn","change-metrics.csv"
7,4,1.16667,-1,3,"mylyn","change-metrics.csv"
109,37,6.41176,30,37,"mylyn","change-metrics.csv"
21,9,3.5,14,8,"mylyn","change-metrics.csv"
24,6,2.4,6,3,"mylyn","change-metrics.csv"
6,4,1.5,3,3,"mylyn","change-metrics.csv"
30,15,3.75,10,14,"mylyn","change-metrics.csv"
29,12,5.8,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
2,1,0.666667,1,1,"mylyn","change-metrics.csv"
34,11,5.66667,20,10,"mylyn","change-metrics.csv"
74,18,3.36364,5,17,"mylyn","change-metrics.csv"
79,36,8.77778,56,31,"mylyn","change-metrics.csv"
0,0,0,0,0,"mylyn","change-metrics.csv"
12,5,2,-123,0,"mylyn","change-metrics.csv"
303,90,10.1,45,42,"mylyn","change-metrics.csv"
26,7,2.16667,-36,7,"mylyn","change-metrics.csv"
11,7,1.83333,0,1,"mylyn","change-metrics.csv"
0,0,0,-2,0,"mylyn","change-metrics.csv"
8,5,1.6,1,4,"mylyn","change-metrics.csv"
10,4,1.42857,3,3,"mylyn","change-metrics.csv"
103,103,34.3333,-31,3,"mylyn","change-metrics.csv"
7,4,1.75,0,3,"mylyn","change-metrics.csv"
20,13,6.66667,1,1,"mylyn","change-metrics.csv"
13,6,3.25,1,3,"mylyn","change-metrics.csv"
423,168,15.6667,329,166,"mylyn","change-metrics.csv"
58,41,5.27273,1,41,"mylyn","change-metrics.csv"
523,142,10.6735,1,47,"mylyn","change-metrics.csv"
